Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2019-01-01 00:00:00";521;22,0;25,1;58,8;19
"2019-01-02 00:00:00";338;3,7;12,5;18,2;6
"2019-01-03 00:00:00";395;4,9;14,1;21,6;6
"2019-01-04 00:00:00";450;8,2;19,7;32,2;12
"2019-01-05 00:00:00";459;13,3;19,3;39,7;13
"2019-01-06 00:00:00";359;3,6;14,0;19,5;9
"2019-01-07 00:00:00";588;19,6;29,6;59,6;26
"2019-01-08 00:00:00";747;24,8;26,6;64,7;40
"2019-01-09 00:00:00";958;19,8;30,6;60,9;60
"2019-01-10 00:00:00";824;19,0;28,6;57,6;39
"2019-01-11 00:00:00";573;9,9;21,3;36,5;23
"2019-01-12 00:00:00";460;15,1;21,0;44,2;13
"2019-01-13 00:00:00";450;13,6;22,4;43,2;14
"2019-01-14 00:00:00";313;4,1;14,9;21,2;10
"2019-01-15 00:00:00";313;4,1;15,0;21,3;7
"2019-01-16 00:00:00";445;18,5;23,5;51,9;18
"2019-01-17 00:00:00";687;37,5;32,2;89,6;35
"2019-01-18 00:00:00";350;9,2;22,1;36,3;12
"2019-01-19 00:00:00";453;8,9;22,9;36,4;21
"2019-01-20 00:00:00";482;6,9;20,8;31,4;24
"2019-01-21 00:00:00";606;27,0;33,9;75,2;46
"2019-01-22 00:00:00";673;13,3;33,3;53,7;53
"2019-01-23 00:00:00";553;12,3;25,9;44,8;35
"2019-01-24 00:00:00";442;10,3;24,9;40,7;31
"2019-01-25 00:00:00";395;8,9;20,1;33,7;35
"2019-01-26 00:00:00";347;10,6;21,1;37,4;26
"2019-01-27 00:00:00";392;6,6;25,1;35,1;38
"2019-01-28 00:00:00";542;21,9;25,7;59,2;33
"2019-01-29 00:00:00";338;16,9;28,3;54,1;18
"2019-01-30 00:00:00";527;18,5;27,5;55,8;36
"2019-01-31 00:00:00";712;32,2;34,9;84,2;49
"2019-02-01 00:00:00";602;21,2;23,2;55,6;37
"2019-02-02 00:00:00";556;28,6;25,8;69,6;25
"2019-02-03 00:00:00";445;23,9;22,7;59,3;18
"2019-02-04 00:00:00";374;10,8;17,8;34,3;13
"2019-02-05 00:00:00";565;31,3;24,8;72,8;29
"2019-02-06 00:00:00";573;22,3;30,8;65,0;34
"2019-02-07 00:00:00";800;51,8;37,3;116,7;40
"2019-02-08 00:00:00";852;44,5;33,4;101,6;52
"2019-02-09 00:00:00";675;23,8;25,7;62,2;50
"2019-02-10 00:00:00";671;23,2;23,9;59,4;49
