Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2010-01-01 00:00:00";990;36,9;40,2;97,0;23
"2010-01-02 00:00:00";795;17,0;27,3;52,7;24
"2010-01-03 00:00:00";659;10,9;20,2;36,8;14
"2010-01-04 00:00:00";954;28,1;41,8;84,5;35
"2010-01-05 00:00:00";870;13,3;36,3;57,7;34
"2010-01-06 00:00:00";704;26,5;51,5;93,1;23
"2010-01-07 00:00:00";750;57,6;65,7;152,8;39
"2010-01-08 00:00:00";880;48,0;66,8;139,6;41
"2010-01-09 00:00:00";1004;91,0;74,7;214,1;34
"2010-01-10 00:00:00";758;32,0;37,2;87,9;27
"2010-01-11 00:00:00";707;29,7;37,6;84,7;35
"2010-01-12 00:00:00";807;27,7;41,9;85,1;46
"2010-01-13 00:00:00";944;32,8;48,4;100,5;70
"2010-01-14 00:00:00";717;22,9;47,0;83,3;51
"2010-01-15 00:00:00";874;44,7;54,5;122,0;48
"2010-01-16 00:00:00";875;32,0;47,4;97,9;48
"2010-01-17 00:00:00";551;9,4;29,0;45,1;36
"2010-01-18 00:00:00";745;39,1;49,6;109,5;41
"2010-01-19 00:00:00";985;63,5;65,8;164,3;46
"2010-01-20 00:00:00";1028;56,0;61,1;148,2;64
"2010-01-21 00:00:00";639;24,9;49,0;86,1;36
"2010-01-22 00:00:00";841;37,3;64,8;122,5;61
"2010-01-23 00:00:00";689;14,9;50,7;72,8;51
"2010-01-24 00:00:00";933;24,1;63,3;100,7;59
"2010-01-25 00:00:00";832;17,3;63,4;88,1;55
"2010-01-26 00:00:00";796;24,9;71,5;109,2;51
"2010-01-27 00:00:00";1318;64,6;98,8;197,9;95
"2010-01-28 00:00:00";994;29,0;70,0;115,7;79
"2010-01-29 00:00:00";958;32,4;69,5;120,9;74
"2010-01-30 00:00:00";927;34,0;66,8;120,6;61
"2010-01-31 00:00:00";572;13,9;45,4;66,6;30
"2010-02-01 00:00:00";578;27,8;53,1;94,2;24
"2010-02-02 00:00:00";1039;86,3;90,8;222,4;40
