Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2022-01-01 00:00:00";450;16,1;12,0;36,7;24
"2022-01-02 00:00:00";567;18,7;21,4;50,0;23
"2022-01-03 00:00:00";512;13,0;16,2;36,1;16
"2022-01-04 00:00:00";440;8,9;14,1;27,7;18
"2022-01-05 00:00:00";372;8,1;14,0;26,4;9
"2022-01-06 00:00:00";391;4,1;10,2;16,4;10
"2022-01-07 00:00:00";537;11,0;21,6;38,5;18
"2022-01-08 00:00:00";717;13,8;25,5;46,6;29
"2022-01-09 00:00:00";667;10,1;20,5;36,0;40
"2022-01-10 00:00:00";703;10,7;23,9;40,3;42
"2022-01-11 00:00:00";518;6,1;21,1;30,3;23
"2022-01-12 00:00:00";548;16,4;23,4;48,4;34
"2022-01-13 00:00:00";516;16,2;19,4;44,2;36
"2022-01-14 00:00:00";350;4,9;12,9;20,4;22
"2022-01-15 00:00:00";423;10,1;17,5;33,0;16
"2022-01-16 00:00:00";805;17,1;21,8;48,1;42
"2022-01-17 00:00:00";355;3,7;10,7;16,4;14
"2022-01-18 00:00:00";372;3,8;12,4;18,2;15
"2022-01-19 00:00:00";597;20,6;26,7;58,2;37
"2022-01-20 00:00:00";488;10,1;18,9;34,3;25
"2022-01-21 00:00:00";390;4,0;11,6;17,7;11
"2022-01-22 00:00:00";419;3,7;11,5;17,1;8
"2022-01-23 00:00:00";513;4,6;16,4;23,5;12
"2022-01-24 00:00:00";674;14,6;24,3;46,7;29
"2022-01-25 00:00:00";671;16,5;24,3;49,6;42
"2022-01-26 00:00:00";487;10,9;16,9;33,5;28
"2022-01-27 00:00:00";451;8,5;16,5;29,5;37
"2022-01-28 00:00:00";356;3,1;10,0;14,7;14
"2022-01-29 00:00:00";426;6,9;15,6;26,2;15
"2022-01-30 00:00:00";401;3,2;8,7;13,7;9
"2022-01-31 00:00:00";411;9,0;18,2;32,0;19
"2022-02-01 00:00:00";431;6,7;16,8;27,0;17
"2022-02-02 00:00:00";376;4,7;11,9;19,0;10
"2022-02-03 00:00:00";477;9,6;19,4;34,1;18
"2022-02-04 00:00:00";666;21,5;27,6;60,5;37
"2022-02-05 00:00:00";642;20,8;20,8;52,6;21
"2022-02-06 00:00:00";513;8,4;19,6;32,4;15
"2022-02-07 00:00:00";403;2,9;10,6;15,1;12
"2022-02-08 00:00:00";431;3,5;11,5;16,8;10
"2022-02-09 00:00:00";504;12,3;18,7;37,6;11
"2022-02-10 00:00:00";810;37,8;34,2;92,1;37
"2022-02-11 00:00:00";590;19,9;25,2;55,7;36
"2022-02-12 00:00:00";402;5,1;16,7;24,6;14
"2022-02-13 00:00:00";512;7,4;21,7;33,0;25
"2022-02-14 00:00:00";529;10,1;21,0;36,4;40
"2022-02-15 00:00:00";543;13,0;22,8;42,7;43
"2022-02-16 00:00:00";482;10,1;19,2;34,8;36
"2022-02-17 00:00:00";345;5,1;12,6;20,4;19
"2022-02-18 00:00:00";385;7,2;16,9;27,9;17
"2022-02-19 00:00:00";386;5,4;15,9;24,2;10
"2022-02-20 00:00:00";443;10,0;20,7;36,0;12
"2022-02-21 00:00:00";453;10,5;18,7;34,9;25
"2022-02-22 00:00:00";362;4,4;14,0;20,7;12
"2022-02-23 00:00:00";389;7,6;20,0;31,6;14
"2022-02-24 00:00:00";572;22,7;30,3;65,1;30
"2022-02-25 00:00:00";409;7,2;19,4;30,4;17
"2022-02-26 00:00:00";470;7,1;21,9;32,7;18
"2022-02-27 00:00:00";445;3,4;18,5;23,8;20
"2022-02-28 00:00:00";428;4,6;18,2;25,2;19
"2022-03-01 00:00:00";449;6,6;21,3;31,5;19
"2022-03-02 00:00:00";507;10,3;25,5;41,2;26
"2022-03-03 00:00:00";598;16,2;31,7;56,5;47
"2022-03-04 00:00:00";529;7,9;27,4;39,6;49
"2022-03-05 00:00:00";449;6,9;22,1;32,6;26
"2022-03-06 00:00:00";386;4,1;17,4;23,7;19
"2022-03-07 00:00:00";467;8,2;21,1;33,7;39
"2022-03-08 00:00:00";448;12,1;25,9;44,4;30
"2022-03-09 00:00:00";507;11,1;24,9;41,9;32
"2022-03-10 00:00:00";455;6,4;20,0;29,8;27
"2022-03-11 00:00:00";505;4,9;21,5;29,0;22
"2022-03-12 00:00:00";560;11,1;25,0;42,0;26
"2022-03-13 00:00:00";765;30,6;32,6;79,4;39
"2022-03-14 00:00:00";738;30,8;33,8;80,9;43
"2022-03-15 00:00:00";656;17,8;29,0;56,2;50
"2022-03-16 00:00:00";462;7,9;23,5;35,5;39
"2022-03-17 00:00:00";520;9,8;27,5;42,4;51
"2022-03-18 00:00:00";588;17,7;31,0;58,2;53
"2022-03-19 00:00:00";605;14,8;28,6;51,3;57
"2022-03-20 00:00:00";461;7,2;22,1;33,2;38
