Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2012-01-01 00:00:00";;80,6;47,2;171,4;65
"2012-01-02 00:00:00";;40,5;83,8;147,4;61
"2012-01-03 00:00:00";;31,9;75,2;125,3;45
"2012-01-04 00:00:00";;25,8;67,6;107,7;37
"2012-01-05 00:00:00";;13,7;61,2;81,6;18
"2012-01-06 00:00:00";;3,0;39,6;44,6;11
"2012-01-07 00:00:00";;16,8;44,2;68,5;19
"2012-01-08 00:00:00";;6,5;35,6;45,9;14
"2012-01-09 00:00:00";;9,8;51,5;66,8;15
"2012-01-10 00:00:00";;17,9;54,8;80,4;18
"2012-01-11 00:00:00";;14,3;67,4;90,2;23
"2012-01-12 00:00:00";;29,6;57,9;102,5;26
"2012-01-13 00:00:00";;11,0;26,1;43,2;14
"2012-01-14 00:00:00";;10,3;20,8;36,7;15
"2012-01-15 00:00:00";;9,6;21,9;36,2;14
"2012-01-16 00:00:00";;23,1;38,5;74,6;21
"2012-01-17 00:00:00";;36,5;42,8;98,0;24
"2012-01-18 00:00:00";;49,9;54,5;131,4;41
"2012-01-19 00:00:00";;48,2;60,7;134,5;35
"2012-01-20 00:00:00";;28,7;48,2;94,9;20
"2012-01-21 00:00:00";;16,9;36,4;63,3;20
"2012-01-22 00:00:00";;9,6;24,0;39,7;12
"2012-01-23 00:00:00";;19,8;38,0;67,5;13
"2012-01-24 00:00:00";;31,0;50,8;98,9;21
"2012-01-25 00:00:00";;29,6;51,3;97,1;23
"2012-01-26 00:00:00";;34,2;52,2;104,7;26
"2012-01-27 00:00:00";;56,9;69,0;157,8;51
"2012-01-28 00:00:00";;25,3;56,4;96,9;64
"2012-01-29 00:00:00";;13,6;47,9;69,9;69
"2012-01-30 00:00:00";;20,7;57,6;90,2;31
"2012-01-31 00:00:00";;17,5;49,1;76,8;30
"2012-02-01 00:00:00";;15,1;50,8;74,8;30
"2012-02-02 00:00:00";;17,0;43,1;70,1;26
"2012-02-03 00:00:00";;25,4;52,0;91,7;26
"2012-02-04 00:00:00";;16,1;44,8;70,0;24
"2012-02-05 00:00:00";;27,7;59,1;102,0;49
"2012-02-06 00:00:00";;36,8;72,2;130,0;79
"2012-02-07 00:00:00";;47,3;69,1;142,7;72
"2012-02-08 00:00:00";;51,4;89,8;169,6;87
"2012-02-09 00:00:00";;49,1;103,5;178,1;135
"2012-02-10 00:00:00";;41,0;101,2;163,5;113
"2012-02-11 00:00:00";;24,0;77,1;113,3;74
"2012-02-12 00:00:00";;25,1;82,2;121,5;88
"2012-02-13 00:00:00";;23,8;74,2;110,6;85
"2012-02-14 00:00:00";;60,8;80,8;172,9;69
"2012-02-15 00:00:00";;19,9;52,0;82,7;32
"2012-02-16 00:00:00";;11,4;32,8;50,1;25
"2012-02-17 00:00:00";;36,2;59,7;115,0;25
"2012-02-18 00:00:00";;33,5;49,9;103,2;23
