Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2017-01-01 00:00:00";;;;;99
"2017-01-02 00:00:00";;;;;66
"2017-01-03 00:00:00";;;;;21
"2017-01-04 00:00:00";;;;;23
"2017-01-05 00:00:00";;;;;11
"2017-01-06 00:00:00";;;;;15
"2017-01-07 00:00:00";;;;;19
"2017-01-08 00:00:00";;;;;29
"2017-01-09 00:00:00";;;;;29
"2017-01-10 00:00:00";;;;;43
"2017-01-11 00:00:00";;;;;58
"2017-01-12 00:00:00";;;;;44
"2017-01-13 00:00:00";;;;;43
"2017-01-14 00:00:00";;;;;9
"2017-01-15 00:00:00";;;;;15
"2017-01-16 00:00:00";;;;;39
"2017-01-17 00:00:00";;;;;29
"2017-01-18 00:00:00";;;;;34
"2017-01-19 00:00:00";;;;;51
"2017-01-20 00:00:00";;;;;92
"2017-01-21 00:00:00";;;;;122
"2017-01-22 00:00:00";;;;;104
"2017-01-23 00:00:00";;;;;95
"2017-01-24 00:00:00";;;;;72
"2017-01-25 00:00:00";;;;;63
"2017-01-26 00:00:00";;;;;53
"2017-01-27 00:00:00";;;;;68
"2017-01-28 00:00:00";;;;;52
"2017-01-29 00:00:00";;;;;84
"2017-01-30 00:00:00";;;;;93
"2017-01-31 00:00:00";;;;;64
"2017-02-01 00:00:00";;;;;44
"2017-02-02 00:00:00";;;;;74
"2017-02-03 00:00:00";;;;;87
"2017-02-04 00:00:00";;;;;61
"2017-02-05 00:00:00";;;;;34
"2017-02-06 00:00:00";;;;;34
"2017-02-07 00:00:00";;;;;34
"2017-02-08 00:00:00";;;;;45
"2017-02-09 00:00:00";;;;;52
"2017-02-10 00:00:00";;;;;55
"2017-02-11 00:00:00";;;;;38
"2017-02-12 00:00:00";;;;;42
"2017-02-13 00:00:00";;;;;67
"2017-02-14 00:00:00";;;;;70
"2017-02-15 00:00:00";;;;;76
"2017-02-16 00:00:00";;;;;63
"2017-02-17 00:00:00";;;;;60
"2017-02-18 00:00:00";;;;;58
"2017-02-19 00:00:00";;;;;74
"2017-02-20 00:00:00";;;;;44
"2017-02-21 00:00:00";;;;;22
"2017-02-22 00:00:00";;;;;36
"2017-02-23 00:00:00";;;;;33
"2017-02-24 00:00:00";;;;;17
"2017-02-25 00:00:00";;;;;15
"2017-02-26 00:00:00";;;;;33
"2017-02-27 00:00:00";;;;;51
"2017-02-28 00:00:00";308;18,0;66,1;93,6;40
"2017-03-01 00:00:00";229;17,7;54,6;81,6;18
"2017-03-02 00:00:00";330;24,8;64,4;102,4;21
"2017-03-03 00:00:00";274;19,7;68,1;98,2;22
"2017-03-04 00:00:00";376;18,7;68,6;97,2;29
"2017-03-05 00:00:00";277;13,8;47,4;68,5;21
"2017-03-06 00:00:00";244;15,0;56,7;79,3;16
"2017-03-07 00:00:00";458;34,0;70,7;122,8;23
"2017-03-08 00:00:00";323;12,5;53,2;72,2;20
"2017-03-09 00:00:00";507;46,4;72,2;143,2;30
"2017-03-10 00:00:00";495;34,0;49,3;101,4;24
"2017-03-11 00:00:00";338;13,9;53,8;74,9;23
"2017-03-12 00:00:00";321;7,3;47,6;58,7;16
"2017-03-13 00:00:00";391;17,5;56,4;83,2;23
"2017-03-14 00:00:00";418;11,1;56,7;73,4;33
"2017-03-15 00:00:00";431;16,9;52,7;78,5;36
"2017-03-16 00:00:00";273;7,9;48,3;60,3;21
