Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2025-01-01 00:00:00";1058;9,7;12,5;27,3;32
"2025-01-02 00:00:00";1216;11,3;14,0;31,4;38
"2025-01-03 00:00:00";862;7,3;14,7;25,9;20
"2025-01-04 00:00:00";828;8,4;17,1;29,9;16
"2025-01-05 00:00:00";996;8,9;14,7;28,4;32
"2025-01-06 00:00:00";1001;15,4;18,1;41,6;37
"2025-01-07 00:00:00";712;13,8;18,8;40,0;18
"2025-01-08 00:00:00";724;12,5;19,1;38,3;21
"2025-01-09 00:00:00";786;;;;31
"2025-01-10 00:00:00";709;;;;12
"2025-01-11 00:00:00";768;;;;14
"2025-01-12 00:00:00";796;;;;7
"2025-01-13 00:00:00";902;;;;17
"2025-01-14 00:00:00";1016;;;;31
"2025-01-15 00:00:00";;;;;37
"2025-01-16 00:00:00";;;;;51
"2025-01-17 00:00:00";;;;;43
"2025-01-18 00:00:00";;;;;37
"2025-01-19 00:00:00";;;;;34
"2025-01-20 00:00:00";;;;;15
"2025-01-21 00:00:00";;;;;26
"2025-01-22 00:00:00";;;;;30
"2025-01-23 00:00:00";;;;;29
"2025-01-24 00:00:00";;;;;34
"2025-01-25 00:00:00";;;;;35
"2025-01-26 00:00:00";;;;;45
"2025-01-27 00:00:00";;;;;41
"2025-01-28 00:00:00";;;;;31
"2025-01-29 00:00:00";;;;;51
"2025-01-30 00:00:00";;;;;46
"2025-01-31 00:00:00";;;;;34
"2025-02-01 00:00:00";;;;;26
"2025-02-02 00:00:00";;;;;30
"2025-02-03 00:00:00";;;;;44
"2025-02-04 00:00:00";;;;;67
"2025-02-05 00:00:00";;;;;60
"2025-02-06 00:00:00";;;;;64
"2025-02-07 00:00:00";;;;;52
"2025-02-08 00:00:00";;;;;35
"2025-02-09 00:00:00";;;;;37
"2025-02-10 00:00:00";;;;;49
"2025-02-11 00:00:00";;;;;61
"2025-02-12 00:00:00";;;;;45
"2025-02-13 00:00:00";;;;;38
"2025-02-14 00:00:00";;;;;34
"2025-02-15 00:00:00";;;;;31
"2025-02-16 00:00:00";;;;;34
"2025-02-17 00:00:00";;;;;29
"2025-02-18 00:00:00";;;;;36
"2025-02-19 00:00:00";;;;;47
"2025-02-20 00:00:00";;;;;49
"2025-02-21 00:00:00";;;;;50
"2025-02-22 00:00:00";;;;;40
"2025-02-23 00:00:00";;;;;48
"2025-02-24 00:00:00";;;;;72
"2025-02-25 00:00:00";;;;;77
"2025-02-26 00:00:00";;;;;70
"2025-02-27 00:00:00";;;;;58
"2025-02-28 00:00:00";;;;;27
"2025-03-01 00:00:00";;;;;29
"2025-03-02 00:00:00";;;;;17
"2025-03-03 00:00:00";;;;;31
"2025-03-04 00:00:00";;;;;50
"2025-03-05 00:00:00";;;;;64
"2025-03-06 00:00:00";;;;;64
"2025-03-07 00:00:00";;;;;62
"2025-03-08 00:00:00";;;;;64
"2025-03-09 00:00:00";;;;;60
"2025-03-10 00:00:00";;;;;75
"2025-03-11 00:00:00";;;;;43
"2025-03-12 00:00:00";;;;;30
"2025-03-13 00:00:00";;;;;29
"2025-03-14 00:00:00";;;;;26
"2025-03-15 00:00:00";;;;;11
"2025-03-16 00:00:00";;;;;18
"2025-03-17 00:00:00";;;;;22
