Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"2020-11-19 00:00:00";334;15,2;19,0;42,3;37
"2020-11-20 00:00:00";226;7,5;15,7;27,2;17
"2020-11-21 00:00:00";486;11,6;24,4;42,2;22
"2020-11-22 00:00:00";738;20,4;22,9;54,2;39
"2020-11-23 00:00:00";507;20,0;21,6;52,2;41
"2020-11-24 00:00:00";487;23,0;19,5;54,8;47
"2020-11-25 00:00:00";331;14,7;16,6;39,1;29
"2020-11-26 00:00:00";380;17,1;19,9;46,2;44
"2020-11-27 00:00:00";379;14,4;17,5;39,6;30
"2020-11-28 00:00:00";383;10,3;14,0;29,8;16
"2020-11-29 00:00:00";373;10,8;14,8;31,4;23
"2020-11-30 00:00:00";444;13,5;17,4;38,0;30
"2020-12-01 00:00:00";528;18,9;19,9;48,8;38
"2020-12-02 00:00:00";606;13,4;20,8;41,3;41
"2020-12-03 00:00:00";596;11,4;21,1;38,5;39
"2020-12-04 00:00:00";511;14,4;20,1;42,2;30
"2020-12-05 00:00:00";802;44,0;24,7;92,1;37
"2020-12-06 00:00:00";422;9,7;17,6;32,4;21
"2020-12-07 00:00:00";;10,8;17,0;33,6;13
"2020-12-08 00:00:00";;13,0;15,3;35,3;19
"2020-12-09 00:00:00";424;9,1;18,9;32,9;21
"2020-12-10 00:00:00";387;16,3;15,9;40,9;21
"2020-12-11 00:00:00";405;14,1;16,9;38,5;28
"2020-12-12 00:00:00";405;8,4;15,4;28,3;17
"2020-12-13 00:00:00";326;4,5;12,0;18,9;18
"2020-12-14 00:00:00";401;11,4;19,3;36,7;29
"2020-12-15 00:00:00";400;10,7;16,8;33,2;20
"2020-12-16 00:00:00";501;18,7;17,5;46,1;23
"2020-12-17 00:00:00";550;19,7;17,8;47,9;28
"2020-12-18 00:00:00";490;10,8;16,2;32,7;20
"2020-12-19 00:00:00";489;9,6;16,5;31,3;23
"2020-12-20 00:00:00";468;5,8;13,9;22,8;26
"2020-12-21 00:00:00";503;10,0;18,0;33,3;31
"2020-12-22 00:00:00";598;17,8;15,3;42,6;35
"2020-12-23 00:00:00";810;25,3;17,1;55,8;41
"2020-12-24 00:00:00";706;20,1;16,6;47,4;32
"2020-12-25 00:00:00";371;5,8;14,3;23,1;13
"2020-12-26 00:00:00";347;3,9;12,6;18,6;8
"2020-12-27 00:00:00";548;7,1;17,9;28,8;23
"2020-12-28 00:00:00";611;18,9;17,3;46,2;25
"2020-12-29 00:00:00";397;8,8;19,1;32,6;14
"2020-12-30 00:00:00";644;25,0;26,6;65,0;23
"2020-12-31 00:00:00";530;13,0;18,6;38,5;23
