Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"2023-04-13 00:00:00";454;10,5;29,6;45,7;26
"2023-04-14 00:00:00";364;7,2;16,7;27,7;13
"2023-04-15 00:00:00";320;7,0;17,2;28,0;10
"2023-04-16 00:00:00";342;5,9;18,0;27,0;13
"2023-04-17 00:00:00";298;3,9;17,7;23,6;14
"2023-04-18 00:00:00";299;4,0;15,9;22,0;16
"2023-04-19 00:00:00";341;4,7;17,4;24,5;19
"2023-04-20 00:00:00";360;8,0;18,6;30,8;21
"2023-04-21 00:00:00";377;3,7;23,8;29,5;31
"2023-04-22 00:00:00";455;10,4;33,7;49,6;34
"2023-04-23 00:00:00";458;13,9;32,4;53,7;34
"2023-04-24 00:00:00";333;5,4;21,5;29,8;25
"2023-04-25 00:00:00";301;2,0;10,9;14,0;11
"2023-04-26 00:00:00";336;2,9;12,4;16,9;13
"2023-04-27 00:00:00";386;4,0;18,4;24,5;13
"2023-04-28 00:00:00";449;7,9;28,9;40,9;30
"2023-04-29 00:00:00";411;5,6;23,5;32,1;26
"2023-04-30 00:00:00";377;5,4;18,4;26,6;17
"2023-05-01 00:00:00";346;3,2;16,6;21,5;17
"2023-05-02 00:00:00";360;5,1;23,2;31,0;28
"2023-05-03 00:00:00";308;4,7;16,3;23,5;20
"2023-05-04 00:00:00";292;3,7;16,1;21,9;15
"2023-05-05 00:00:00";410;7,5;30,6;42,0;24
"2023-05-06 00:00:00";408;7,8;27,1;39,0;26
"2023-05-07 00:00:00";304;4,2;15,8;22,3;14
"2023-05-08 00:00:00";338;1,8;11,5;14,1;22
"2023-05-09 00:00:00";363;2,1;13,5;16,6;22
"2023-05-10 00:00:00";359;3,6;15,7;21,1;23
"2023-05-11 00:00:00";350;3,2;16,0;20,8;23
"2023-05-12 00:00:00";405;5,0;16,0;23,6;12
"2023-05-13 00:00:00";360;2,9;14,4;18,9;15
"2023-05-14 00:00:00";346;2,3;13,9;17,4;14
"2023-05-15 00:00:00";;;;;
"2023-05-16 00:00:00";;;;;
"2023-05-17 00:00:00";306;7,8;12,1;24,1;19
"2023-05-18 00:00:00";332;5,5;14,4;22,8;7
"2023-05-19 00:00:00";374;10,8;21,4;37,9;23
"2023-05-20 00:00:00";353;8,1;21,4;33,9;23
"2023-05-21 00:00:00";328;4,4;17,4;24,2;21
"2023-05-22 00:00:00";375;7,1;24,3;35,1;25
"2023-05-23 00:00:00";357;10,6;25,1;41,3;26
"2023-05-24 00:00:00";272;4,9;13,6;21,2;28
"2023-05-25 00:00:00";280;5,3;14,3;22,4;28
"2023-05-26 00:00:00";314;6,3;19,3;29,0;32
"2023-05-27 00:00:00";306;3,9;15,2;21,2;22
"2023-05-28 00:00:00";310;3,8;14,8;20,6;18
"2023-05-29 00:00:00";337;5,2;18,0;25,9;21
"2023-05-30 00:00:00";335;6,2;20,5;30,0;24
"2023-05-31 00:00:00";290;4,5;19,8;26,7;25
"2023-06-01 00:00:00";334;8,2;26,2;38,7;28
"2023-06-02 00:00:00";350;10,3;27,9;43,6;35
"2023-06-03 00:00:00";277;4,6;15,7;22,7;25
"2023-06-04 00:00:00";290;5,2;19,2;27,3;16
"2023-06-05 00:00:00";283;5,4;20,6;28,9;25
"2023-06-06 00:00:00";282;8,9;17,2;30,8;19
"2023-06-07 00:00:00";261;4,9;13,6;21,0;18
"2023-06-08 00:00:00";302;5,1;14,4;22,2;28
"2023-06-09 00:00:00";293;5,3;16,9;25,0;18
"2023-06-10 00:00:00";276;4,7;13,6;20,8;15
"2023-06-11 00:00:00";245;2,8;10,5;14,7;16
"2023-06-12 00:00:00";295;2,4;11,4;15,1;17
"2023-06-13 00:00:00";314;2,8;14,1;18,3;22
"2023-06-14 00:00:00";339;5,7;16,9;25,6;22
"2023-06-15 00:00:00";325;3,5;16,5;21,8;19
"2023-06-16 00:00:00";326;4,5;18,1;25,0;22
"2023-06-17 00:00:00";258;2,4;11,8;15,5;17
"2023-06-18 00:00:00";247;2,2;12,5;15,8;13
"2023-06-21 00:00:00";;;;;
"2023-06-22 00:00:00";445;;;;30
"2023-06-23 00:00:00";349;;;;39
"2023-06-24 00:00:00";301;;;;12
"2023-06-25 00:00:00";300;;;;9
"2023-06-26 00:00:00";349;;;;21
"2023-06-27 00:00:00";312;;;;22
"2023-06-28 00:00:00";269;;;;16
"2023-06-29 00:00:00";314;;;;19
"2023-06-30 00:00:00";437;9,0;23,4;37,3;30
"2023-07-01 00:00:00";411;5,3;19,1;27,3;27
"2023-07-02 00:00:00";326;1,6;7,3;9,8;18
"2023-07-03 00:00:00";375;2,9;12,1;16,6;25
"2023-07-04 00:00:00";431;5,3;17,7;25,8;20
"2023-07-05 00:00:00";387;5,6;18,7;27,3;20
"2023-07-06 00:00:00";308;2,7;8,8;13,0;18
"2023-07-07 00:00:00";306;2,8;10,7;15,0;20
"2023-07-08 00:00:00";354;2,7;14,2;18,4;19
"2023-07-09 00:00:00";328;3,2;15,7;20,7;18
"2023-07-10 00:00:00";368;6,4;23,7;33,5;32
"2023-07-11 00:00:00";;5,6;14,6;23,1;43
"2023-07-12 00:00:00";;6,5;20,3;30,2;41
"2023-07-13 00:00:00";;5,0;12,5;20,2;18
"2023-07-14 00:00:00";;7,8;17,8;29,8;25
"2023-07-15 00:00:00";;9,5;19,6;34,1;27
"2023-07-16 00:00:00";;;;;
"2023-07-17 00:00:00";;;;;
"2023-07-18 00:00:00";;7,3;14,5;25,7;33
"2023-07-19 00:00:00";;7,9;17,0;29,0;33
"2023-07-20 00:00:00";;5,1;11,2;19,0;27
"2023-07-21 00:00:00";;4,5;12,9;19,8;26
"2023-07-22 00:00:00";;4,7;10,4;17,6;13
"2023-07-23 00:00:00";;7,3;15,0;26,2;13
"2023-07-24 00:00:00";;;;;
"2023-07-25 00:00:00";;7,7;13,6;25,4;17
"2023-07-26 00:00:00";;3,9;6,9;12,9;11
"2023-07-27 00:00:00";;5,3;11,3;19,5;14
"2023-07-28 00:00:00";;8,5;15,7;28,8;18
"2023-07-29 00:00:00";;8,0;13,0;25,2;11
"2023-07-30 00:00:00";;4,5;9,9;16,8;8
"2023-07-31 00:00:00";;4,6;8,9;16,0;16
"2023-08-01 00:00:00";;8,7;18,2;31,5;26
"2023-08-02 00:00:00";;6,5;12,7;22,7;14
"2023-08-03 00:00:00";;6,0;12,6;21,8;15
"2023-08-04 00:00:00";;3,6;8,5;14,0;10
"2023-08-05 00:00:00";488;4,0;10,2;16,3;18
"2023-08-06 00:00:00";471;2,1;7,0;10,2;6
"2023-08-07 00:00:00";498;1,3;5,6;7,6;6
"2023-08-08 00:00:00";522;3,0;12,4;16,8;14
"2023-08-09 00:00:00";562;8,8;20,3;33,8;19
"2023-08-10 00:00:00";470;3,1;10,9;15,7;17
"2023-08-11 00:00:00";480;3,1;11,7;16,5;18
"2023-08-12 00:00:00";496;5,3;16,0;24,1;20
"2023-08-13 00:00:00";457;5,7;18,3;27,0;24
"2023-08-14 00:00:00";440;6,3;18,8;28,4;30
"2023-08-15 00:00:00";;8,5;20,4;33,4;
"2023-08-16 00:00:00";539;4,1;15,7;21,9;
"2023-08-17 00:00:00";537;3,7;14,0;19,7;
"2023-08-18 00:00:00";536;4,8;16,6;23,9;
"2023-08-19 00:00:00";502;4,0;14,4;20,6;21
"2023-08-20 00:00:00";542;6,5;16,5;26,5;29
"2023-08-21 00:00:00";;;;;
"2023-08-22 00:00:00";;;;;
"2023-08-23 00:00:00";575;10,6;22,3;38,5;
"2023-08-24 00:00:00";475;6,0;16,6;25,8;
"2023-08-25 00:00:00";564;;;;
"2023-08-26 00:00:00";565;8,8;27,4;40,9;
"2023-08-27 00:00:00";524;11,2;22,5;39,7;
"2023-08-28 00:00:00";479;7,8;18,4;30,4;
"2023-08-29 00:00:00";435;4,2;13,3;19,7;
"2023-08-30 00:00:00";436;3,5;7,8;13,1;
"2023-08-31 00:00:00";438;3,9;11,1;17,0;13
"2023-09-01 00:00:00";530;11,4;22,6;40,0;19
"2023-09-02 00:00:00";511;6,3;19,2;28,8;15
"2023-09-03 00:00:00";430;3,7;11,6;17,2;11
"2023-09-04 00:00:00";451;2,4;11,7;15,3;19
"2023-09-05 00:00:00";447;2,6;12,8;16,7;19
"2023-09-06 00:00:00";497;6,0;18,9;28,1;24
"2023-09-07 00:00:00";493;4,6;18,5;25,6;27
"2023-09-08 00:00:00";501;5,7;20,1;28,8;29
"2023-09-09 00:00:00";471;4,1;17,8;24,2;25
"2023-09-10 00:00:00";485;6,3;23,4;33,0;30
"2023-09-11 00:00:00";548;13,1;31,0;51,1;45
"2023-09-12 00:00:00";538;14,2;32,6;54,3;53
"2023-09-13 00:00:00";506;10,4;30,4;46,3;49
"2023-09-14 00:00:00";352;2,9;10,9;15,4;19
"2023-09-15 00:00:00";386;3,7;12,6;18,3;18
"2023-09-16 00:00:00";383;3,5;12,4;17,7;22
"2023-09-17 00:00:00";409;5,1;16,4;24,2;25
"2023-09-18 00:00:00";385;5,8;15,8;24,7;37
"2023-09-19 00:00:00";344;4,4;13,7;20,4;17
"2023-09-20 00:00:00";457;10,4;24,4;40,3;27
"2023-09-21 00:00:00";420;6,4;22,2;32,0;23
"2023-09-22 00:00:00";412;12,1;24,4;42,9;37
"2023-09-23 00:00:00";347;5,0;12,9;20,6;17
"2023-09-24 00:00:00";371;1,4;7,6;9,8;7
"2023-09-25 00:00:00";388;3,1;13,1;17,8;15
"2023-09-26 00:00:00";431;4,2;18,5;24,9;29
"2023-09-27 00:00:00";487;8,2;24,1;36,6;34
"2023-09-28 00:00:00";465;3,8;21,4;27,3;36
"2023-09-29 00:00:00";476;7,4;25,8;37,1;33
"2023-09-30 00:00:00";473;5,3;17,4;25,6;32
"2023-10-01 00:00:00";405;3,0;10,2;14,8;14
"2023-10-02 00:00:00";520;11,4;26,0;43,5;32
"2023-10-03 00:00:00";509;14,8;25,8;48,5;34
"2023-10-04 00:00:00";421;3,8;12,0;17,9;16
"2023-10-05 00:00:00";476;5,9;18,4;27,4;16
"2023-10-06 00:00:00";500;5,2;17,7;25,6;19
"2023-10-07 00:00:00";525;8,0;21,4;33,6;24
"2023-10-08 00:00:00";419;2,8;7,0;11,3;18
"2023-10-09 00:00:00";576;5,4;15,6;23,8;19
"2023-10-10 00:00:00";701;14,7;18,6;41,1;30
"2023-10-11 00:00:00";669;15,6;20,7;44,6;40
"2023-10-12 00:00:00";711;19,6;30,2;60,2;41
"2023-10-13 00:00:00";795;29,4;32,7;77,6;57
"2023-10-14 00:00:00";558;9,0;24,2;38,0;39
"2023-10-15 00:00:00";466;1,5;6,7;9,0;8
"2023-10-16 00:00:00";595;2,7;12,1;16,2;9
"2023-10-17 00:00:00";742;5,3;19,9;28,0;19
"2023-10-18 00:00:00";787;6,1;23,8;33,2;32
"2023-10-19 00:00:00";785;6,2;15,8;25,2;35
"2023-10-20 00:00:00";713;18,8;24,5;53,3;49
"2023-10-21 00:00:00";515;6,7;16,6;26,8;20
"2023-10-22 00:00:00";521;5,4;14,7;23,0;9
"2023-10-23 00:00:00";722;16,3;20,2;45,1;15
"2023-10-24 00:00:00";740;15,3;21,4;44,7;24
"2023-10-25 00:00:00";591;8,2;16,8;29,3;14
"2023-10-26 00:00:00";663;15,0;22,8;45,8;14
"2023-10-27 00:00:00";568;6,9;15,1;25,7;6
"2023-10-28 00:00:00";730;18,6;21,3;49,8;11
"2023-10-29 00:00:00";705;15,9;19,0;43,3;16
"2023-10-30 00:00:00";645;12,8;24,0;43,6;17
"2023-10-31 00:00:00";689;15,2;20,4;43,7;15
"2023-11-01 00:00:00";673;6,4;17,1;26,9;8
"2023-11-02 00:00:00";686;5,3;17,1;25,3;15
"2023-11-03 00:00:00";709;8,6;18,4;31,5;11
"2023-11-04 00:00:00";761;6,3;17,0;26,7;10
"2023-11-05 00:00:00";808;13,7;17,2;38,2;9
"2023-11-06 00:00:00";828;17,4;21,5;48,2;14
"2023-11-07 00:00:00";945;18,5;20,6;49,0;24
"2023-11-08 00:00:00";747;5,0;16,0;23,7;10
"2023-11-09 00:00:00";864;13,3;22,8;43,1;18
"2023-11-10 00:00:00";845;7,7;17,8;29,6;21
"2023-11-11 00:00:00";774;3,1;10,1;14,8;9
"2023-11-12 00:00:00";908;15,8;16,5;40,7;9
"2023-11-13 00:00:00";1021;19,4;22,0;51,7;30
"2023-11-14 00:00:00";358;7,7;18,2;29,9;14
"2023-11-15 00:00:00";229;2,5;11,1;14,8;5
"2023-11-16 00:00:00";289;5,9;16,1;24,8;9
"2023-11-17 00:00:00";318;5,0;11,6;19,3;11
"2023-11-18 00:00:00";358;1,9;6,0;8,8;8
"2023-11-19 00:00:00";515;10,5;16,6;32,6;16
"2023-11-20 00:00:00";673;31,1;23,5;71,2;23
"2023-11-21 00:00:00";606;20,5;25,6;57,0;22
"2023-11-22 00:00:00";533;6,8;11,2;21,7;18
"2023-11-23 00:00:00";540;10,6;13,2;29,4;21
"2023-11-24 00:00:00";475;5,2;13,4;21,3;12
"2023-11-25 00:00:00";;;;;
"2023-11-27 00:00:00";;;;;
"2023-11-28 00:00:00";700;17,0;15,2;41,2;22
"2023-11-29 00:00:00";720;10,7;15,3;31,7;23
"2023-11-30 00:00:00";776;10,5;16,9;32,9;25
"2023-12-01 00:00:00";841;12,4;17,0;36,0;14
"2023-12-02 00:00:00";763;6,6;13,5;23,5;16
"2023-12-03 00:00:00";715;2,5;7,6;11,3;13
"2023-12-04 00:00:00";738;11,7;16,9;34,8;23
"2023-12-05 00:00:00";534;7,1;12,2;23,1;32
"2023-12-06 00:00:00";593;11,2;17,8;34,9;26
"2023-12-07 00:00:00";674;13,4;19,2;39,6;16
"2023-12-08 00:00:00";701;13,3;16,7;37,1;25
"2023-12-09 00:00:00";638;11,2;15,3;32,5;28
"2023-12-10 00:00:00";745;18,5;14,6;43,0;23
"2023-12-11 00:00:00";797;19,7;19,2;49,4;34
"2023-12-12 00:00:00";1012;55,9;32,2;117,9;36
"2023-12-13 00:00:00";801;24,4;19,5;56,9;19
"2023-12-14 00:00:00";521;8,5;13,1;26,2;17
"2023-12-15 00:00:00";570;9,5;14,4;28,9;18
"2023-12-16 00:00:00";566;15,1;17,6;40,8;18
"2023-12-17 00:00:00";611;17,2;20,3;46,6;22
"2023-12-18 00:00:00";1238;57,5;28,2;116,2;55
"2023-12-19 00:00:00";1112;26,5;18,2;58,8;44
"2023-12-20 00:00:00";875;19,9;19,8;50,4;29
"2023-12-21 00:00:00";617;9,4;15,2;29,6;18
"2023-12-22 00:00:00";447;2,8;8,2;12,5;5
"2023-12-23 00:00:00";535;6,6;15,2;25,4;4
"2023-12-24 00:00:00";494;3,9;13,2;19,1;4
"2023-12-25 00:00:00";697;15,5;18,8;42,5;23
"2023-12-26 00:00:00";571;5,2;13,8;21,7;17
"2023-12-27 00:00:00";663;13,8;18,0;39,1;18
"2023-12-28 00:00:00";896;24,7;24,4;62,2;32
"2023-12-29 00:00:00";1530;66,4;27,4;129,2;52
"2023-12-30 00:00:00";1484;57,8;27,1;115,7;47
"2023-12-31 00:00:00";1350;45,0;20,1;89,0;45
