Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)"
"Limit values";-;;85;;50
"2021-01-01 00:00:00";639;19,7;20,7;50,8;32
"2021-01-02 00:00:00";691;17,9;20,7;48,1;30
"2021-01-03 00:00:00";504;5,3;16,7;24,8;22
"2021-01-04 00:00:00";499;8,3;18,6;31,3;28
"2021-01-05 00:00:00";434;8,3;16,6;29,3;21
"2021-01-06 00:00:00";440;13,9;20,4;41,7;28
"2021-01-07 00:00:00";313;15,9;16,3;40,7;18
"2021-01-08 00:00:00";460;18,7;19,0;47,6;31
"2021-01-09 00:00:00";479;19,8;18,1;48,5;34
"2021-01-10 00:00:00";578;11,0;14,7;31,6;39
"2021-01-11 00:00:00";621;23,4;22,1;57,9;38
"2021-01-12 00:00:00";742;28,6;21,6;65,4;53
"2021-01-13 00:00:00";266;4,9;15,9;23,4;17
"2021-01-14 00:00:00";263;5,4;14,4;22,6;15
"2021-01-15 00:00:00";383;6,6;16,7;26,9;21
"2021-01-16 00:00:00";363;3,4;13,0;18,3;17
"2021-01-17 00:00:00";383;3,3;13,4;18,5;26
"2021-01-18 00:00:00";500;7,9;19,1;31,2;33
"2021-01-19 00:00:00";603;14,8;23,0;45,7;43
"2021-01-20 00:00:00";561;17,2;25,3;51,6;38
"2021-01-21 00:00:00";385;9,0;21,2;35,1;25
"2021-01-22 00:00:00";404;10,2;20,8;36,4;26
"2021-01-23 00:00:00";668;31,2;24,2;72,0;32
"2021-01-24 00:00:00";381;5,4;14,1;22,4;19
"2021-01-25 00:00:00";351;4,8;12,9;20,3;15
"2021-01-26 00:00:00";411;6,3;16,8;26,5;22
"2021-01-27 00:00:00";405;4,9;14,7;22,3;20
"2021-01-28 00:00:00";582;17,4;23,4;50,0;36
"2021-01-29 00:00:00";666;23,5;21,6;57,6;30
"2021-01-30 00:00:00";428;7,8;16,7;28,6;14
"2021-01-31 00:00:00";546;3,4;15,3;20,5;28
"2021-02-01 00:00:00";689;13,3;24,2;44,5;36
"2021-02-02 00:00:00";652;11,3;18,2;35,4;40
"2021-02-03 00:00:00";841;19,9;16,7;47,2;42
"2021-02-04 00:00:00";455;9,2;19,5;33,6;14
"2021-02-05 00:00:00";683;17,8;22,4;49,7;36
"2021-02-06 00:00:00";595;5,4;12,6;20,9;26
"2021-02-07 00:00:00";597;4,9;13,0;20,4;27
"2021-02-08 00:00:00";666;10,1;14,0;29,4;24
"2021-02-09 00:00:00";737;15,8;21,0;45,2;22
"2021-02-10 00:00:00";690;18,5;21,7;49,9;23
"2021-02-11 00:00:00";481;3,9;14,3;20,2;40
"2021-02-12 00:00:00";410;4,1;15,3;21,7;17
"2021-02-13 00:00:00";446;4,1;17,7;24,1;22
"2021-02-14 00:00:00";381;3,5;16,4;21,8;27
"2021-02-15 00:00:00";444;9,0;24,8;38,6;30
"2021-02-16 00:00:00";613;13,9;31,1;52,4;52
"2021-02-17 00:00:00";484;13,3;24,1;44,4;43
"2021-02-18 00:00:00";328;6,4;20,3;30,1;24
"2021-02-19 00:00:00";670;11,0;22,0;38,8;71
"2021-02-20 00:00:00";589;6,5;16,8;26,7;53
"2021-02-21 00:00:00";417;4,1;16,5;22,9;39
"2021-02-22 00:00:00";525;10,1;24,8;40,3;49
"2021-02-23 00:00:00";769;32,6;28,5;78,4;62
"2021-02-24 00:00:00";1006;66,2;34,1;135,5;83
"2021-02-25 00:00:00";1030;67,4;39,9;143,1;104
"2021-02-26 00:00:00";898;47,1;41,1;113,3;102
"2021-02-27 00:00:00";243;3,2;13,1;18,0;26
"2021-02-28 00:00:00";303;6,3;17,6;27,2;22
"2021-03-01 00:00:00";338;7,0;20,2;31,0;27
"2021-03-02 00:00:00";454;19,4;30,4;60,1;33
"2021-03-03 00:00:00";666;37,6;39,3;96,8;60
"2021-03-04 00:00:00";622;29,0;34,9;79,3;69
"2021-03-05 00:00:00";394;10,2;21,3;36,8;38
"2021-03-06 00:00:00";375;3,5;16,4;21,8;14
"2021-03-07 00:00:00";533;9,9;27,2;42,4;26
"2021-03-08 00:00:00";538;12,4;23,9;42,9;34
"2021-03-09 00:00:00";456;7,0;22,3;33,0;25
"2021-03-10 00:00:00";486;5,5;21,8;30,3;29
"2021-03-11 00:00:00";461;5,4;21,5;29,8;47
"2021-03-12 00:00:00";361;10,9;21,8;38,5;24
"2021-03-13 00:00:00";231;4,0;14,3;20,5;13
"2021-03-14 00:00:00";287;4,1;15,2;21,6;12
"2021-03-15 00:00:00";283;2,4;11,1;14,8;12
"2021-03-16 00:00:00";288;3,5;12,3;17,6;16
"2021-03-17 00:00:00";322;4,3;15,0;21,6;20
"2021-03-18 00:00:00";381;5,7;18,6;27,3;21
"2021-03-19 00:00:00";387;7,0;22,4;33,2;25
"2021-03-20 00:00:00";433;3,3;16,8;21,9;26
"2021-03-21 00:00:00";348;2,3;11,0;14,6;16
"2021-03-22 00:00:00";400;4,2;18,2;24,6;20
"2021-03-23 00:00:00";373;4,8;18,2;25,5;19
"2021-03-24 00:00:00";446;9,8;22,3;37,3;29
"2021-03-25 00:00:00";519;16,6;30,1;55,4;38
"2021-03-26 00:00:00";567;14,0;32,3;53,7;60
"2021-03-27 00:00:00";404;7,1;25,6;36,5;43
"2021-03-28 00:00:00";264;2,8;14,3;18,6;8
"2021-03-29 00:00:00";466;20,2;28,1;59,0;31
"2021-03-30 00:00:00";348;12,1;26,3;44,9;33
"2021-03-31 00:00:00";391;16,7;27,4;53,0;41
"2021-04-01 00:00:00";388;20,8;31,2;63,1;45
"2021-04-02 00:00:00";216;2,3;13,6;17,1;25
"2021-04-03 00:00:00";270;1,9;9,3;12,3;15
"2021-04-04 00:00:00";322;2,0;11,2;14,3;14
"2021-04-05 00:00:00";337;3,2;15,2;20,2;19
"2021-04-06 00:00:00";336;2,7;12,2;16,3;10
"2021-04-07 00:00:00";358;3,1;13,2;18,0;12
"2021-04-08 00:00:00";380;4,8;16,9;24,3;10
"2021-04-09 00:00:00";415;12,0;25,0;43,3;33
"2021-04-10 00:00:00";337;4,3;22,0;28,6;31
"2021-04-11 00:00:00";292;3,6;20,7;26,2;28
"2021-04-12 00:00:00";300;7,7;21,5;33,3;28
"2021-04-13 00:00:00";370;4,5;13,3;20,2;6
"2021-04-14 00:00:00";386;4,1;15,3;21,6;9
"2021-04-15 00:00:00";370;3,0;12,7;17,4;13
"2021-04-16 00:00:00";397;3,7;14,3;20,0;15
"2021-04-17 00:00:00";400;5,2;17,5;25,5;24
"2021-04-18 00:00:00";427;5,4;18,9;27,2;25
"2021-04-19 00:00:00";449;5,9;20,0;28,9;19
"2021-04-20 00:00:00";449;8,5;22,2;35,3;21
