Dátum,Utolsó ár
2019-06-19,40980.24
2019-06-20,40774.52
2019-06-21,40387.21
2019-06-24,40475.09
2019-06-25,40061.95
2019-06-26,40064.92
2019-06-27,40440.51
2019-06-28,40279.31
2019-07-01,40618.08
2019-07-02,40767.12
2019-07-03,40985.18
2019-07-04,40972.92
2019-07-05,41016.65
2019-07-08,40777.08
2019-07-09,40327.45
2019-07-10,40577.79
2019-07-11,40739.42
2019-07-12,40699.69
2019-07-15,40725.4
2019-07-16,40878.78
2019-07-17,40990.89
2019-07-18,41282.46
2019-07-19,41707.26
2019-07-22,41338.01
2019-07-23,41367.22
2019-07-24,41303.37
2019-07-25,41353.62
2019-07-26,40965.48
2019-07-29,41006.44
2019-07-30,40843.78
2019-07-31,40767.6
2019-08-01,40474.27
2019-08-02,40309.61
2019-08-05,39896.31
2019-08-06,40037.39
2019-08-07,40283.52
2019-08-08,40389.38
2019-08-09,40615.42
2019-08-12,40891.99
2019-08-13,40722.36
2019-08-14,40137.22
2019-08-15,40018.67
2019-08-16,40005.9
2019-08-19,39791.28
2019-08-20,39719.75
2019-08-21,39648.21
2019-08-22,39394.71
2019-08-23,39519.58
2019-08-26,39661.47
2019-08-27,39107.94
2019-08-28,38706.56
2019-08-29,39264.48
2019-08-30,39794.12
2019-09-02,39707.43
2019-09-03,39405.19
2019-09-04,39753.49
2019-09-05,40180.9
2019-09-06,40312.46
2019-09-09,40484.75
2019-09-10,39956.96
2019-09-11,40202.61
2019-09-12,40066.95
2019-09-13,40285.21
2019-09-16,40819.56
2019-09-17,40596.71
2019-09-18,40930.24
2019-09-19,40922.3
2019-09-20,41116.92
2019-09-23,40800.21
2019-09-24,40848.04
2019-09-25,40553.92
2019-09-26,40534.28
2019-09-27,40890.74
2019-09-30,40601.18
2019-10-01,40112.38
2019-10-02,39416.77
2019-10-03,39547.59
2019-10-04,39826.51
2019-10-07,39803.96
2019-10-08,39491.52
2019-10-09,39544.62
2019-10-10,39466.35
2019-10-11,40332.56
2019-10-14,40733.7
2019-10-15,40578.18
2019-10-16,40404.66
2019-10-17,40717.17
2019-10-18,40826.33
2019-10-21,41234.58
2019-10-22,41845.95
2019-10-23,42160.74
2019-10-24,42475.53
2019-10-25,42159.36
2019-10-28,41938.54
2019-10-29,42453.16
2019-10-30,42796.7
2019-10-31,42159.58
2019-11-01,42324.07
2019-11-04,42817.55
2019-11-05,43236.8
2019-11-06,43291.61
2019-11-07,43598.19
2019-11-08,43441.42
2019-11-11,43038.67
2019-11-12,43492.33
2019-11-13,43216.34
2019-11-14,43218.28
2019-11-15,43384.63
2019-11-18,43867.73
2019-11-19,43618.78
2019-11-20,43938.9
2019-11-21,43654.37
2019-11-22,44053.95
2019-11-25,44314.45
2019-11-26,43781.96
2019-11-27,43599.69
2019-11-28,43799.85
2019-11-29,43704.85
2019-12-02,43370.3
2019-12-03,43048.25
2019-12-04,44078.02
2019-12-05,44182.07
2019-12-06,44207.5
2019-12-09,44640.38
2019-12-10,44248.52
2019-12-11,44603.48
2019-12-12,45382.68
2019-12-13,45760.15
2019-12-16,45603.92
2019-12-17,45035.35
2019-12-18,45656.8
2019-12-19,45944.68
2019-12-20,45606.35
2019-12-23,45984.46
2019-12-24,45998.51
2019-12-25,46012.56
2019-12-26,46026.61
2019-12-27,46040.66
2019-12-30,46082.82
2019-12-31,46131.95
