Dátum,Benzin (HUF/l),Diesel (HUF/l)
2021-10-11,483.323572,495.057143
2021-10-18,492.0177735,507.068001
2021-10-25,496.9533976,514.389332
2021-11-01,507.1268688,516.8165712
2021-11-08,504.0309552,514.8057672
2021-11-15,479.5948312,479.7924604
2021-11-22,479.6972784,479.819088
2021-11-29,479.1982296,479.6736978
2021-12-06,478.6751607,479.4222422
2021-12-13,466.876333,471.9565818
2021-12-20,474.4015206,472.3297221
2022-01-03,475.5078636,473.0662692
2022-01-10,477.069824,477.220352
2022-01-17,476.6371477,477.3172796
2022-01-24,478.3317136,475.924384
2022-01-31,479.6204444,479.7811799
2022-02-07,479.7324516,479.831426
2022-02-14,479.7565278,479.8243692
2022-02-21,479.7936522,479.8687356
2022-02-28,479.8152216,479.8706796
2022-03-07,479.8554475,479.89084
2022-03-14,479.7964652,496.2284912
2022-03-21,479.8549272,515.1871152
2022-03-28,479.8628793,518.4094932
2022-04-04,479.8543935,525.027279
2022-04-11,479.8657566,526.2340932
2022-04-25,479.8735648,532.5664736
2022-05-02,479.8711929,533.1654009
2022-05-09,479.8729414,539.0359888
2022-05-16,479.881645,539.1674975
2022-05-23,479.8905265,540.2828225
2022-05-30,486.6836146,550.973682
2022-06-06,490.1886405,548.7686685
2022-06-13,491.198895,584.922591
2022-06-20,488.0704445,584.863371
2022-06-27,489.9643828,589.3430774
2022-07-04,491.139264,584.5569072
2022-07-11,491.741812,576.0841462
2022-07-18,492.639906,575.462206
2022-07-25,493.820925,580.9518
2022-08-01,518.0585665,625.3715295
2022-08-08,517.8499888,622.55233
2022-08-15,515.844204,618.304334
2022-08-22,526.32408,647.19408
2022-08-29,526.409976,665.870253
2022-09-05,521.018883,670.126646
2022-09-12,511.1723556,644.8064193
2022-09-19,509.5244435,638.858696
2022-09-26,511.0947362,636.5156036
2022-10-03,511.8543336,642.1461498
2022-10-10,515.120318,654.84626
2022-10-17,520.486507,683.698801
2022-10-24,521.0735068,696.1225068
2022-10-31,508.6091505,611.427204
2022-11-07,517.9903995,664.7914413
2022-11-14,520.9762848,651.6928008
2022-11-21,514.858225,634.3421819
2022-11-28,510.8748876,622.3369383
2022-12-05,505.0570724,600.5311082
2022-12-12,660.575461,722.7923794
2022-12-19,639.3386532,713.6729498
2022-12-26,627.76539,712.5612984
2023-01-02,641.1146301,714.6394703
2023-01-09,657.3494375,719.030445
2023-01-16,625.660487,689.8284404
2023-01-23,625.4187316,689.5318534
2023-01-30,626.9295249,693.112644
2023-02-06,622.3772335,666.3690583
2023-02-13,617.172754,638.9215356
2023-02-20,619.1279892,632.6112618
2023-02-27,609.78765,619.8405978
2023-03-06,604.11234,616.3573
2023-03-13,605.808301,620.2460845
2023-03-20,606.9628761,612.2603928
2023-03-27,604.470199,606.531554
2023-04-03,612.8911404,601.1471004
2023-04-10,610.846576,585.655398
2023-04-17,610.472646,586.405071
2023-04-24,592.451886,577.438383
2023-05-01,579.7925848,567.5251252
2023-05-08,569.983358,554.451452
2023-05-15,556.490784,545.260371
2023-05-22,556.5190176,547.4130786
2023-05-29,577.8313345,558.3153515
2023-06-05,576.8855232,556.2870848
2023-06-12,577.340193,555.3137785
2023-06-19,579.837024,560.199744
2023-06-26,581.81233,569.513918
2023-07-03,574.583463,563.9813649
2023-07-10,579.814239,565.7977695
2023-07-17,592.7558609,582.0498999
2023-07-24,591.9149692,580.3327574
2023-07-31,612.0110503,597.2496708
2023-08-07,630.043515,627.496185
2023-08-14,630.4042098,641.9947882
2023-08-21,642.7760605,648.2195303
2023-08-28,643.4420869,648.4851503
2023-09-04,644.075592,657.9381715
2023-09-11,645.614485,654.494877
2023-09-18,655.7444817,678.7346622
2023-09-25,658.7273304,684.077136
2023-10-02,646.482732,678.880314
2023-10-09,629.2372975,683.179694
2023-10-16,604.1115105,656.475505
2023-10-23,604.7354568,652.3034262
2023-10-30,607.7271616,649.1596278
2023-11-06,609.9590952,640.8134712
2023-11-13,597.27734,628.362392
2023-11-20,587.609487,609.960798
2023-11-27,580.6436382,603.9440118
2023-12-04,577.9430712,608.1830656
2023-12-11,573.873492,596.122986
2023-12-18,551.677485,585.709425
2023-12-25,546.0720561,581.6450163
2024-01-01,563.971584,601.30224
2024-01-08,559.624429,588.960281
2024-01-15,575.670816,606.6830784
2024-01-22,579.4296992,614.3215584
2024-01-29,588.5630706,625.2024888
2024-02-05,601.572743,640.068066
2024-02-12,598.568277,640.036488
2024-02-19,610.009388,658.407912
2024-02-26,613.6733526,654.9206843
2024-03-04,611.3213175,646.8701025
2024-03-11,620.4162195,642.6856845
2024-03-18,617.7294465,642.228195
2024-03-25,629.3968821,649.5620826
2024-04-01,639.66421,646.2654
2024-04-08,641.02613,653.19303
2024-04-15,639.64396,654.2218
2024-04-22,647.86816,649.18137
2024-04-29,639.13086,627.77208
2024-05-06,626.29855,614.10035
2024-05-13,609.19229,606.59028
2024-05-20,603.14081,600.28074
2024-05-27,600.92028,601.19868
2024-06-03,594.33555,601.03077
2024-06-10,587.22282,594.61609
2024-06-17,594.90446,607.02568
2024-06-24,606.05692,623.82306
2024-07-01,613.53598,625.53364
2024-07-08,615.23015,626.44166
2024-07-15,615.94116,623.15655
2024-07-22,609.79518,617.81707
2024-07-29,608.20248,615.65644
2024-08-05,610.82609,618.08916
2024-08-12,609.13361,613.44192
2024-08-19,610.73796,615.86474
2024-08-26,597.53947,603.47052
2024-09-02,594.79409,601.41111
2024-09-09,586.9916,598.07655
2024-09-16,581.58892,590.95986
2024-09-23,586.08367,589.29929
2024-09-30,582.46708,588.63342
2024-10-07,586.75547,596.95465
2024-10-14,598.49244,610.21119
2024-10-21,600.96179,602.16152
2024-10-28,600.14853,602.73342
2024-11-04,601.38338,606.73818
2024-11-11,606.35511,622.97184
2024-11-18,607.17099,621.27994
2024-11-25,613.63016,631.07491
2024-12-02,618.65678,633.35834
2024-12-09,618.7365,632.77657
2024-12-16,612.88575,629.68859
2024-12-23,616.9313983,633.8451536
2024-12-30,612.88575,629.68859
2025-01-06,628.01344,648.21851
2025-01-13,636.19857,655.19879
2025-01-20,640.61837,662.75973
2025-01-27,635.96784,653.13336
2025-02-03,629.5971,639.744
2025-02-10,631.49004,643.35475
2025-02-17,626.13208,640.60945
2025-02-24,622.52422,642.48967
2025-03-03,615.0236,633.32175
2025-03-10,604.983,623.98365
2025-03-17,594.2776,612.93326
2025-03-24,594.99948,609.61294
2025-03-31,605.43318,617.65184
2025-04-07,604.15126,616.71812
2025-04-14,582.69706,594.93474
2025-04-21,583.70558,592.77754
2025-04-28,585.33079,595.86629
2025-05-05,585.97965,593.22363
2025-05-12,580.07912,582.06963
2025-05-19,585.0905,583.4593
2025-05-26,585.89044,581.31351
2025-06-02,585.56058,581.7646
