Dátum,EUR,CHF,JPY,USD
1949-01-03,,2.73,,11.74
1949-02-01,,2.73,,11.74
1949-03-07,,2.73,,11.74
1949-04-29,,2.73,,11.74
1949-06-01,,2.73,,11.74
1949-06-20,,2.73,,11.74
1949-09-01,,2.73,,11.74
1949-09-19,,2.73,,11.74
1949-09-23,,2.73,,11.74
1949-09-26,,2.73,,11.74
1950-03-01,,2.73,,11.74
1952-01-10,,2.73,,11.74
1952-02-06,,2.73,,11.74
1952-04-28,,2.73,,11.74
1952-08-01,,2.69,,11.74
1952-08-18,,2.69,,11.74
1952-12-05,,2.69,,11.74
1953-01-01,,2.69,,11.74
1953-04-10,,2.69,,11.74
1953-06-05,,2.69,,11.74
1954-04-01,,2.69,,11.74
1955-03-01,,2.69,,11.74
1955-09-01,,2.69,,11.74
1956-01-01,,2.69,,11.74
1956-03-01,,2.69,,11.74
1957-04-01,,2.69,,11.74
1957-05-15,,2.69,,11.74
1957-07-01,,2.69,,11.74
1957-07-15,,2.69,,11.74
1957-08-16,,2.69,,11.74
1957-09-16,,2.69,,11.74
1957-10-01,,2.69,,11.74
1958-01-01,,2.69,,11.74
1958-03-01,,2.69,,11.74
1958-04-01,,2.69,,11.74
1958-06-01,,2.69,,11.74
1958-07-10,,2.69,,11.74
1958-09-15,,2.69,,11.74
1958-11-01,,2.69,,11.74
1958-12-29,,2.69,,11.74
1959-03-01,,2.69,,11.74
1959-04-01,,2.69,,11.74
1959-05-05,,2.69,,11.74
1959-06-01,,2.69,,11.74
1959-06-30,,2.69,,11.74
1959-09-01,,2.69,,11.74
1959-11-02,,2.69,,11.74
1959-12-01,,2.69,,11.74
1960-01-01,,2.69,,11.74
1960-02-01,,2.69,,11.74
1960-03-01,,2.69,,11.74
1960-04-22,,2.69,,11.74
1960-05-25,,2.69,,11.74
1960-09-01,,2.69,,11.74
1960-11-01,,2.69,,11.74
1961-01-01,,2.69,,11.74
1961-02-01,,2.69,,11.74
1961-03-01,,2.69,,11.74
1961-03-07,,2.69,,11.74
1961-07-01,,2.69,,11.74
1961-08-10,,2.69,,11.74
1961-12-04,,2.69,,11.74
1962-01-01,,2.69,,11.74
1962-02-01,,2.69,,11.74
1962-05-01,,2.69,,11.74
1962-06-01,,2.69,,11.74
1963-04-01,,2.69,,11.74
1963-09-01,,2.69,,11.74
1965-01-01,,2.69,,11.74
1965-08-16,,2.69,,11.74
1966-02-14,,2.69,,11.74
1966-06-13,,2.69,,11.74
1966-12-01,,2.69,,11.74
1967-02-23,,2.69,,11.74
1967-07-08,,2.69,,11.74
1967-11-20,,2.69,,11.74
1969-01-01,,6.86,,30.00
1969-08-11,,6.86,,30.00
1969-10-27,,6.86,,30.00
1971-04-01,,6.86,,30.00
1971-05-10,,7.35,,
1971-06-30,,7.35,,30.00
1971-08-16,,7.35,,30.00
1971-12-23,,7.20,,27.63
1972-02-01,,7.20,,27.63
1972-05-22,,7.20,,27.63
1973-01-20,,7.20,,27.63
1973-02-13,,,,24.87
1973-02-14,,,,
1973-02-16,,,,
1973-02-27,,,,24.87
1973-03-20,,7.41,,24.87
1973-09-21,,7.78,,23.38
1973-11-01,,,8.82,
1974-01-01,,7.35,8.50,23.38
1974-03-12,,7.35,8.50,23.38
1974-10-01,,7.35,8.50,23.38
1975-01-01,,7.26,7.35,21.75
1975-03-01,,7.62,6.91,20.45
1975-09-15,,7.62,6.91,20.45
1976-01-01,,15.41,13.54,41.30
1976-02-09,,15.41,13.54,41.30
1976-02-13,,15.41,13.54,41.30
1976-03-24,,15.64,13.67,41.70
1976-04-01,,15.64,13.67,41.70
1976-05-06,,15.64,13.67,41.70
1976-06-21,,15.92,13.67,41.70
1976-07-07,,15.92,13.67,41.70
1976-08-02,,15.92,13.67,41.70
1976-10-01,,16.16,14.38,41.70
1976-12-01,,16.26,14.24,41.30
1976-12-06,,16.26,14.24,41.30
1977-01-01,,16.26,14.24,41.30
1977-02-01,,16.26,14.24,41.30
1977-03-21,,16.09,14.51,41.20
1977-05-01,,16.09,14.51,41.20
1977-07-25,,16.09,15.04,40.60
1977-09-05,,16.09,15.04,40.60
1977-10-20,,16.42,15.62,40.60
1978-01-01,,16.78,16.24,39.80
1978-03-03,,17.62,16.24,39.00
1978-04-24,,18.15,17.04,37.83
1978-06-01,,18.15,17.04,37.83
1978-08-01,,19.06,18.54,37.45
1978-11-01,,19.06,18.54,37.45
1978-11-10,,20.58,18.54,35.58
1979-02-15,,20.58,17.99,35.58
1979-04-10,,20.58,16.78,35.58
1979-05-10,,20.58,16.11,35.58
1979-07-12,,20.58,16.11,35.58
1980-01-01,,20.58,14.20,34.00
1980-02-01,,20.87,14.01,33.50
1980-03-01,,19.42,12.96,31.93
1980-04-01,,18.45,13.25,32.97
1980-05-01,,18.98,13.16,32.60
1980-06-01,,19.33,14.29,32.24
1980-07-01,,19.47,14.81,32.05
1980-08-01,,19.65,14.31,31.79
1980-09-01,,19.34,14.41,32.24
1980-10-01,,19.34,15.01,32.24
1980-10-16,,19.34,15.01,32.24
1980-11-01,,19.15,15.01,32.61
1980-12-01,,18.65,14.86,32.21
1981-01-01,,18.39,15.65,32.55
1981-02-01,,18.00,16.38,33.00
1981-03-01,,17.67,16.38,33.57
1981-04-01,,17.67,16.06,33.57
1981-05-01,,17.20,15.90,34.05
1981-06-01,,16.84,15.71,34.73
1981-07-01,,17.01,15.71,35.07
1981-08-01,,16.88,15.25,35.61
1981-09-01,,16.68,15.56,35.95
1981-09-17,,,,
1981-10-01,,17.51,15.09,35.00
1981-10-06,,17.60,15.09,35.00
1981-10-13,,17.89,15.09,34.70
1981-10-20,,17.98,15.09,34.53
1981-10-27,,17.98,14.76,34.53
1981-11-03,,17.98,14.76,34.70
1981-11-10,,18.23,14.84,34.43
1981-11-17,,18.32,14.97,34.43
1981-11-24,,18.51,15.04,34.43
1981-12-01,,18.51,15.19,34.43
1981-12-08,,18.51,15.51,34.43
1981-12-15,,18.51,15.51,34.43
1981-12-22,,18.51,15.65,34.43
1981-12-29,,18.51,15.65,34.43
1982-01-05,,18.81,15.65,34.43
1982-01-12,,18.81,15.65,34.43
1982-01-19,,18.62,15.43,34.43
1982-01-26,,18.52,15.31,34.43
1982-02-02,,18.52,15.05,34.43
1982-02-09,,18.52,14.93,34.62
1982-02-16,,18.29,14.74,34.62
1982-02-23,,18.29,14.61,34.62
1982-03-02,,18.29,14.61,34.62
1982-03-09,,18.29,14.61,34.62
1982-03-16,,18.39,14.61,34.62
1982-03-23,,18.39,14.43,34.72
1982-03-30,,18.30,14.26,34.78
1982-04-06,,18.08,14.14,34.94
1982-04-20,,17.80,14.14,34.98
1982-04-27,,17.80,14.14,34.98
1982-05-04,,17.80,14.57,34.81
1982-05-11,,17.80,14.70,34.57
1982-05-18,,17.80,14.70,34.36
1982-05-25,,17.64,14.58,34.50
1982-06-01,,17.64,14.44,34.50
1982-06-08,,17.28,14.27,34.81
1982-06-15,,17.08,14.08,35.10
1982-06-22,,16.82,13.86,35.62
1982-06-29,,16.82,13.86,35.75
1982-07-06,,16.82,13.86,35.75
1982-07-13,,18.00,14.89,38.40
1982-07-20,,18.00,14.89,38.40
1982-07-27,,18.28,15.04,38.03
1982-08-03,,18.28,15.04,38.03
1982-08-10,,18.19,14.82,38.21
1982-08-17,,17.99,14.69,38.49
1982-08-24,,18.29,14.98,38.24
1982-08-31,,18.29,14.98,38.24
1982-09-07,,18.29,14.98,38.24
1982-09-14,,18.06,14.73,38.42
1982-09-21,,18.06,14.59,38.42
1982-10-05,,17.80,14.39,38.57
1982-10-12,,17.80,14.39,38.57
1982-10-19,,17.80,14.39,38.57
1982-10-26,,17.80,14.09,38.68
1982-11-02,,17.69,14.09,38.80
1982-11-09,,17.58,14.24,38.99
1982-11-16,,17.58,14.56,39.07
1982-11-23,,17.78,15.17,38.91
1982-11-30,,18.51,15.89,39.87
1982-12-07,,18.97,16.08,39.97
1982-12-14,,18.97,16.21,39.97
1982-12-21,,19.14,16.21,39.86
1982-12-28,,19.52,16.61,39.61
1983-01-04,,19.71,16.99,39.42
1983-01-11,,20.05,17.27,39.28
1983-01-18,,20.05,17.14,39.28
1983-01-25,,19.84,16.68,39.87
1983-02-01,,19.84,16.68,39.87
1983-02-08,,19.67,16.68,40.07
1983-02-15,,19.67,16.76,39.87
1983-02-22,,19.77,16.93,39.71
1983-03-01,,19.71,17.03,40.18
1983-03-08,,19.71,17.03,40.02
1983-03-15,,19.45,16.87,40.17
1983-03-24,,19.45,16.87,40.28
1983-03-29,,19.45,16.87,40.41
1983-04-05,,19.45,16.87,40.41
1983-04-08,,20.04,17.37,41.62
1983-04-12,,20.04,17.37,41.62
1983-04-19,,20.15,17.50,41.62
1983-04-26,,20.15,17.50,41.62
1983-05-03,,20.15,17.50,41.76
1983-05-10,,20.15,17.50,41.76
1983-05-17,,20.35,17.85,41.76
1983-05-24,,20.23,17.85,41.88
1983-05-31,,20.13,17.68,42.00
1983-06-07,,20.26,17.84,42.56
1983-06-14,,20.16,17.67,42.67
1983-06-21,,20.16,17.67,42.67
1983-06-28,,20.27,17.86,42.54
1983-07-05,,20.27,17.86,42.54
1983-07-12,,20.73,18.30,44.07
1983-07-19,,20.73,18.30,44.07
1983-07-26,,20.84,18.41,44.18
1983-08-02,,20.84,18.41,44.37
1983-08-09,,20.73,18.32,44.65
1983-08-16,,20.73,18.32,44.80
1983-08-23,,20.73,18.32,44.60
1983-08-30,,20.62,18.20,44.60
1983-09-06,,20.62,18.20,44.71
1983-09-13,,20.62,18.20,44.71
1983-09-20,,20.62,18.29,44.71
1983-09-27,,20.62,18.57,44.62
1983-10-04,,20.80,18.78,44.51
1983-10-11,,21.00,19.03,44.24
1983-10-18,,21.00,19.03,44.31
1983-10-25,,21.00,19.03,44.31
1983-11-01,,20.89,19.03,44.43
1983-11-08,,20.78,19.03,44.57
1983-11-15,,20.68,19.03,44.70
1983-11-22,,20.58,19.03,44.83
1983-11-29,,20.58,19.03,44.83
1983-12-06,,20.58,19.23,44.95
1983-12-13,,20.42,19.14,45.10
1983-12-20,,20.42,19.14,45.19
1983-12-28,,20.42,19.14,45.19
1984-01-03,,20.57,19.39,44.96
1984-01-10,,20.36,19.49,45.41
1984-01-17,,20.36,19.49,45.41
1984-01-24,,20.36,19.49,45.41
1984-02-14,,20.90,19.91,46.48
1984-02-21,,20.90,19.76,46.12
1984-02-28,,21.02,19.65,45.84
1984-03-06,,21.26,20.13,45.49
1984-03-13,,21.26,20.13,45.49
1984-03-20,,21.16,20.13,45.71
1984-03-27,,21.16,20.31,45.71
1984-04-03,,21.16,20.31,45.55
1984-04-10,,21.05,20.31,45.70
1984-04-17,,21.05,20.31,45.70
1984-04-24,,20.94,20.42,45.89
1984-05-01,,20.81,20.42,46.10
1984-05-08,,20.65,20.52,46.38
1984-05-15,,20.43,20.28,46.63
1984-05-22,,20.43,20.01,46.63
1984-05-29,,20.60,20.01,46.40
1984-06-05,,20.60,20.01,46.11
1984-06-12,,20.60,20.01,46.11
1984-06-19,,20.36,20.01,46.38
1984-06-26,,21.08,20.61,49.05
1984-07-03,,20.97,20.61,49.05
1984-07-10,,20.71,20.45,49.28
1984-07-17,,20.71,20.45,49.28
1984-07-24,,20.44,20.18,49.43
1984-07-31,,20.23,20.18,49.61
1984-08-07,,20.34,20.42,49.52
1984-08-14,,20.34,20.42,49.70
1984-08-21,,20.67,20.54,49.51
1984-08-28,,20.67,20.54,49.51
1984-09-04,,20.54,20.54,49.64
1984-09-11,,20.26,20.44,50.10
1984-09-18,,20.15,20.44,50.41
1984-09-25,,20.15,20.66,50.41
1984-10-02,,20.15,20.56,50.61
1984-10-09,,20.15,20.56,50.50
1984-10-16,,19.96,20.45,50.89
1984-10-23,,19.96,20.45,50.77
1984-10-30,,20.06,20.57,50.65
1984-11-06,,20.55,20.57,49.98
1984-11-13,,20.55,20.57,49.98
1984-11-20,,20.45,20.57,50.11
1984-11-27,,20.12,20.57,50.42
1984-12-04,,19.84,20.57,50.86
1984-12-11,,19.84,20.57,50.86
1984-12-18,,19.84,20.57,50.86
1984-12-25,,19.84,20.57,50.96
1984-12-31,,19.70,20.44,51.20
1985-01-03,,19.61,20.36,51.30
1985-01-04,,19.55,20.39,51.34
1985-01-05,,19.55,20.32,51.27
1985-01-08,,19.45,20.17,51.34
1985-01-09,,19.50,20.16,51.15
1985-01-10,,19.35,20.13,51.33
1985-01-11,,19.37,20.17,51.24
1985-01-12,,19.40,20.21,51.26
1985-01-15,,19.33,20.16,51.34
1985-01-16,,19.20,20.17,51.46
1985-01-17,,19.18,20.19,51.44
1985-01-18,,19.23,20.19,51.39
1985-01-19,,19.23,20.20,51.36
1985-01-22,,19.27,20.23,51.34
1985-01-23,,19.20,20.22,51.43
1985-01-24,,19.21,20.22,51.37
1985-01-25,,19.25,20.22,51.36
1985-01-26,,19.34,20.22,51.30
1985-01-29,,19.30,20.20,51.35
1985-01-30,,19.31,20.21,51.32
1985-01-31,,19.24,20.21,51.37
1985-02-01,,19.17,20.16,51.36
1985-02-02,,19.15,20.08,51.35
1985-02-05,,18.88,19.89,51.52
1985-02-06,,18.85,19.86,51.63
1985-02-07,,18.89,19.90,51.64
1985-02-08,,18.86,19.86,51.69
1985-02-09,,18.74,19.84,51.77
1985-02-12,,18.64,19.88,51.83
1985-02-13,,18.62,19.82,51.95
1985-02-14,,18.60,19.81,52.01
1985-02-15,,18.58,19.88,52.06
1985-02-16,,18.71,20.15,51.89
1985-02-19,,18.68,20.12,51.92
1985-02-20,,18.54,19.96,52.15
1985-02-21,,18.54,20.00,52.22
1985-02-22,,18.51,20.01,52.29
1985-02-23,,18.45,19.99,52.49
1985-02-26,,18.34,20.07,52.74
1985-02-27,,18.09,20.26,52.98
1985-02-28,,18.36,20.18,52.50
1985-03-01,,18.47,20.18,52.21
1985-03-02,,18.31,20.06,52.34
1985-03-05,,18.20,20.15,52.47
1985-03-06,,18.09,20.24,52.78
1985-03-07,,18.03,20.20,52.89
1985-03-08,,18.13,20.16,52.71
1985-03-09,,18.10,20.17,52.80
1985-03-12,,18.36,20.19,52.43
1985-03-13,,18.51,20.17,52.24
1985-03-14,,18.40,20.15,52.40
1985-03-15,,18.30,20.17,52.59
1985-03-16,,18.21,20.20,52.69
1985-03-19,,18.28,20.18,52.55
1985-03-20,,18.52,20.15,52.18
1985-03-21,,18.89,20.18,51.84
1985-03-22,,18.77,20.21,52.03
1985-03-23,,18.95,20.26,51.65
1985-03-26,,18.91,20.18,51.72
1985-03-27,,18.86,20.16,51.76
1985-03-28,,19.19,20.30,51.38
1985-03-29,,19.39,20.23,51.07
1985-03-30,,19.61,20.24,50.88
1985-04-02,,19.49,20.25,50.91
1985-04-03,,19.24,20.22,51.29
1985-04-04,,19.39,20.18,51.06
1985-04-10,,19.32,20.13,51.24
1985-04-11,,19.29,20.12,51.24
1985-04-12,,19.51,20.16,50.99
1985-04-13,,19.79,20.23,50.78
1985-04-16,,19.82,20.18,50.75
1985-04-17,,20.16,20.21,50.50
1985-04-18,,20.11,20.28,50.48
1985-04-19,,19.86,20.26,50.74
1985-04-20,,20.31,20.33,50.26
1985-04-23,,20.27,20.29,50.32
1985-04-24,,20.17,20.38,50.59
1985-04-25,,19.80,20.36,50.98
1985-04-26,,19.68,20.32,51.11
1985-04-27,,19.49,20.32,51.34
1985-04-30,,19.52,20.27,51.14
1985-05-01,,19.73,20.23,50.92
1985-05-03,,19.46,20.31,51.26
1985-05-04,,19.28,20.34,51.47
1985-05-07,,18.98,20.33,51.85
1985-05-08,,19.22,20.38,51.58
1985-05-09,,19.19,20.36,51.54
1985-05-10,,19.39,20.33,51.27
1985-05-11,,19.46,20.28,51.16
1985-05-14,,19.53,20.28,51.04
1985-05-15,,19.68,20.27,50.81
1985-05-16,,19.68,20.30,50.81
1985-05-18,,19.57,20.27,51.02
1985-05-21,,19.84,20.27,50.63
1985-05-23,,19.70,20.31,50.86
1985-05-24,,19.61,20.27,51.00
1985-05-25,,19.67,20.27,50.87
1985-05-29,,19.56,20.29,51.06
1985-05-30,,19.53,20.28,51.07
1985-05-31,,19.64,20.23,50.86
1985-06-01,,19.54,20.23,50.95
1985-06-04,,19.78,20.24,50.67
1985-06-05,,19.79,20.35,50.69
1985-06-06,,19.74,20.39,50.79
1985-06-07,,19.76,20.41,50.78
1985-06-08,,19.75,20.41,50.80
1985-06-11,,19.55,20.38,51.01
1985-06-12,,19.58,20.40,50.97
1985-06-13,,19.63,20.38,50.90
1985-06-14,,19.56,20.41,50.99
1985-06-15,,19.59,20.45,50.95
1985-06-18,,19.70,20.42,50.84
1985-06-19,,19.82,20.46,50.70
1985-06-20,,20.04,20.46,50.47
1985-06-21,,19.94,20.46,50.65
1985-06-22,,19.75,20.49,50.90
1985-06-25,,19.79,20.45,50.86
1985-06-26,,19.84,20.43,50.77
1985-06-27,,19.83,20.39,50.78
1985-06-28,,19.90,20.40,50.69
1985-06-29,,19.87,20.37,50.73
1985-07-02,,19.94,20.40,50.58
1985-07-03,,19.86,20.42,50.71
1985-07-04,,19.92,20.42,50.65
1985-07-05,,19.94,20.43,50.59
1985-07-06,,19.91,20.42,50.61
1985-07-09,,20.03,20.46,50.45
1985-07-10,,20.10,20.46,50.31
1985-07-11,,20.31,20.57,50.12
1985-07-12,,20.36,20.55,50.07
1985-07-13,,20.59,20.59,49.87
1985-07-16,,20.79,20.83,49.71
1985-07-17,,20.77,20.91,49.73
1985-07-18,,20.95,21.00,49.57
1985-07-19,,21.10,20.93,49.49
1985-07-20,,20.90,20.87,49.69
1985-07-23,,21.02,20.78,49.79
1985-07-24,,21.21,20.84,49.57
1985-07-25,,21.07,20.80,49.71
1985-07-26,,21.20,20.79,49.66
1985-07-27,,21.18,20.76,49.73
1985-07-30,,21.47,20.83,49.44
1985-07-31,,21.45,20.81,49.48
1985-08-01,,21.55,20.82,49.25
1985-08-02,,21.52,20.85,49.26
1985-08-03,,21.39,20.84,49.48
1985-08-06,,21.42,20.81,49.44
1985-08-07,,21.23,20.84,49.55
1985-08-08,,21.09,20.82,49.70
1985-08-09,,21.17,20.83,49.55
1985-08-10,,21.19,20.79,49.52
1985-08-13,,21.32,20.78,49.38
1985-08-14,,21.52,20.79,49.19
1985-08-15,,21.45,20.75,49.27
1985-08-16,,21.58,20.74,49.15
1985-08-17,,21.71,20.71,49.09
1985-08-22,,21.62,20.73,49.20
1985-08-23,,21.81,20.77,49.03
1985-08-24,,21.73,20.76,49.09
1985-08-27,,21.74,20.75,49.08
1985-08-28,,21.63,20.77,49.23
1985-08-29,,21.63,20.77,49.20
1985-08-30,,21.64,20.74,49.15
1985-08-31,,21.56,20.77,49.24
1985-09-03,,21.30,20.77,49.50
1985-09-04,,21.19,20.76,49.60
1985-09-05,,21.10,20.71,49.66
1985-09-06,,21.17,20.73,49.59
1985-09-07,,20.89,20.66,49.93
1985-09-10,,20.69,20.63,50.16
1985-09-11,,20.67,20.66,50.23
1985-09-12,,20.71,20.66,50.17
1985-09-13,,20.52,20.65,50.39
1985-09-14,,20.82,20.62,50.07
1985-09-17,,20.85,20.69,50.02
1985-09-18,,21.00,20.66,49.82
1985-09-19,,20.92,20.66,49.99
1985-09-20,,20.88,20.64,50.05
1985-09-21,,21.01,20.61,49.89
1985-09-24,,21.80,20.96,48.93
1985-09-25,,22.01,21.27,48.81
1985-09-26,,21.95,21.27,48.82
1985-09-27,,22.16,21.86,48.61
1985-09-28,,22.25,21.61,48.56
1985-10-01,,22.28,22.49,48.62
1985-10-02,,22.22,22.44,48.64
1985-10-03,,22.49,22.70,48.39
1985-10-04,,22.36,22.62,48.47
1985-10-05,,22.58,22.57,48.27
1985-10-08,,22.30,22.41,48.53
1985-10-09,,22.36,22.44,48.43
1985-10-10,,22.31,22.47,48.44
1985-10-11,,22.27,22.55,48.49
1985-10-12,,22.24,22.54,48.50
1985-10-15,,22.27,22.54,48.53
1985-10-16,,22.24,22.51,48.54
1985-10-17,,22.19,22.47,48.63
1985-10-18,,22.22,22.44,48.56
1985-10-19,,22.35,22.48,48.39
1985-10-22,,22.41,22.51,48.34
1985-10-23,,22.32,22.46,48.42
1985-10-24,,22.40,22.44,48.38
1985-10-25,,22.34,22.35,48.45
1985-10-26,,22.33,22.53,48.46
1985-10-29,,22.35,22.67,48.45
1985-10-30,,22.40,22.49,48.38
1985-10-31,,22.52,22.27,48.24
1985-11-01,,22.49,22.64,48.26
1985-11-05,,22.62,23.26,48.11
1985-11-06,,22.46,23.21,48.23
1985-11-07,,22.51,23.46,48.18
1985-11-12,,22.41,23.48,48.34
1985-11-13,,22.43,23.52,48.34
1985-11-14,,22.53,23.59,48.26
1985-11-15,,22.53,23.72,48.24
1985-11-16,,22.52,23.70,48.26
1985-11-19,,22.49,23.67,48.31
1985-11-20,,22.57,23.79,48.22
1985-11-21,,22.61,23.71,48.19
1985-11-22,,22.69,23.82,48.11
1985-11-23,,22.71,23.83,48.07
1985-11-26,,22.83,23.89,47.93
1985-11-27,,22.76,23.78,47.99
1985-11-28,,22.88,23.81,47.84
1985-11-29,,22.84,23.45,47.80
1985-11-30,,22.88,23.06,47.62
1985-12-03,,22.94,23.44,47.59
1985-12-04,,22.61,23.32,47.76
1985-12-05,,22.68,23.47,47.70
1985-12-06,,22.72,23.46,47.71
1985-12-07,,22.69,23.47,47.73
1985-12-10,,22.61,23.50,47.79
1985-12-11,,22.55,23.49,47.85
1985-12-12,,22.52,23.51,47.89
1985-12-13,,22.62,23.58,47.75
1985-12-14,,22.69,23.60,47.70
1985-12-17,,22.65,23.57,47.73
1985-12-18,,22.67,23.63,47.67
1985-12-19,,22.62,23.50,47.68
1985-12-20,,22.55,23.54,47.76
1985-12-21,,22.57,23.53,47.73
1985-12-24,,22.58,23.52,47.70
1985-12-28,,22.63,23.49,47.66
1985-12-31,,22.79,23.52,47.35
1986-01-03,,22.89,23.68,47.14
1986-01-04,,22.89,23.36,47.27
1986-01-07,,22.75,23.44,47.42
1986-01-08,,22.81,23.41,47.11
1986-01-09,,22.79,23.40,47.15
1986-01-10,,22.67,23.39,47.39
1986-01-11,,22.77,23.33,47.11
1986-01-14,,22.61,23.37,47.39
1986-01-15,,22.63,23.39,47.42
1986-01-16,,22.67,23.38,47.39
1986-01-17,,22.78,23.35,47.24
1986-01-18,,22.69,23.39,47.36
1986-01-21,,22.62,23.39,47.42
1986-01-22,,22.68,23.38,47.35
1986-01-23,,22.66,23.40,47.38
1986-01-24,,22.73,23.38,47.18
1986-01-25,,22.81,23.66,46.96
1986-01-28,,22.96,23.78,46.56
1986-01-29,,22.91,23.74,46.46
1986-01-30,,22.97,23.94,46.34
1986-01-31,,22.91,23.93,46.45
1986-02-01,,22.90,24.04,46.35
1986-02-04,,22.97,24.29,46.34
1986-02-05,,22.88,24.35,46.73
1986-02-06,,22.90,24.35,46.71
1986-02-07,,22.98,24.33,46.44
1986-02-08,,22.95,24.39,46.49
1986-02-11,,22.99,24.60,46.38
1986-02-12,,23.15,24.64,46.27
1986-02-13,,23.36,24.72,46.00
1986-02-14,,23.51,25.00,45.90
1986-02-15,,23.51,25.13,45.92
1986-02-18,,23.63,25.30,45.74
1986-02-19,,23.57,25.18,45.86
1986-02-20,,23.67,25.34,45.32
1986-02-21,,23.63,25.16,45.23
1986-02-22,,23.46,24.71,45.46
1986-02-25,,23.49,24.67,45.04
1986-02-26,,23.61,24.60,44.55
1986-02-27,,23.48,24.52,44.58
1986-02-28,,24.24,25.30,45.27
1986-03-01,,24.23,25.23,45.49
1986-03-04,,24.26,25.30,45.49
1986-03-05,,24.22,25.28,45.31
1986-03-06,,24.14,25.30,45.34
1986-03-07,,24.08,25.42,45.91
1986-03-08,,24.14,25.44,45.69
1986-03-11,,24.07,25.52,46.03
1986-03-12,,23.95,25.68,46.25
1986-03-13,,23.98,25.58,46.02
1986-03-14,,24.00,25.76,46.42
1986-03-15,,24.23,26.02,45.91
1986-03-18,,24.27,26.17,45.86
1986-03-19,,24.30,26.15,45.80
1986-03-20,,24.22,26.05,45.95
1986-03-21,,24.25,26.00,45.82
1986-03-22,,24.29,26.02,45.82
1986-03-25,,24.17,25.94,46.35
1986-03-26,,24.06,25.96,46.63
1986-03-27,,23.93,26.17,47.24
1986-03-28,,24.06,26.02,46.82
1986-03-29,,24.08,25.81,46.71
1986-04-02,,24.07,26.30,46.98
1986-04-03,,24.07,26.44,47.26
1986-04-04,,24.04,26.45,47.46
1986-04-08,,23.82,26.42,47.88
1986-04-09,,23.82,26.31,47.55
1986-04-10,,23.96,26.03,46.88
1986-04-11,,24.06,26.13,47.00
1986-04-12,,24.21,26.13,46.52
1986-04-15,,24.14,26.07,46.85
1986-04-16,,24.15,26.21,46.95
1986-04-17,,24.25,26.06,46.23
1986-04-18,,24.43,26.02,45.72
1986-04-19,,24.40,25.99,45.59
1986-04-22,,24.48,26.36,45.23
1986-04-23,,24.53,26.49,45.00
1986-04-24,,24.54,26.87,45.03
1986-04-25,,24.59,26.73,45.01
1986-04-26,,24.56,26.64,45.18
1986-04-29,,24.62,26.69,44.64
1986-04-30,,24.63,26.56,44.76
1986-05-01,,24.56,26.71,45.00
1986-05-06,,24.57,27.02,45.02
1986-05-07,,24.56,27.10,45.28
1986-05-08,,24.60,27.24,45.19
1986-05-10,,24.70,27.63,44.89
1986-05-13,,24.82,27.87,44.77
1986-05-14,,24.87,27.70,44.76
1986-05-15,,24.76,27.52,44.98
1986-05-16,,24.72,27.53,44.98
1986-05-17,,24.63,27.41,45.31
1986-05-21,,24.55,27.21,45.34
1986-05-22,,24.45,27.12,45.78
1986-05-23,,24.50,27.19,46.08
1986-05-24,,24.50,27.26,46.19
1986-05-27,,24.47,27.25,46.26
1986-05-28,,24.46,27.33,46.37
1986-05-29,,24.56,27.34,46.16
1986-05-30,,24.47,27.31,46.35
1986-05-31,,24.39,26.85,46.70
1986-06-03,,24.49,26.99,47.58
1986-06-04,,24.74,27.24,46.78
1986-06-05,,24.85,27.23,46.48
1986-06-06,,24.89,27.17,46.38
1986-06-07,,25.02,27.41,46.08
1986-06-10,,24.99,27.45,46.07
1986-06-11,,25.03,27.46,46.04
1986-06-12,,25.14,27.50,45.70
1986-06-13,,25.05,27.53,45.80
1986-06-14,,25.00,27.61,45.89
1986-06-17,,25.11,27.55,45.56
1986-06-18,,25.05,27.50,46.01
1986-06-19,,25.04,27.59,45.99
1986-06-20,,25.05,27.55,46.00
1986-06-21,,25.05,27.60,46.18
1986-06-24,,25.02,27.56,46.59
1986-06-25,,25.12,27.60,45.96
1986-06-26,,25.21,27.61,45.84
1986-06-27,,25.20,27.63,45.94
1986-06-28,,25.22,27.58,45.79
1986-07-01,,25.36,27.78,45.57
1986-07-02,,25.45,27.79,45.36
1986-07-03,,25.42,27.76,45.43
1986-07-04,,25.57,27.91,45.16
1986-07-05,,25.60,28.08,45.16
1986-07-08,,25.64,28.23,45.07
1986-07-09,,25.52,28.13,45.25
1986-07-10,,25.53,28.24,45.14
1986-07-11,,25.48,28.19,45.24
1986-07-12,,25.45,28.18,45.31
1986-07-15,,25.39,28.21,45.49
1986-07-16,,25.59,28.26,45.15
1986-07-17,,25.76,28.33,44.94
1986-07-18,,25.71,28.55,44.88
1986-07-19,,25.70,28.54,44.98
1986-07-22,,25.93,28.71,44.63
1986-07-23,,25.98,28.73,44.54
1986-07-24,,25.95,28.56,44.59
1986-07-25,,25.94,28.52,44.62
1986-07-26,,25.94,28.40,44.87
1986-07-29,,25.98,28.49,44.73
1986-07-30,,26.12,28.41,44.49
1986-07-31,,26.14,28.34,44.48
1986-08-01,,26.22,28.66,44.20
1986-08-02,,26.29,28.59,44.05
1986-08-05,,26.30,28.62,43.97
1986-08-06,,26.20,28.51,44.05
1986-08-07,,26.17,28.45,43.98
