StationNumber;StartDate; EndDate;Latitude;Longitude;Elevation;StationName                             ;RegioName             ;EOR
        72601; 20120901;20250606; 48.1631;  22.3383;    106.0;Tiszaszalka Szipatelep                  ;Szabolcs-Szatmár-Bereg;EOR
        72604; 19980312;20200721; 48.1250;  22.2978;    109.3;Vásárosnamény                           ;Szabolcs-Szatmár-Bereg;EOR
        72617; 20120901;20250606; 48.0914;  22.3628;    106.0;Olcsvaapáti Gátőrház                    ;Szabolcs-Szatmár-Bereg;EOR
        72618; 20200205;20250606; 48.1250;  22.2981;    109.0;Vásárosnamény                           ;Szabolcs-Szatmár-Bereg;EOR
        72703; 20120901;20250606; 48.1031;  22.5511;    109.0;Tarpa                                   ;Szabolcs-Szatmár-Bereg;EOR
        72805; 19981231;20250606; 48.1042;  22.7694;    114.7;Milota                                  ;Szabolcs-Szatmár-Bereg;EOR
        73110; 20210906;20250606; 47.8636;  22.2222;    150.0;Nyírkáta Herczeghtanya                  ;Szabolcs-Szatmár-Bereg;EOR
        73210; 20120901;20250606; 47.9747;  22.4769;    109.0;Fehérgyarmat Halastó                    ;Szabolcs-Szatmár-Bereg;EOR
        73211; 20120901;20250606; 47.9525;  22.3192;    127.0;Mátészalka                              ;Szabolcs-Szatmár-Bereg;EOR
        73301; 20120901;20250606; 47.9119;  22.5922;    115.0;Szamosújlak                             ;Szabolcs-Szatmár-Bereg;EOR
        73302; 19980312;20141030; 47.8622;  22.6256;    117.3;Pátyod                                  ;Szabolcs-Szatmár-Bereg;EOR
        73313; 20140605;20250606; 47.8456;  22.6631;    117.6;Csenger                                 ;Szabolcs-Szatmár-Bereg;EOR
        73505; 19980311;20250606; 47.6961;  22.0569;    155.7;Nyírlugos                               ;Szabolcs-Szatmár-Bereg;EOR
        74500; 20140612;20250606; 47.4400;  22.0011;    124.2;Bagamér                                 ;Hajdú-Bihar           ;EOR
