#datum;d_ta;d_tx;d_tn;d_rs;d_rf;d_ss;d_ssr
1901-01-01;-11.7;-9.0;-13.6;2.2;4;;
1901-01-02;-11.1;-10.0;-15.2;3.0;4;;
1901-01-03;-13.0;-10.0;-15.7;0.0;;;
1901-01-04;-17.4;-12.0;-20.7;0.0;;;
1901-01-05;-14.8;-12.6;-23.5;0.0;;;
1901-01-06;-9.9;-8.0;-17.0;6.4;4;;
1901-01-07;-11.5;-6.4;-15.0;0.0;;;
1901-01-08;-16.0;-11.6;-21.0;0.0;;;
1901-01-09;-18.6;-11.0;-22.0;0.0;;;
1901-01-10;-18.4;-12.0;-24.5;0.0;;;
1901-01-11;-16.4;-10.0;-23.0;0.0;;;
1901-01-12;-8.0;-5.6;-19.6;7.4;4;;
1901-01-13;-6.2;-2.4;-14.0;0.0;;;
1901-01-14;-4.1;-1.5;-6.2;0.0;;;
1901-01-15;-2.7;0.0;-5.5;0.0;;;
1901-01-16;-8.9;-4.6;-13.6;0.0;;;
1901-01-17;-10.5;-8.0;-12.4;0.0;;;
1901-01-18;-12.5;-7.0;-16.6;0.0;;;
1901-01-19;-11.0;-6.0;-17.0;0.0;;;
1901-01-20;-6.1;-4.0;-13.3;0.0;;;
1901-01-21;-2.7;0.0;-10.0;2.3;4;;
1901-01-22;0.5;5.0;-4.0;0.0;;;
1901-01-23;0.3;4.5;-1.5;0.0;;;
1901-01-24;-0.9;0.5;-4.0;0.0;;;
1901-01-25;-3.0;-0.2;-7.5;0.0;;;
1901-01-26;-2.5;-2.0;-3.5;0.0;;;
1901-01-27;0.4;1.8;-3.2;3.1;4;;
1901-01-28;1.8;3.5;-0.8;7.5;4;;
1901-01-29;0.4;1.6;-3.0;3.2;8;;
1901-01-30;-0.9;1.0;-2.5;1.6;4;;
1901-01-31;-0.8;1.2;-2.6;2.4;4;;
1901-02-01;-1.4;0.0;-2.2;7.9;1;;
1901-02-02;2.2;4.6;-4.0;0.0;;;
1901-02-03;1.8;6.0;1.0;0.0;;;
1901-02-04;0.8;5.0;-4.0;5.0;1;;
1901-02-05;2.0;6.0;-1.2;0.0;;;
1901-02-06;2.9;9.0;0.2;0.0;1;;
1901-02-07;-0.3;5.5;-2.0;0.0;;;
1901-02-08;0.9;3.2;-2.4;15.3;1;;
1901-02-09;0.1;3.0;-1.2;3.6;4;;
1901-02-10;-0.7;2.4;-2.5;0.0;4;;
1901-02-11;-3.4;-0.6;-8.0;3.7;4;;
1901-02-12;-8.0;-2.6;-9.8;0.0;;;
1901-02-13;-7.9;-4.6;-14.0;0.0;;;
1901-02-14;-8.7;-5.2;-11.0;0.0;;;
1901-02-15;-10.8;-6.2;-13.0;0.0;;;
1901-02-16;-11.2;-5.6;-17.4;0.0;;;
1901-02-17;-9.1;-5.0;-16.8;0.0;;;
1901-02-18;-8.6;-3.0;-17.0;0.0;;;
1901-02-19;-5.0;-1.0;-10.1;1.2;4;;
1901-02-20;-4.2;-0.8;-7.0;4.1;4;;
1901-02-21;-10.4;-2.2;-14.6;1.3;4;;
1901-02-22;-9.7;-1.0;-18.2;0.0;;;
1901-02-23;-11.0;-3.4;-16.4;0.0;;;
1901-02-24;-6.4;1.5;-18.6;0.0;;;
1901-02-25;-4.7;0.2;-9.0;0.0;;;
1901-02-26;-3.7;2.4;-12.2;0.0;;;
1901-02-27;-3.7;4.5;-11.2;0.0;;;
1901-02-28;-2.5;4.8;-9.3;0.0;;;
1901-03-01;-0.3;4.0;-4.8;2.1;1;;
1901-03-02;3.9;8.7;-2.4;0.0;1;;
1901-03-03;6.4;11.7;0.0;0.0;1;;
1901-03-04;4.3;6.8;2.2;13.2;1;;
1901-03-05;1.5;3.6;0.2;7.2;4;;
1901-03-06;1.6;3.0;0.0;1.2;1;;
1901-03-07;2.9;7.0;0.2;3.8;1;;
1901-03-08;5.6;11.5;0.6;5.6;1;;
1901-03-09;4.0;6.0;0.6;3.4;1;;
1901-03-10;4.9;10.6;0.0;0.0;;;
1901-03-11;6.9;11.8;2.2;2.3;1;;
1901-03-12;11.0;15.5;2.6;0.0;1;;
1901-03-13;9.4;15.4;4.6;1.8;1;;
1901-03-14;8.6;12.0;4.7;0.0;1;;
1901-03-15;8.7;15.5;5.2;0.0;;;
1901-03-16;9.4;18.0;2.4;0.0;;;
1901-03-17;10.1;15.6;5.0;0.0;;;
1901-03-18;11.4;17.6;3.3;0.0;;;
1901-03-19;14.2;21.6;10.2;0.0;;;
1901-03-20;14.3;21.2;6.0;0.0;;;
1901-03-21;12.1;14.6;11.0;0.0;;;
1901-03-22;2.1;11.0;0.6;0.0;4;;
1901-03-23;0.7;3.0;-1.4;0.0;4;;
1901-03-24;2.1;5.2;-2.6;0.0;;;
1901-03-25;3.0;5.0;-2.0;0.0;;;
1901-03-26;3.0;5.4;1.0;0.0;1;;
1901-03-27;4.2;6.5;-3.0;3.2;1;;
1901-03-28;3.9;6.0;0.0;0.0;1;;
1901-03-29;2.8;6.2;-0.2;0.0;1;;
1901-03-30;0.3;7.0;-5.0;0.0;;;
1901-03-31;6.1;12.5;-3.0;0.0;;;
1901-04-01;9.3;17.6;0.0;0.0;;;
1901-04-02;10.2;18.0;2.4;0.0;;;
1901-04-03;10.8;18.0;2.3;0.0;;;
1901-04-04;14.6;22.6;3.0;0.0;;;
1901-04-05;10.0;16.4;8.0;0.0;;;
1901-04-06;7.0;13.0;2.6;0.0;;;
1901-04-07;8.0;13.2;0.0;0.0;1;;
1901-04-08;12.7;18.0;3.0;0.0;;;
1901-04-09;15.3;21.8;4.0;0.0;1;;
1901-04-10;19.2;23.5;9.0;5.7;7;;
1901-04-11;10.9;21.0;9.0;9.0;1;;
1901-04-12;12.9;18.4;4.5;1.8;1;;
1901-04-13;11.6;15.0;7.9;2.3;1;;
1901-04-14;8.3;12.0;4.2;0.0;;;
1901-04-15;9.3;13.2;3.0;0.0;1;;
1901-04-16;13.1;20.0;4.6;15.9;1;;
1901-04-17;6.1;11.2;5.0;3.8;1;;
1901-04-18;6.7;12.0;-0.5;2.6;4;;
1901-04-19;4.4;12.0;1.0;0.6;1;;
1901-04-20;7.2;11.8;0.3;0.0;;;
1901-04-21;6.6;12.0;2.3;0.0;;;
1901-04-22;7.3;13.4;2.3;0.0;;;
1901-04-23;5.6;6.8;3.0;3.5;1;;
1901-04-24;8.3;12.1;3.0;0.0;;;
1901-04-25;8.4;13.5;5.8;0.0;1;;
1901-04-26;10.7;17.2;3.0;0.0;;;
1901-04-27;14.5;22.0;7.5;0.0;;;
1901-04-28;14.5;23.8;5.6;0.0;;;
1901-04-29;14.0;20.0;10.7;14.5;1;;
1901-04-30;12.8;16.8;10.2;15.9;1;;
1901-05-01;10.8;14.1;8.7;9.1;1;;
1901-05-02;12.0;16.2;6.8;4.0;1;;
1901-05-03;10.7;15.0;8.6;5.1;1;;
1901-05-04;12.0;16.7;5.7;0.0;;;
1901-05-05;8.9;12.5;6.0;0.0;;;
1901-05-06;11.6;17.6;0.0;0.0;;;
1901-05-07;16.6;22.9;8.8;0.5;1;;
1901-05-08;14.5;18.0;11.6;0.7;1;;
1901-05-09;17.4;24.0;10.6;0.0;1;;
1901-05-10;18.4;24.4;12.6;0.0;;;
1901-05-11;17.7;24.0;13.5;0.0;;;
1901-05-12;16.1;21.9;9.3;0.0;;;
1901-05-13;15.1;21.0;7.8;0.0;;;
1901-05-14;14.1;23.0;6.4;1.7;1;;
1901-05-15;13.8;21.8;5.0;0.0;;;
1901-05-16;15.4;22.0;5.6;0.0;;;
1901-05-17;13.9;21.5;6.2;0.7;1;;
1901-05-18;14.8;23.7;5.6;29.0;1;;
1901-05-19;15.5;21.7;6.3;0.0;;;
1901-05-20;16.7;23.4;7.0;0.0;;;
1901-05-21;14.3;19.5;10.8;0.0;;;
1901-05-22;13.9;19.0;7.6;0.0;;;
1901-05-23;16.3;23.5;7.2;0.0;;;
1901-05-24;17.6;25.0;11.1;0.0;;;
1901-05-25;20.4;29.5;11.5;0.0;;;
1901-05-26;22.5;29.0;12.2;0.0;;;
1901-05-27;21.6;28.0;15.4;25.5;9;;
1901-05-28;22.0;28.7;13.5;0.0;;;
1901-05-29;22.1;27.0;14.0;10.7;1;;
1901-05-30;19.9;28.0;12.5;0.0;;;
1901-05-31;21.9;28.5;13.8;0.0;;;
1901-06-01;24.2;30.5;13.9;0.0;;;
1901-06-02;22.8;30.1;17.2;0.0;;;
1901-06-03;20.0;31.0;15.0;3.9;1;;
1901-06-04;21.9;28.2;13.9;0.0;1;;
1901-06-05;21.9;23.2;16.3;0.0;;;
1901-06-06;19.7;25.5;15.7;15.9;1;;
1901-06-07;17.1;18.6;11.3;0.0;;;
1901-06-08;18.2;27.4;14.3;0.0;;;
1901-06-09;21.5;27.5;13.1;0.0;;;
1901-06-10;19.6;26.3;17.2;3.6;1;;
1901-06-11;20.7;27.0;15.0;1.6;1;;
1901-06-12;19.9;23.4;16.5;0.0;;;
1901-06-13;21.0;26.6;13.3;0.0;;;
1901-06-14;20.7;26.0;15.0;0.0;;;
1901-06-15;24.7;29.8;15.7;0.0;;;
1901-06-16;22.2;29.0;15.4;1.6;7;;
1901-06-17;13.4;18.4;11.0;0.0;;;
1901-06-18;15.8;23.5;9.8;0.0;;;
1901-06-19;19.2;24.4;9.4;0.0;;;
1901-06-20;15.7;19.3;14.6;0.0;1;;
1901-06-21;18.6;25.2;12.6;0.0;1;;
1901-06-22;19.6;26.0;13.6;0.0;;;
1901-06-23;21.7;28.8;13.6;9.6;1;;
1901-06-24;23.1;30.0;14.0;0.0;;;
1901-06-25;26.0;33.5;17.6;0.0;;;
1901-06-26;20.3;25.4;17.0;0.0;;;
1901-06-27;20.9;26.7;13.7;0.5;1;;
1901-06-28;19.5;25.0;15.0;0.0;1;;
1901-06-29;20.4;24.1;15.6;0.0;;;
1901-06-30;21.9;27.9;16.4;0.0;;;
1901-07-01;21.2;27.5;13.3;4.7;1;;
1901-07-02;19.6;25.0;14.0;2.1;1;;
1901-07-03;19.3;25.4;13.6;2.3;1;;
1901-07-04;16.9;24.8;15.3;0.0;1;;
1901-07-05;19.1;26.0;11.2;0.0;;;
1901-07-06;19.8;27.2;10.8;0.0;;;
1901-07-07;19.1;26.0;11.2;0.0;;;
1901-07-08;20.3;28.0;13.8;0.0;1;;
1901-07-09;18.7;28.1;11.0;3.4;1;;
1901-07-10;16.7;21.6;13.4;0.0;;;
1901-07-11;16.8;23.5;12.2;2.7;1;;
1901-07-12;18.6;26.4;11.0;1.0;1;;
1901-07-13;20.4;27.2;10.5;0.0;;;
1901-07-14;20.1;27.0;13.0;0.0;;;
1901-07-15;23.9;30.6;14.6;0.0;;;
1901-07-16;24.0;31.0;16.1;0.0;;;
1901-07-17;23.1;27.5;18.7;0.0;;;
1901-07-18;22.4;28.4;12.6;0.0;;;
1901-07-19;24.2;31.0;15.3;0.0;;;
1901-07-20;25.6;32.0;17.8;7.0;1;;
1901-07-21;23.9;29.0;16.4;0.0;;;
1901-07-22;24.9;32.0;17.0;5.6;1;;
1901-07-23;24.0;29.2;18.0;0.0;1;;
1901-07-24;21.8;27.8;18.3;9.2;1;;
1901-07-25;23.6;29.0;14.5;0.0;;;
1901-07-26;24.7;31.8;16.6;3.5;1;;
1901-07-27;23.4;29.0;15.5;1.3;1;;
1901-07-28;24.9;32.2;15.6;0.0;;;
1901-07-29;27.4;35.0;17.2;0.0;;;
1901-07-30;28.0;35.8;21.2;0.0;;;
1901-07-31;25.8;31.0;20.0;0.0;;;
1901-08-01;25.8;32.4;19.0;0.0;1;;
1901-08-02;21.7;30.1;16.0;7.7;1;;
1901-08-03;21.9;28.5;16.0;0.0;1;;
1901-08-04;20.9;28.4;16.5;2.8;1;;
1901-08-05;21.1;26.2;16.5;0.0;;;
1901-08-06;21.9;26.9;14.9;0.0;1;;
1901-08-07;20.3;26.0;14.9;2.4;1;;
1901-08-08;17.1;21.0;13.0;0.0;;;
1901-08-09;20.3;26.0;12.8;0.0;;;
1901-08-10;19.4;27.0;15.5;0.0;;;
1901-08-11;21.6;28.8;12.2;0.0;;;
1901-08-12;20.6;27.6;14.0;0.0;1;;
1901-08-13;20.8;26.0;14.0;0.0;1;;
1901-08-14;22.5;30.2;16.4;0.0;;;
1901-08-15;22.2;31.3;14.0;4.4;1;;
1901-08-16;21.7;31.4;14.4;0.0;;;
1901-08-17;22.4;29.2;15.7;3.3;1;;
1901-08-18;23.6;30.6;17.3;0.0;;;
1901-08-19;22.5;31.1;15.3;0.0;;;
1901-08-20;21.6;32.0;12.1;0.5;1;;
1901-08-21;18.2;24.0;15.6;0.0;;;
1901-08-22;16.1;23.0;10.8;2.1;1;;
1901-08-23;16.1;23.6;9.2;0.0;;;
1901-08-24;18.0;26.0;10.8;0.0;;;
1901-08-25;17.3;24.0;12.6;0.0;;;
1901-08-26;19.8;27.6;7.0;4.2;1;;
1901-08-27;20.0;25.8;11.6;10.7;1;;
1901-08-28;15.4;22.0;12.8;0.0;;;
1901-08-29;12.2;20.5;9.2;12.1;1;;
1901-08-30;11.9;19.0;6.2;0.0;;;
1901-08-31;15.3;23.2;8.0;0.0;;;
1901-09-01;17.9;26.0;8.0;2.4;1;;
1901-09-02;16.9;22.8;13.0;0.0;;;
1901-09-03;13.9;20.2;7.0;0.0;;;
1901-09-04;13.8;18.4;8.2;4.9;1;;
1901-09-05;12.5;16.0;10.5;12.7;1;;
1901-09-06;12.7;14.4;10.5;1.3;1;;
1901-09-07;10.8;16.0;8.4;0.0;1;;
1901-09-08;9.1;15.0;5.6;0.0;;;
1901-09-09;10.3;15.6;6.8;0.0;;;
1901-09-10;9.7;17.5;3.3;0.0;;;
1901-09-11;11.9;19.6;3.6;0.0;;;
1901-09-12;12.0;19.6;5.8;0.0;1;;
1901-09-13;18.1;25.2;7.2;0.0;1;;
1901-09-14;17.4;19.2;10.6;7.8;1;;
1901-09-15;17.3;22.0;15.2;8.4;1;;
1901-09-16;18.8;25.0;12.2;7.4;1;;
1901-09-17;14.4;19.8;11.6;0.0;;;
1901-09-18;14.8;22.0;6.8;0.0;;;
1901-09-19;15.6;23.0;6.9;0.0;;;
1901-09-20;16.1;23.0;6.8;0.0;;;
1901-09-21;15.7;23.4;7.4;0.0;;;
1901-09-22;17.3;25.4;10.0;0.0;;;
1901-09-23;19.7;26.0;10.0;0.0;;;
1901-09-24;17.4;25.0;10.5;0.0;;;
1901-09-25;16.1;24.0;10.0;0.0;;;
1901-09-26;15.3;23.2;9.0;0.0;;;
1901-09-27;15.3;23.2;6.2;0.0;;;
1901-09-28;13.9;29.0;6.9;0.0;;;
1901-09-29;14.8;24.2;7.8;0.0;;;
1901-09-30;14.9;25.5;7.2;0.0;;;
1901-10-01;16.1;26.3;8.1;0.0;;;
1901-10-02;16.4;24.4;11.0;0.0;;;
1901-10-03;15.1;24.7;8.0;0.0;;;
1901-10-04;14.9;25.0;7.0;0.0;;;
1901-10-05;17.2;24.4;4.3;0.0;;;
1901-10-06;17.0;21.2;11.0;2.1;1;;
1901-10-07;11.1;16.6;8.8;10.1;1;;
1901-10-08;8.4;16.2;6.0;0.0;;;
1901-10-09;9.1;13.6;3.2;2.4;1;;
1901-10-10;9.0;13.3;3.6;0.0;;;
1901-10-11;8.3;10.2;6.0;21.0;1;;
1901-10-12;9.1;11.0;7.2;10.1;1;;
1901-10-13;7.9;10.0;7.0;1.6;1;;
1901-10-14;9.7;16.0;6.2;0.0;;;
1901-10-15;11.9;17.6;4.0;0.0;;;
1901-10-16;13.8;19.1;5.0;0.6;1;;
1901-10-17;15.8;18.8;9.5;1.4;1;;
1901-10-18;14.1;17.2;11.0;0.9;1;;
1901-10-19;13.8;17.2;10.2;0.0;1;;
1901-10-20;14.7;18.2;11.0;0.0;1;;
1901-10-21;13.0;20.2;10.4;0.0;;;
1901-10-22;11.7;18.4;4.6;3.2;1;;
1901-10-23;10.0;11.8;4.7;2.7;1;;
1901-10-24;9.8;13.0;8.1;1.2;1;;
1901-10-25;8.0;13.1;5.0;0.0;;;
1901-10-26;9.4;13.0;5.8;0.0;;;
1901-10-27;10.2;13.2;6.0;0.0;;;
1901-10-28;10.1;11.0;6.5;0.0;;;
1901-10-29;10.8;13.5;9.0;0.0;;;
1901-10-30;8.9;15.0;6.0;0.0;;;
1901-10-31;5.7;10.4;3.4;0.0;;;
1901-11-01;2.5;11.0;-1.0;0.0;;;
1901-11-02;3.9;10.0;1.6;0.0;;;
1901-11-03;0.3;8.1;-4.0;0.0;;;
1901-11-04;1.6;11.0;-7.0;0.0;;;
1901-11-05;4.2;6.0;2.6;0.0;;;
1901-11-06;2.0;5.6;-4.0;0.0;;;
1901-11-07;3.8;6.5;-1.0;0.0;;;
1901-11-08;4.7;10.5;-0.5;0.0;;;
1901-11-09;2.5;9.6;-0.6;5.8;1;;
1901-11-10;3.6;5.0;-2.6;0.0;;;
1901-11-11;0.6;4.0;-5.0;0.0;;;
1901-11-12;6.1;9.8;-0.1;0.0;;;
1901-11-13;10.4;13.5;5.0;0.0;;;
1901-11-14;13.2;17.0;8.8;0.4;1;;
1901-11-15;11.1;15.0;8.6;15.3;1;;
1901-11-16;8.9;15.0;6.6;23.8;1;;
1901-11-17;2.9;7.2;2.2;0.0;;;
1901-11-18;-0.7;3.2;-4.0;0.0;;;
1901-11-19;-0.5;1.5;-5.2;0.0;;;
1901-11-20;4.7;6.0;1.2;0.0;;;
1901-11-21;6.4;11.0;1.2;0.0;;;
1901-11-22;5.6;11.0;0.0;0.0;;;
1901-11-23;2.5;5.0;1.0;0.0;;;
1901-11-24;-0.7;2.5;-2.0;0.0;;;
1901-11-25;-0.6;3.0;-5.0;0.0;;;
1901-11-26;-1.2;0.0;-5.0;1.4;4;;
1901-11-27;-0.9;1.5;-4.2;0.0;;;
1901-11-28;-1.2;1.2;-5.2;1.6;4;;
1901-11-29;-0.8;1.6;-5.6;3.2;4;;
1901-11-30;-2.4;0.0;-7.0;2.1;4;;
1901-12-01;1.8;3.6;-2.0;0.0;;;
1901-12-02;-0.9;1.4;-2.6;0.0;;;
1901-12-03;-0.4;1.0;-3.2;3.6;4;;
1901-12-04;1.8;5.0;-2.0;0.0;4;;
1901-12-05;-1.2;4.6;-5.0;0.0;;;
1901-12-06;-1.7;1.0;-9.0;0.0;;;
1901-12-07;-1.4;1.2;-8.8;0.0;;;
1901-12-08;-1.0;1.2;-7.8;2.3;4;;
1901-12-09;3.6;4.8;-2.6;3.4;1;;
1901-12-10;1.9;4.0;0.6;0.0;;;
1901-12-11;0.9;3.8;-1.8;0.0;;;
1901-12-12;1.5;4.0;-2.0;0.0;;;
1901-12-13;0.7;4.0;-4.2;0.0;;;
1901-12-14;4.2;5.2;-0.8;5.5;1;;
1901-12-15;5.8;8.2;3.0;0.0;;;
1901-12-16;2.1;5.2;0.4;0.0;1;;
1901-12-17;6.1;8.2;0.0;1.6;1;;
1901-12-18;9.7;13.4;2.0;2.4;1;;
1901-12-19;9.6;14.0;7.0;1.1;1;;
1901-12-20;9.7;14.2;4.8;0.9;1;;
1901-12-21;7.8;12.6;3.4;1.9;1;;
1901-12-22;7.3;12.4;3.4;0.0;1;;
1901-12-23;8.9;11.8;6.2;4.0;1;;
1901-12-24;8.3;9.2;5.6;0.0;;;
1901-12-25;8.2;10.0;5.6;0.0;1;;
1901-12-26;8.9;12.0;8.0;2.8;1;;
1901-12-27;7.0;8.4;6.0;3.4;1;;
1901-12-28;5.2;6.8;0.0;0.0;;;
1901-12-29;2.5;5.4;0.0;0.0;;;
1901-12-30;-0.6;4.4;-4.0;0.0;;;
1901-12-31;2.2;3.4;-1.6;0.0;1;;
1902-01-01;2.8;7.8;0.6;0.0;;;
1902-01-02;3.4;8.0;-3.6;0.0;;;
1902-01-03;4.7;7.0;3.0;0.0;;;
1902-01-04;2.4;6.0;-1.0;0.0;;;
1902-01-05;4.1;5.2;1.0;0.0;;;
1902-01-06;3.1;6.6;1.0;0.0;;;
1902-01-07;3.0;6.5;1.4;0.0;;;
1902-01-08;4.4;6.8;1.0;1.0;1;;
1902-01-09;2.2;5.4;-0.5;0.0;1;;
1902-01-10;-1.3;1.2;-2.0;0.0;;;
1902-01-11;3.6;6.8;-2.2;0.0;;;
1902-01-12;3.0;5.0;-2.0;0.0;;;
1902-01-13;2.3;4.0;-3.0;2.1;4;;
1902-01-14;-0.9;3.6;-2.4;1.0;4;;
1902-01-15;-6.6;-2.0;-9.2;1.2;4;;
1902-01-16;-0.4;3.4;-11.7;11.0;4;;
1902-01-17;-3.8;3.2;-7.8;0.0;;;
1902-01-18;-2.0;2.0;-10.0;0.0;;;
1902-01-19;-5.3;0.0;-8.4;0.0;;;
1902-01-20;-5.2;-2.4;-14.0;2.0;4;;
1902-01-21;0.3;4.0;-5.0;0.8;4;;
1902-01-22;-3.5;1.0;-5.4;0.0;;;
1902-01-23;-0.2;0.4;-5.8;0.0;;;
1902-01-24;0.3;4.6;-1.6;0.0;;;
1902-01-25;4.9;7.0;-4.0;0.0;;;
1902-01-26;4.3;9.8;1.2;0.0;1;;
1902-01-27;-0.4;3.0;-2.4;0.0;;;
1902-01-28;-0.4;4.2;-7.0;0.0;;;
1902-01-29;0.5;3.0;-0.6;2.3;4;;
1902-01-30;1.3;4.2;-1.0;0.0;;;
1902-01-31;1.1;3.4;-1.8;2.3;4;;
1902-02-01;1.1;2.6;-3.0;1.3;4;;
1902-02-02;1.3;4.8;0.0;0.0;;;
1902-02-03;2.3;4.6;-2.6;0.0;1;;
1902-02-04;-1.0;3.6;-2.4;7.1;4;;
1902-02-05;-5.2;3.0;-8.0;0.0;;;
1902-02-06;-1.2;2.0;-8.4;0.0;;;
1902-02-07;2.9;4.8;-5.8;3.6;1;;
1902-02-08;9.2;10.0;0.0;10.6;1;;
1902-02-09;6.4;9.8;3.6;0.0;1;;
1902-02-10;7.9;9.4;3.4;15.0;1;;
1902-02-11;5.6;8.2;3.0;5.1;1;;
1902-02-12;3.9;6.0;3.0;2.6;1;;
1902-02-13;7.1;9.0;1.6;5.5;1;;
1902-02-14;2.7;8.6;0.0;1.3;4;;
1902-02-15;0.3;1.4;-1.0;6.7;1;;
1902-02-16;1.1;3.6;-1.6;0.0;;;
1902-02-17;7.0;12.0;-1.6;0.0;;;
1902-02-18;5.8;9.4;3.4;0.0;1;;
1902-02-19;5.7;10.4;3.8;0.0;;;
1902-02-20;3.2;8.0;0.0;0.0;1;;
1902-02-21;-0.1;4.8;-2.0;0.0;;;
1902-02-22;-1.8;6.4;-7.8;0.0;;;
1902-02-23;-2.5;0.0;-7.6;0.0;;;
1902-02-24;-0.2;2.6;-7.0;0.0;;;
1902-02-25;3.2;6.8;-5.2;0.0;1;;
1902-02-26;4.0;9.8;0.0;0.0;;;
1902-02-27;5.4;9.8;-1.5;0.0;;;
1902-02-28;5.0;10.0;-3.0;1.7;1;;
1902-03-01;11.8;16.2;3.0;0.5;1;;
1902-03-02;8.4;14.0;4.0;3.2;1;;
1902-03-03;5.4;12.0;0.8;0.0;;;
1902-03-04;1.8;4.8;1.4;17.3;4;;
1902-03-05;0.4;2.6;-0.6;1.8;4;;
1902-03-06;0.5;4.6;-3.8;0.0;;;
1902-03-07;3.0;8.2;-1.8;0.0;;;
1902-03-08;3.3;7.8;-1.2;0.0;1;;
1902-03-09;3.5;7.8;-1.4;8.5;1;;
1902-03-10;0.9;5.0;-1.8;2.7;4;;
1902-03-11;-2.0;1.2;-3.8;0.0;;;
1902-03-12;-2.6;3.2;-4.6;0.0;4;;
1902-03-13;-8.2;-4.0;-10.0;0.0;;;
1902-03-14;-6.0;-0.2;-13.0;0.0;;;
1902-03-15;-2.3;4.4;-12.1;0.0;;;
1902-03-16;0.6;2.4;-2.0;3.0;4;;
1902-03-17;2.0;5.5;-0.4;0.0;;;
1902-03-18;4.8;7.4;-1.6;0.0;1;;
1902-03-19;6.8;10.0;-1.0;0.0;;;
1902-03-20;7.9;13.4;1.0;0.0;;;
1902-03-21;9.8;17.0;-1.6;0.0;;;
1902-03-22;12.7;18.0;4.0;0.0;;;
1902-03-23;12.5;20.7;3.0;2.3;1;;
1902-03-24;8.5;13.0;6.8;5.9;7;;
1902-03-25;7.5;12.0;2.5;1.0;7;;
1902-03-26;7.7;13.3;3.0;0.0;;;
1902-03-27;2.9;7.0;2.0;4.3;4;;
1902-03-28;2.9;6.0;-3.0;0.0;1;;
1902-03-29;2.8;8.4;-1.2;0.0;;;
1902-03-30;3.2;9.2;-0.6;0.0;;;
1902-03-31;3.2;9.2;-1.0;0.0;;;
1902-04-01;4.5;9.4;-4.0;0.0;;;
1902-04-02;10.2;17.0;-1.0;0.0;;;
1902-04-03;10.6;16.5;4.4;0.0;;;
1902-04-04;10.8;18.0;4.0;4.0;1;;
1902-04-05;9.1;13.4;5.4;0.0;;;
1902-04-06;9.5;16.1;0.0;0.0;;;
1902-04-07;5.7;10.6;2.1;4.3;1;;
1902-04-08;5.5;10.1;-0.3;0.0;;;
1902-04-09;4.9;13.0;-3.0;0.0;;;
1902-04-10;9.1;17.1;-1.2;0.0;;;
1902-04-11;12.0;18.6;2.6;0.0;;;
1902-04-12;11.5;14.0;6.0;0.0;;;
1902-04-13;13.3;20.4;8.8;1.5;1;;
1902-04-14;12.7;21.0;7.4;0.0;;;
1902-04-15;10.2;16.8;7.2;15.7;1;;
1902-04-16;8.9;10.0;6.2;22.5;1;;
1902-04-17;9.1;10.3;6.2;0.5;1;;
1902-04-18;9.8;16.0;5.7;0.0;;;
1902-04-19;11.0;16.0;5.3;0.0;1;;
1902-04-20;11.0;17.0;5.4;0.0;;;
1902-04-21;11.7;20.0;3.7;0.0;;;
1902-04-22;6.5;11.0;3.6;6.2;1;;
1902-04-23;4.2;9.0;0.3;0.0;1;;
1902-04-24;6.6;12.5;-1.7;0.0;;;
1902-04-25;10.3;18.0;-1.2;0.0;;;
1902-04-26;8.9;13.0;4.0;1.5;1;;
1902-04-27;5.5;9.4;3.8;1.4;6;;
1902-04-28;3.6;8.4;-0.4;0.0;;;
1902-04-29;7.3;11.8;-2.0;0.5;1;;
1902-04-30;6.9;13.0;3.4;0.0;;;
1902-05-01;8.0;14.0;-1.8;0.0;;;
1902-05-02;6.4;11.2;3.4;3.2;1;;
1902-05-03;10.2;15.6;1.2;0.0;;;
1902-05-04;11.5;15.0;6.8;3.1;1;;
1902-05-05;12.2;17.2;6.8;9.5;1;;
1902-05-06;8.8;14.4;7.0;0.7;1;;
1902-05-07;7.7;12.0;1.4;4.3;1;;
1902-05-08;7.6;8.8;2.2;28.6;1;;
1902-05-09;9.2;12.2;7.0;0.8;1;;
1902-05-10;10.8;15.0;7.4;3.7;6;;
1902-05-11;8.1;12.0;5.4;0.0;1;;
1902-05-12;10.3;17.8;1.8;0.0;;;
1902-05-13;12.6;17.4;6.2;7.4;1;;
1902-05-14;13.9;18.8;7.5;1.4;1;;
1902-05-15;10.7;16.6;8.2;1.6;1;;
1902-05-16;10.4;16.0;6.0;0.0;1;;
1902-05-17;13.3;18.9;6.7;3.6;1;;
1902-05-18;12.2;15.0;9.0;7.1;1;;
1902-05-19;10.5;13.0;7.6;7.6;1;;
1902-05-20;10.6;14.6;7.5;15.6;1;;
1902-05-21;10.6;15.0;6.4;0.6;1;;
1902-05-22;10.2;16.0;6.0;12.1;1;;
1902-05-23;12.9;17.2;7.4;0.0;;;
1902-05-24;13.0;17.2;7.4;0.0;;;
1902-05-25;13.9;18.0;6.6;0.0;;;
1902-05-26;15.7;20.2;12.6;0.0;;;
1902-05-27;14.0;19.1;10.7;0.0;;;
1902-05-28;14.7;21.3;7.9;0.0;;;
1902-05-29;16.7;25.1;6.2;0.0;;;
1902-05-30;18.0;25.0;8.8;0.0;;;
1902-05-31;20.0;28.0;10.0;0.0;;;
