Név,Dátum,Utolsó ár
BUX,2021.04.30.,43183.1966637401
BUX,2021.05.03.,43093.8876820473
BUX,2021.05.04.,44036.1831011969
BUX,2021.05.05.,44142.6979542575
BUX,2021.05.06.,44472.7119290451
BUX,2021.05.07.,44164.370760249
BUX,2021.05.10.,44587.5945745731
BUX,2021.05.11.,44350.6680136103
BUX,2021.05.12.,44160.7126386416
BUX,2021.05.13.,44974.0804720104
BUX,2021.05.14.,45429.1160612112
BUX,2021.05.17.,45862.0127248765
BUX,2021.05.18.,45891.4500981146
BUX,2021.05.19.,45128.5594941199
BUX,2021.05.20.,46261.370333279
BUX,2021.05.21.,46396.8690493446
BUX,2021.05.25.,45765.1533666749
BUX,2021.05.26.,46379.3158597976
BUX,2021.05.27.,45802.6147924616
BUX,2021.05.28.,46233.2874707894
BUX,2021.05.31.,46371.0187763148
BUX,2021.06.01.,46699.7435269643
BUX,2021.06.02.,46736.8873514202
BUX,2021.06.03.,47422.7700884675
BUX,2021.06.04.,48282.1413595855
BUX,2021.06.07.,48255.9008142284
BUX,2021.06.08.,48546.4502151726
BUX,2021.06.09.,48206.5561188665
BUX,2021.06.10.,48475.0651611603
BUX,2021.06.11.,48845.8359846232
BUX,2021.06.14.,49015.2360964558
BUX,2021.06.15.,49299.4817897964
BUX,2021.06.16.,48525.7400910209
BUX,2021.06.17.,48795.6841119319
BUX,2021.06.18.,48117.7231372134
BUX,2021.06.21.,48379.6158620538
BUX,2021.06.22.,48193.1601203547
BUX,2021.06.23.,48624.316109831
BUX,2021.06.24.,48610.3995010691
BUX,2021.06.25.,48461.4671738717
BUX,2021.06.28.,48301.6168438413
BUX,2021.06.29.,47759.6181613852
BUX,2021.06.30.,47238.0896384923
BUX,2021.07.01.,47908.8125148782
BUX,2021.07.02.,47520.4166736532
BUX,2021.07.05.,47423.612328853
BUX,2021.07.06.,47592.4718167801
BUX,2021.07.07.,47574.3741038898
BUX,2021.07.08.,47452.7259249689
BUX,2021.07.09.,48157.5706314307
BUX,2021.07.12.,47804.2642722185
BUX,2021.07.13.,47592.3408086807
BUX,2021.07.14.,47184.6005088856
BUX,2021.07.15.,47677.8240676795
BUX,2021.07.16.,48003.2526621142
BUX,2021.07.19.,47268.489521869
BUX,2021.07.20.,47622.6766997923
BUX,2021.07.21.,47882.5648901472
BUX,2021.07.22.,47756.8756299426
BUX,2021.07.23.,47491.6873194221
BUX,2021.07.26.,46952.76248897
BUX,2021.07.27.,47002.7702448517
BUX,2021.07.28.,47527.5256008523
BUX,2021.07.29.,48286.0609751305
BUX,2021.07.30.,48610.9484266183
BUX,2021.08.02.,49041.1836731408
BUX,2021.08.03.,49315.6144114473
BUX,2021.08.04.,49745.5651802449
BUX,2021.08.05.,49830.2849583127
BUX,2021.08.06.,50050.8845448927
BUX,2021.08.09.,49721.8427225002
BUX,2021.08.10.,49849.7141379458
BUX,2021.08.11.,50317.0953681338
BUX,2021.08.12.,50289.6355820008
BUX,2021.08.13.,50378.64533464
BUX,2021.08.16.,50183.5574434954
BUX,2021.08.17.,51626.6184694428
BUX,2021.08.18.,52288.8747646016
BUX,2021.08.19.,51696.5484949338
BUX,2021.08.23.,52023.1923623187
BUX,2021.08.24.,51633.850508435
BUX,2021.08.25.,51093.7959426538
BUX,2021.08.26.,50640.5110568932
BUX,2021.08.27.,51068.8034669607
BUX,2021.08.30.,51602.5764125413
BUX,2021.08.31.,51969.6689822565
BUX,2021.09.01.,51946.9586520383
BUX,2021.09.02.,51830.2367443708
BUX,2021.09.03.,52255.1145568966
BUX,2021.09.06.,52743.0878421567
BUX,2021.09.07.,52623.9646666888
BUX,2021.09.08.,52514.9390697445
BUX,2021.09.09.,53015.6733665543
BUX,2021.09.10.,52755.6796481901
BUX,2021.09.13.,52922.7243614259
BUX,2021.09.14.,52392.3867916436
BUX,2021.09.15.,52317.9061920069
BUX,2021.09.16.,52331.3147335329
BUX,2021.09.17.,52376.9097761114
BUX,2021.09.20.,50982.1533630704
BUX,2021.09.21.,50815.5623327978
BUX,2021.09.22.,51298.1365156999
BUX,2021.09.23.,51946.8620040184
BUX,2021.09.24.,51453.7065224745
BUX,2021.09.27.,51365.9903535233
BUX,2021.09.28.,51446.2022660859
BUX,2021.09.29.,52004.6038312516
BUX,2021.09.30.,52854.6500568471
BUX,2021.10.01.,53589.8044359992
BUX,2021.10.04.,53234.9420122984
BUX,2021.10.05.,53369.7798108814
BUX,2021.10.06.,53305.1607275465
BUX,2021.10.07.,53844.5860489854
BUX,2021.10.08.,53955.8529263411
BUX,2021.10.11.,54432.5619771299
BUX,2021.10.12.,54648.4283083237
BUX,2021.10.13.,54733.7263690586
BUX,2021.10.14.,55135.9957652188
BUX,2021.10.15.,54764.3350900228
BUX,2021.10.18.,54637.9169136519
BUX,2021.10.19.,54356.8858371563
BUX,2021.10.20.,54393.6260170192
BUX,2021.10.21.,55121.3516161377
BUX,2021.10.22.,55254.3853033463
BUX,2021.10.25.,54867.6167721042
BUX,2021.10.26.,55191.913642989
BUX,2021.10.27.,54780.6534229588
BUX,2021.10.28.,53766.4371665941
BUX,2021.10.29.,54197.7145794156
BUX,2021.11.02.,54548.8978927595
BUX,2021.11.03.,54914.5422096345
BUX,2021.11.04.,55925.578429462
BUX,2021.11.05.,55099.8757884978
BUX,2021.11.08.,54132.1398572555
BUX,2021.11.09.,54099.2680030285
BUX,2021.11.10.,53389.2343459265
BUX,2021.11.11.,53073.3387832727
BUX,2021.11.12.,52306.6718330601
BUX,2021.11.15.,51789.7963284963
BUX,2021.11.16.,51818.4072430491
BUX,2021.11.17.,51549.3627927
BUX,2021.11.18.,51992.3003919925
BUX,2021.11.19.,51472.9071987505
BUX,2021.11.22.,50483.9874797747
BUX,2021.11.23.,51424.264512029
BUX,2021.11.24.,52535.9702835385
BUX,2021.11.25.,52364.3685944345
BUX,2021.11.26.,50961.246181053
BUX,2021.11.29.,51579.664179354
BUX,2021.11.30.,51464.60133052
BUX,2021.12.01.,51860.1866954913
BUX,2021.12.02.,51420.7129605892
BUX,2021.12.03.,50904.9101222425
BUX,2021.12.06.,50723.4156949984
BUX,2021.12.07.,51268.6521414336
BUX,2021.12.08.,51261.6337534744
BUX,2021.12.09.,51262.8179218765
BUX,2021.12.10.,51076.6104623724
BUX,2021.12.13.,50581.2948682962
BUX,2021.12.14.,50152.9954988299
BUX,2021.12.15.,50131.6054836487
BUX,2021.12.16.,50672.471277925
BUX,2021.12.17.,50887.2967650565
BUX,2021.12.20.,50471.13801865
BUX,2021.12.21.,50571.0504828752
BUX,2021.12.22.,49083.5556968082
BUX,2021.12.23.,49762.2425921727
BUX,2021.12.27.,49654.1228588906
BUX,2021.12.28.,49718.1529119137
BUX,2021.12.29.,50342.5720744679
BUX,2021.12.30.,50720.7145266777
BUX,2022.01.03.,51924.6246154994
BUX,2022.01.04.,51785.287012019
BUX,2022.01.05.,52097.3379719483
BUX,2022.01.06.,51668.9607941404
BUX,2022.01.07.,51956.7393652548
BUX,2022.01.10.,52416.0102707242
BUX,2022.01.11.,53599.3601471027
BUX,2022.01.12.,54405.8440436433
BUX,2022.01.13.,53736.1552648171
BUX,2022.01.14.,52675.8999230012
BUX,2022.01.17.,53509.0085932399
BUX,2022.01.18.,52545.6438196123
BUX,2022.01.19.,53121.9024179065
BUX,2022.01.20.,52349.6545401259
BUX,2022.01.21.,52169.8049991516
BUX,2022.01.24.,51325.3447777392
BUX,2022.01.25.,51134.6339717204
BUX,2022.01.26.,51958.7534492411
BUX,2022.01.27.,52866.5558854121
BUX,2022.01.28.,52838.7832257872
BUX,2022.01.31.,53442.2432532969
BUX,2022.02.01.,52959.2689398651
BUX,2022.02.02.,52910.1385974977
BUX,2022.02.03.,52284.640077676
BUX,2022.02.04.,51806.3997004697
BUX,2022.02.07.,52054.6674023242
BUX,2022.02.08.,52861.4812842322
BUX,2022.02.09.,52930.3009675456
BUX,2022.02.10.,52566.7640219922
BUX,2022.02.11.,52141.5764748304
BUX,2022.02.14.,51261.9950366022
BUX,2022.02.15.,51295.3646515409
BUX,2022.02.16.,51756.1935038911
BUX,2022.02.17.,51305.3842037029
BUX,2022.02.18.,50237.1974051458
BUX,2022.02.21.,48470.7192111671
BUX,2022.02.22.,48177.461153618
BUX,2022.02.23.,47762.1442020867
BUX,2022.02.24.,43102.3378741759
BUX,2022.02.25.,45769.1569620948
BUX,2022.02.28.,43731.2528366982
BUX,2022.03.01.,38913.6171550401
BUX,2022.03.02.,39976.1092816754
BUX,2022.03.03.,41651.2605133284
BUX,2022.03.04.,40246.7034439165
BUX,2022.03.07.,39883.2924814663
BUX,2022.03.08.,41515.5026366986
BUX,2022.03.09.,42909.7402960708
BUX,2022.03.10.,42028.3349538362
BUX,2022.03.11.,42905.5485860322
BUX,2022.03.16.,44126.4354273138
BUX,2022.03.17.,44596.5774111125
BUX,2022.03.18.,43935.5595012496
BUX,2022.03.21.,44256.6960899956
BUX,2022.03.22.,44338.4532081232
BUX,2022.03.23.,44612.72989662
BUX,2022.03.24.,43817.6349848438
BUX,2022.03.25.,43983.3834625344
BUX,2022.03.28.,44310.1193383504
BUX,2022.03.29.,46707.5249941625
BUX,2022.03.30.,45890.1799634035
BUX,2022.03.31.,44726.2788739288
BUX,2022.04.01.,45034.7937665079
BUX,2022.04.04.,45397.5233674053
BUX,2022.04.05.,43786.9992588381
BUX,2022.04.06.,41616.2584454055
BUX,2022.04.07.,41807.9668877364
BUX,2022.04.08.,42191.1252372378
BUX,2022.04.11.,41972.8354608374
BUX,2022.04.12.,41766.9633020481
BUX,2022.04.13.,42651.6263635284
BUX,2022.04.14.,42999.387198047
BUX,2022.04.19.,43026.7990537171
BUX,2022.04.20.,43208.4441770862
BUX,2022.04.21.,43265.6581849557
BUX,2022.04.22.,43176.6368829152
BUX,2022.04.25.,42280.3744930401
BUX,2022.04.26.,41848.6584927722
BUX,2022.04.27.,42116.0366507296
BUX,2022.04.28.,43549.190567258
BUX,2022.04.29.,43469.8424237691
BUX,2022.05.02.,42703.3830221666
BUX,2022.05.03.,43592.8686066373
BUX,2022.05.04.,43170.6666232828
BUX,2022.05.05.,42515.3249859641
BUX,2022.05.06.,42108.6298125681
BUX,2022.05.09.,41562.0970873208
BUX,2022.05.10.,40663.4804132725
BUX,2022.05.11.,40929.3477979935
BUX,2022.05.12.,40000.2057605713
BUX,2022.05.13.,41255.7039018218
BUX,2022.05.16.,41248.0176726334
BUX,2022.05.17.,41906.5802558947
BUX,2022.05.18.,42896.5905219158
BUX,2022.05.19.,41473.4536472957
BUX,2022.05.20.,41779.4819888164
BUX,2022.05.23.,43457.5842064953
BUX,2022.05.24.,42978.0912190576
BUX,2022.05.25.,41517.2628982473
BUX,2022.05.26.,39234.1990007962
BUX,2022.05.27.,38644.5664003728
BUX,2022.05.30.,38751.1847716045
BUX,2022.05.31.,39397.4145464635
BUX,2022.06.01.,40512.7728440194
BUX,2022.06.02.,40812.3334817689
BUX,2022.06.03.,41304.3606696574
BUX,2022.06.07.,40330.9065873918
BUX,2022.06.08.,40350.4299369382
BUX,2022.06.09.,39663.1518659779
BUX,2022.06.10.,38950.6653860442
BUX,2022.06.13.,37942.0895298858
BUX,2022.06.14.,38706.2918910245
BUX,2022.06.15.,39318.7074270085
BUX,2022.06.16.,39224.7713690341
BUX,2022.06.17.,39299.7549283693
BUX,2022.06.20.,39691.1159513517
BUX,2022.06.21.,40936.7678678691
BUX,2022.06.22.,40035.7227397416
BUX,2022.06.23.,39613.9987299549
BUX,2022.06.24.,39412.7384997628
BUX,2022.06.27.,39501.8646636515
BUX,2022.06.28.,40481.5109004585
BUX,2022.06.29.,39900.3242455733
BUX,2022.06.30.,39240.5342055569
BUX,2022.07.01.,39331.3323689954
BUX,2022.07.04.,39707.185271406
BUX,2022.07.05.,39256.2575636678
BUX,2022.07.06.,39352.0836143352
BUX,2022.07.07.,39689.2726859748
BUX,2022.07.08.,39846.6387091323
BUX,2022.07.11.,39151.3129426288
BUX,2022.07.12.,38519.6581742251
BUX,2022.07.13.,38902.6210559951
BUX,2022.07.14.,39246.4217661532
BUX,2022.07.15.,39659.2348134774
BUX,2022.07.18.,40355.5107556311
BUX,2022.07.19.,40740.5071517637
BUX,2022.07.20.,41139.3154340007
BUX,2022.07.21.,42030.3123156493
BUX,2022.07.22.,42327.6655596024
BUX,2022.07.25.,41725.2551672052
BUX,2022.07.26.,41174.9920784276
BUX,2022.07.27.,41653.1765869103
BUX,2022.07.28.,41771.126097469
BUX,2022.07.29.,41805.2810932325
BUX,2022.08.01.,42265.2381799698
BUX,2022.08.02.,42182.6577311682
BUX,2022.08.03.,42931.035834522
BUX,2022.08.04.,43332.8294394199
BUX,2022.08.05.,43468.2843308862
BUX,2022.08.08.,44034.8343274894
BUX,2022.08.09.,42733.3915870038
BUX,2022.08.10.,44130.6090378465
BUX,2022.08.11.,44148.9791915034
BUX,2022.08.12.,43662.950422068
BUX,2022.08.15.,43034.1646013827
BUX,2022.08.16.,43528.0836231994
BUX,2022.08.17.,42980.6385706079
BUX,2022.08.18.,43099.469992647
BUX,2022.08.19.,42990.4665269764
BUX,2022.08.22.,42705.3620526255
BUX,2022.08.23.,43004.1435284252
BUX,2022.08.24.,43097.9773859611
BUX,2022.08.25.,43428.425103386
BUX,2022.08.26.,43343.3827564704
BUX,2022.08.29.,42631.8084234212
BUX,2022.08.30.,42362.1674387496
BUX,2022.08.31.,41877.2205170631
BUX,2022.09.01.,41447.5657668589
BUX,2022.09.02.,41941.2693110398
BUX,2022.09.05.,41130.9552514013
BUX,2022.09.06.,40851.2353930938
BUX,2022.09.07.,41292.345758729
BUX,2022.09.08.,40863.9434767118
BUX,2022.09.09.,40910.8052947004
BUX,2022.09.12.,41624.9012764794
BUX,2022.09.13.,41575.5514465022
BUX,2022.09.14.,41178.2448492537
BUX,2022.09.15.,40690.910226683
BUX,2022.09.16.,40057.1835725905
BUX,2022.09.19.,40261.7313651298
BUX,2022.09.20.,39691.4590961202
BUX,2022.09.21.,39241.0696661737
BUX,2022.09.22.,39548.7144448407
BUX,2022.09.23.,38657.4098754697
BUX,2022.09.26.,38528.8587107896
BUX,2022.09.27.,38549.0270988359
BUX,2022.09.28.,37731.2654804486
BUX,2022.09.29.,37035.7900732655
BUX,2022.09.30.,37838.2987091408
BUX,2022.10.03.,38420.3251911773
BUX,2022.10.04.,39911.1962033421
BUX,2022.10.05.,39385.3039632493
BUX,2022.10.06.,39256.294541348
BUX,2022.10.07.,39537.6290179844
BUX,2022.10.10.,39091.4872788472
BUX,2022.10.11.,38718.6812831342
BUX,2022.10.12.,38817.3016381468
BUX,2022.10.13.,38787.9453344703
BUX,2022.10.14.,39603.356675298
BUX,2022.10.17.,39855.5584614794
BUX,2022.10.18.,40910.4353303274
BUX,2022.10.19.,40070.7220078284
BUX,2022.10.20.,40451.1690487223
BUX,2022.10.21.,40431.9653839314
BUX,2022.10.24.,40091.4921503922
BUX,2022.10.25.,40588.8932243836
BUX,2022.10.26.,40553.5641188953
BUX,2022.10.27.,40990.2207976277
BUX,2022.10.28.,41053.7074022356
BUX,2022.11.02.,41414.0496491732
BUX,2022.11.03.,41768.700016044
BUX,2022.11.04.,42629.6842112052
BUX,2022.11.07.,43812.2811337172
BUX,2022.11.08.,43840.5585009845
BUX,2022.11.09.,43973.7727154325
BUX,2022.11.10.,43164.3399985701
BUX,2022.11.11.,43698.3373009313
BUX,2022.11.14.,44157.7057054273
BUX,2022.11.15.,44308.2935075808
BUX,2022.11.16.,44277.830008833
BUX,2022.11.17.,44037.1455238847
BUX,2022.11.18.,44495.1014043686
BUX,2022.11.21.,44592.8971098412
BUX,2022.11.22.,45335.1136808685
BUX,2022.11.23.,44930.5248957428
