Név,Dátum,Utolsó ár
BUX,2015.04.01.,19654.629224
BUX,2015.04.02.,20002.449679
BUX,2015.04.07.,20462.453583
BUX,2015.04.08.,20804.90837
BUX,2015.04.09.,20848.305891
BUX,2015.04.10.,21152.476155
BUX,2015.04.13.,22230.095484
BUX,2015.04.14.,21975.219097
BUX,2015.04.15.,22077.641472
BUX,2015.04.16.,21900.532597
BUX,2015.04.17.,21326.987106
BUX,2015.04.20.,21642.724763
BUX,2015.04.21.,21903.374566
BUX,2015.04.22.,21955.289205
BUX,2015.04.23.,22050.589786
BUX,2015.04.24.,22420.433678
BUX,2015.04.27.,22821.788918
BUX,2015.04.28.,22789.25606
BUX,2015.04.29.,22321.23071
BUX,2015.04.30.,22612.455461
BUX,2015.05.04.,22554.032392
BUX,2015.05.05.,22588.619246
BUX,2015.05.06.,22850.533284
BUX,2015.05.07.,22731.640971
BUX,2015.05.08.,22742.939332
BUX,2015.05.11.,22714.488303
BUX,2015.05.12.,22529.131526
BUX,2015.05.13.,22393.967846
BUX,2015.05.14.,22196.604823
BUX,2015.05.15.,22393.005674
BUX,2015.05.18.,22251.277254
BUX,2015.05.19.,22333.715499
BUX,2015.05.20.,22231.293008
BUX,2015.05.21.,22185.554145
BUX,2015.05.22.,22189.958879
BUX,2015.05.26.,22117.906469
BUX,2015.05.27.,22482.746566
BUX,2015.05.28.,22445.821408
BUX,2015.05.29.,22378.743603
BUX,2015.06.01.,22312.204732
BUX,2015.06.02.,22386.479271
BUX,2015.06.03.,22389.828836
BUX,2015.06.04.,22303.769577
BUX,2015.06.05.,22326.946271
BUX,2015.06.08.,21842.673506
BUX,2015.06.09.,22036.053635
BUX,2015.06.10.,21964.716953
BUX,2015.06.11.,22215.735747
BUX,2015.06.12.,21879.141668
BUX,2015.06.15.,21799.821304
BUX,2015.06.16.,21693.462275
BUX,2015.06.17.,21720.148242
BUX,2015.06.18.,21529.131011
BUX,2015.06.19.,21470.938306
BUX,2015.06.22.,21775.404931
BUX,2015.06.23.,21999.313248
BUX,2015.06.24.,21844.657102
BUX,2015.06.25.,21476.741069
BUX,2015.06.26.,21807.500372
BUX,2015.06.29.,21623.715466
BUX,2015.06.30.,21903.133324
BUX,2015.07.01.,21875.858912
BUX,2015.07.02.,22005.692866
BUX,2015.07.03.,21873.782976
BUX,2015.07.06.,21753.358258
BUX,2015.07.07.,21400.72435
BUX,2015.07.08.,21367.322727
BUX,2015.07.09.,21734.717156
BUX,2015.07.10.,22064.460267
BUX,2015.07.13.,22098.767535
BUX,2015.07.14.,22144.474778
BUX,2015.07.15.,22285.043726
BUX,2015.07.16.,22507.227091
BUX,2015.07.17.,22490.22232
BUX,2015.07.20.,22475.889401
BUX,2015.07.21.,22576.278468
BUX,2015.07.22.,22374.160156
BUX,2015.07.23.,22315.452616
BUX,2015.07.24.,22384.050638
BUX,2015.07.27.,22151.401749
BUX,2015.07.28.,22381.97171
BUX,2015.07.29.,22321.538492
BUX,2015.07.30.,22537.664603
BUX,2015.07.31.,22588.985394
BUX,2015.08.03.,22615.867947
BUX,2015.08.04.,22553.43622
BUX,2015.08.05.,22781.337145
BUX,2015.08.06.,22420.837754
BUX,2015.08.07.,22492.783341
BUX,2015.08.10.,22543.854011
BUX,2015.08.11.,22282.398496
BUX,2015.08.12.,22202.009417
BUX,2015.08.13.,22493.56839
BUX,2015.08.14.,22300.928643
BUX,2015.08.17.,22281.445507
BUX,2015.08.18.,22002.427111
BUX,2015.08.19.,22120.257156
BUX,2015.08.24.,20778.285505
BUX,2015.08.25.,21389.348229
BUX,2015.08.26.,21190.853055
BUX,2015.08.27.,21511.151147
BUX,2015.08.28.,21333.90291
BUX,2015.08.31.,21395.946299
BUX,2015.09.01.,21122.944765
BUX,2015.09.02.,21173.049299
BUX,2015.09.03.,21584.75983
BUX,2015.09.04.,21335.785115
BUX,2015.09.07.,21335.267355
BUX,2015.09.08.,20952.52949
BUX,2015.09.09.,21106.957253
BUX,2015.09.10.,21306.506755
BUX,2015.09.11.,21083.052119
BUX,2015.09.14.,21219.232028
BUX,2015.09.15.,21126.964269
BUX,2015.09.16.,21107.423467
BUX,2015.09.17.,21040.862826
BUX,2015.09.18.,21119.26391
BUX,2015.09.21.,21238.831126
BUX,2015.09.22.,20717.919222
BUX,2015.09.23.,20687.220804
BUX,2015.09.24.,20610.764747
BUX,2015.09.25.,20831.021503
BUX,2015.09.28.,20666.722451
BUX,2015.09.29.,20932.822043
BUX,2015.09.30.,20893.955871
BUX,2015.10.01.,20956.852428
BUX,2015.10.02.,20793.580214
BUX,2015.10.05.,21040.052958
BUX,2015.10.06.,21152.440675
BUX,2015.10.07.,21371.111891
BUX,2015.10.08.,21610.815275
BUX,2015.10.09.,21941.417791
BUX,2015.10.12.,22029.002049
BUX,2015.10.13.,21905.14324
BUX,2015.10.14.,21890.822185
BUX,2015.10.15.,22007.066228
BUX,2015.10.16.,21852.097621
BUX,2015.10.19.,21850.616651
BUX,2015.10.20.,21651.612498
BUX,2015.10.21.,21548.552745
BUX,2015.10.22.,21883.77769
BUX,2015.10.26.,22100.061768
BUX,2015.10.27.,22195.342844
BUX,2015.10.28.,22064.523845
BUX,2015.10.29.,21945.99659
BUX,2015.10.30.,21557.444624
BUX,2015.11.02.,21580.45468
BUX,2015.11.03.,21628.466501
BUX,2015.11.04.,22057.817318
BUX,2015.11.05.,22130.599162
BUX,2015.11.06.,22285.237587
BUX,2015.11.09.,22483.924697
BUX,2015.11.10.,22394.590955
BUX,2015.11.11.,22508.676751
BUX,2015.11.12.,22545.214356
BUX,2015.11.13.,22393.983256
BUX,2015.11.16.,22404.779356
BUX,2015.11.17.,22857.56981
BUX,2015.11.18.,23279.894219
BUX,2015.11.19.,23070.827882
BUX,2015.11.20.,23125.786464
BUX,2015.11.23.,23485.896013
BUX,2015.11.24.,23396.867698
BUX,2015.11.25.,23610.619979
BUX,2015.11.26.,23826.738333
BUX,2015.11.27.,23712.666321
BUX,2015.11.30.,23768.604034
BUX,2015.12.01.,23846.608077
BUX,2015.12.02.,23681.216703
BUX,2015.12.03.,23687.652459
BUX,2015.12.04.,23629.054282
BUX,2015.12.07.,23319.061222
BUX,2015.12.08.,23324.898542
BUX,2015.12.09.,23431.577778
BUX,2015.12.10.,23477.188267
BUX,2015.12.11.,23125.864774
BUX,2015.12.14.,23005.733233
BUX,2015.12.15.,23073.625171
BUX,2015.12.16.,23693.380271
BUX,2015.12.17.,23703.077261
BUX,2015.12.18.,23666.286827
BUX,2015.12.21.,23745.861224
BUX,2015.12.22.,23455.907654
BUX,2015.12.23.,23547.395272
BUX,2015.12.28.,23600.029733
BUX,2015.12.29.,23964.470161
BUX,2015.12.30.,23920.64571
BUX,2016.01.04.,23632.571544
BUX,2016.01.05.,23861.387786
BUX,2016.01.06.,24000.535907
BUX,2016.01.07.,23595.103473
BUX,2016.01.08.,23956.194258
BUX,2016.01.11.,23900.681059
BUX,2016.01.12.,24302.451435
BUX,2016.01.13.,24330.342335
BUX,2016.01.14.,24284.305298
BUX,2016.01.15.,23882.923407
BUX,2016.01.18.,23179.427273
BUX,2016.01.19.,23214.769694
BUX,2016.01.20.,22753.20541
BUX,2016.01.21.,22908.99257
BUX,2016.01.22.,23357.243299
BUX,2016.01.25.,23234.026666
BUX,2016.01.26.,23522.07993
BUX,2016.01.27.,23769.46409
BUX,2016.01.28.,23778.94071
BUX,2016.01.29.,23997.309191
BUX,2016.02.01.,24126.700093
BUX,2016.02.02.,23558.482855
BUX,2016.02.03.,23395.726469
BUX,2016.02.04.,23556.505701
BUX,2016.02.05.,23637.224778
BUX,2016.02.08.,23262.31565
BUX,2016.02.09.,22571.804262
BUX,2016.02.10.,22888.514894
BUX,2016.02.11.,22536.030074
BUX,2016.02.12.,22705.285728
BUX,2016.02.15.,23065.928715
BUX,2016.02.16.,23013.877523
BUX,2016.02.17.,22846.81861
BUX,2016.02.18.,23162.246114
BUX,2016.02.19.,23171.794164
BUX,2016.02.22.,23332.713408
BUX,2016.02.23.,23171.969676
BUX,2016.02.24.,22940.842862
BUX,2016.02.25.,23323.676751
BUX,2016.02.26.,23657.791274
BUX,2016.02.29.,23327.943758
BUX,2016.03.01.,23670.95404
BUX,2016.03.02.,24094.215522
BUX,2016.03.03.,24360.05466
BUX,2016.03.04.,24735.232281
BUX,2016.03.07.,24911.308482
BUX,2016.03.08.,25255.401531
BUX,2016.03.09.,25345.768257
BUX,2016.03.10.,25254.65113
BUX,2016.03.11.,25608.694812
BUX,2016.03.16.,25613.81197
BUX,2016.03.17.,25770.704544
BUX,2016.03.18.,25938.6541
BUX,2016.03.21.,25832.370781
BUX,2016.03.22.,25878.609707
BUX,2016.03.23.,25697.584604
BUX,2016.03.24.,25446.07328
BUX,2016.03.29.,25737.404165
BUX,2016.03.30.,26314.302494
BUX,2016.03.31.,26451.019151
BUX,2016.04.01.,26310.880963
BUX,2016.04.04.,26412.095366
BUX,2016.04.05.,26210.413091
BUX,2016.04.06.,26298.109579
BUX,2016.04.07.,26397.456479
BUX,2016.04.08.,26513.450281
BUX,2016.04.11.,26268.416143
BUX,2016.04.12.,26027.139017
BUX,2016.04.13.,26412.02915
BUX,2016.04.14.,26926.609731
BUX,2016.04.15.,27142.260473
BUX,2016.04.18.,27081.719164
BUX,2016.04.19.,27271.781692
BUX,2016.04.20.,27192.031034
BUX,2016.04.21.,27009.945831
BUX,2016.04.22.,26747.08643
BUX,2016.04.25.,26904.605116
BUX,2016.04.26.,26861.115694
BUX,2016.04.27.,26988.762389
BUX,2016.04.28.,26840.750381
BUX,2016.04.29.,26871.594458
BUX,2016.05.02.,26869.013046
BUX,2016.05.03.,26539.157087
BUX,2016.05.04.,26212.154242
BUX,2016.05.05.,26240.142711
BUX,2016.05.06.,26128.844628
BUX,2016.05.09.,26623.714073
BUX,2016.05.10.,26899.842423
BUX,2016.05.11.,26845.225312
BUX,2016.05.12.,26850.526968
BUX,2016.05.13.,26556.350152
BUX,2016.05.17.,26247.314583
BUX,2016.05.18.,26026.212131
BUX,2016.05.19.,25742.845253
BUX,2016.05.20.,26434.479565
BUX,2016.05.23.,26368.247005
BUX,2016.05.24.,26711.671806
BUX,2016.05.25.,26704.473103
BUX,2016.05.26.,26656.810832
BUX,2016.05.27.,27011.721265
BUX,2016.05.30.,27089.71785
BUX,2016.05.31.,26521.185231
BUX,2016.06.01.,26989.593542
BUX,2016.06.02.,27208.415518
BUX,2016.06.03.,27134.17293
BUX,2016.06.06.,27089.00043
BUX,2016.06.07.,27394.185731
BUX,2016.06.08.,27396.885941
BUX,2016.06.09.,26975.909937
BUX,2016.06.10.,26519.613954
BUX,2016.06.13.,25830.594243
BUX,2016.06.14.,25830.996995
BUX,2016.06.15.,26318.092649
BUX,2016.06.16.,25814.829882
BUX,2016.06.17.,26242.502742
BUX,2016.06.20.,26563.589647
BUX,2016.06.21.,26811.374434
BUX,2016.06.22.,26789.352566
BUX,2016.06.23.,26924.092117
BUX,2016.06.24.,25724.908517
BUX,2016.06.27.,25390.225394
BUX,2016.06.28.,26226.837029
BUX,2016.06.29.,26383.320825
BUX,2016.06.30.,26325.596874
BUX,2016.07.01.,26328.674335
BUX,2016.07.04.,26268.111041
BUX,2016.07.05.,26425.874951
BUX,2016.07.06.,26491.019392
BUX,2016.07.07.,26970.447828
BUX,2016.07.08.,27026.297007
BUX,2016.07.11.,27418.057389
BUX,2016.07.12.,27396.221955
BUX,2016.07.13.,27192.324513
BUX,2016.07.14.,27163.419383
BUX,2016.07.15.,27065.970382
BUX,2016.07.18.,27088.216301
BUX,2016.07.19.,27410.142058
BUX,2016.07.20.,27573.512488
BUX,2016.07.21.,27836.096518
BUX,2016.07.22.,27851.632922
BUX,2016.07.25.,27950.235651
BUX,2016.07.26.,28014.126199
BUX,2016.07.27.,27781.04732
BUX,2016.07.28.,27628.470298
BUX,2016.07.29.,27628.172287
BUX,2016.08.01.,27468.880301
BUX,2016.08.02.,27167.071077
BUX,2016.08.03.,27023.935653
BUX,2016.08.04.,27574.383898
BUX,2016.08.05.,27311.453933
BUX,2016.08.08.,27357.855943
BUX,2016.08.09.,27593.095449
BUX,2016.08.10.,27502.223228
BUX,2016.08.11.,27524.411523
BUX,2016.08.12.,27812.88701
BUX,2016.08.15.,27868.79051
BUX,2016.08.16.,27671.683395
BUX,2016.08.17.,27790.966155
BUX,2016.08.18.,27700.123894
BUX,2016.08.19.,27599.77167
BUX,2016.08.22.,27572.951472
BUX,2016.08.23.,27723.679725
BUX,2016.08.24.,27949.266216
BUX,2016.08.25.,27779.624845
BUX,2016.08.26.,27733.770352
BUX,2016.08.29.,27921.919894
BUX,2016.08.30.,28050.075646
BUX,2016.08.31.,27969.238552
BUX,2016.09.01.,28045.219967
BUX,2016.09.02.,28189.602024
BUX,2016.09.05.,28408.181043
BUX,2016.09.06.,28597.820428
BUX,2016.09.07.,28642.835795
BUX,2016.09.08.,28505.531531
BUX,2016.09.09.,28445.827446
BUX,2016.09.12.,28167.57066
BUX,2016.09.13.,27828.007171
BUX,2016.09.14.,28095.345508
BUX,2016.09.15.,28139.11374
BUX,2016.09.16.,28097.664306
BUX,2016.09.19.,28564.535614
BUX,2016.09.20.,28208.662085
BUX,2016.09.21.,28254.339278
BUX,2016.09.22.,28300.832405
BUX,2016.09.23.,28120.094249
BUX,2016.09.26.,27685.295088
BUX,2016.09.27.,27481.035199
BUX,2016.09.28.,27476.398408
BUX,2016.09.29.,27988.684766
BUX,2016.09.30.,27664.251217
BUX,2016.10.03.,28012.373856
BUX,2016.10.04.,28570.994346
BUX,2016.10.05.,28487.048986
BUX,2016.10.06.,28399.587525
BUX,2016.10.07.,28438.951102
BUX,2016.10.10.,28570.022918
BUX,2016.10.11.,28479.244469
BUX,2016.10.12.,28396.870971
BUX,2016.10.13.,28123.212839
BUX,2016.10.14.,28392.008401
BUX,2016.10.17.,28612.946278
BUX,2016.10.18.,29012.677144
BUX,2016.10.19.,29167.997405
BUX,2016.10.20.,29340.878861
BUX,2016.10.21.,29572.360793
BUX,2016.10.24.,29813.855987
BUX,2016.10.25.,29719.362856
BUX,2016.10.26.,29854.684578
BUX,2016.10.27.,29689.686034
BUX,2016.10.28.,29802.794283
BUX,2016.11.02.,29498.95428
BUX,2016.11.03.,29871.995834
BUX,2016.11.04.,30017.22695
BUX,2016.11.07.,30353.452353
BUX,2016.11.08.,30348.45273
BUX,2016.11.09.,30365.207904
BUX,2016.11.10.,30540.31511
BUX,2016.11.11.,30502.149642
BUX,2016.11.14.,30122.884966
BUX,2016.11.15.,30133.012232
BUX,2016.11.16.,29972.82641
BUX,2016.11.17.,29941.071764
BUX,2016.11.18.,30109.015537
BUX,2016.11.21.,30103.565859
BUX,2016.11.22.,30240.375568
BUX,2016.11.23.,30156.289303
BUX,2016.11.24.,30158.580426
BUX,2016.11.25.,29979.962087
BUX,2016.11.28.,30002.504204
BUX,2016.11.29.,29816.303414
BUX,2016.11.30.,30014.041814
BUX,2016.12.01.,29998.191838
BUX,2016.12.02.,29808.485503
BUX,2016.12.05.,30100.000012
BUX,2016.12.06.,30075.711263
BUX,2016.12.07.,30152.005881
BUX,2016.12.08.,30629.479359
BUX,2016.12.09.,30588.383443
BUX,2016.12.12.,30613.15286
BUX,2016.12.13.,30938.128228
BUX,2016.12.14.,31374.279739
BUX,2016.12.15.,31636.19023
BUX,2016.12.16.,31876.257166
BUX,2016.12.19.,31646.3832
BUX,2016.12.20.,31713.501097
BUX,2016.12.21.,31765.300615
BUX,2016.12.22.,31700.8508
BUX,2016.12.23.,31638.812582
BUX,2016.12.27.,31868.507681
BUX,2016.12.28.,32025.601823
BUX,2016.12.29.,31847.868232
BUX,2016.12.30.,32003.047311
BUX,2017.01.02.,32099.053584
BUX,2017.01.03.,32169.130248
BUX,2017.01.04.,32649.042273
BUX,2017.01.05.,32749.996822
BUX,2017.01.06.,32855.865533
BUX,2017.01.09.,32854.25949
BUX,2017.01.10.,33031.534712
BUX,2017.01.11.,32972.200465
BUX,2017.01.12.,32966.422232
BUX,2017.01.13.,32949.771999
BUX,2017.01.16.,32996.943142
BUX,2017.01.17.,32782.255919
BUX,2017.01.18.,32841.253496
BUX,2017.01.19.,32709.083509
BUX,2017.01.20.,32881.920343
BUX,2017.01.23.,32906.47716
BUX,2017.01.24.,32690.234953
BUX,2017.01.25.,32807.714317
BUX,2017.01.26.,32918.465067
BUX,2017.01.27.,32714.578766
BUX,2017.01.30.,32476.712688
BUX,2017.01.31.,32481.293983
BUX,2017.02.01.,32584.177108
BUX,2017.02.02.,32575.161192
BUX,2017.02.03.,32905.890418
BUX,2017.02.06.,32388.911331
BUX,2017.02.07.,32539.533828
BUX,2017.02.08.,32595.916129
BUX,2017.02.09.,32949.082691
BUX,2017.02.10.,33156.086848
BUX,2017.02.13.,33356.193864
BUX,2017.02.14.,33724.518066
BUX,2017.02.15.,33981.500428
BUX,2017.02.16.,33745.023495
BUX,2017.02.17.,33828.856727
BUX,2017.02.20.,33973.591956
BUX,2017.02.21.,34324.987186
BUX,2017.02.22.,34112.890141
BUX,2017.02.23.,33548.541005
BUX,2017.02.24.,32886.032767
BUX,2017.02.27.,32872.112839
BUX,2017.02.28.,32061.327192
BUX,2017.03.01.,33343.051688
BUX,2017.03.02.,33155.186638
BUX,2017.03.03.,33193.806079
BUX,2017.03.06.,33181.490056
BUX,2017.03.07.,32442.199093
BUX,2017.03.08.,32547.368736
BUX,2017.03.09.,32986.857421
BUX,2017.03.10.,32727.243005
BUX,2017.03.13.,32686.299158
BUX,2017.03.14.,32636.1765
BUX,2017.03.16.,33049.440984
BUX,2017.03.17.,32778.000869
BUX,2017.03.20.,32357.877691
BUX,2017.03.21.,32044.127615
BUX,2017.03.22.,31827.129201
BUX,2017.03.23.,32127.885968
BUX,2017.03.24.,32097.090775
BUX,2017.03.27.,31876.219486
BUX,2017.03.28.,32294.030047
BUX,2017.03.29.,32232.947843
BUX,2017.03.30.,32144.672832
BUX,2017.03.31.,31634.264205
BUX,2017.04.03.,31788.401837
BUX,2017.04.04.,31951.943804
BUX,2017.04.05.,32405.131987
BUX,2017.04.06.,32553.528265
BUX,2017.04.07.,32600.342059
BUX,2017.04.10.,32468.295858
BUX,2017.04.11.,32199.151725
BUX,2017.04.12.,32409.943829
BUX,2017.04.13.,32622.403595
BUX,2017.04.18.,32521.579407
BUX,2017.04.19.,32688.094371
BUX,2017.04.20.,32955.020673
BUX,2017.04.21.,32969.438027
BUX,2017.04.24.,33226.463256
BUX,2017.04.25.,33519.073616
BUX,2017.04.26.,33198.934194
BUX,2017.04.27.,32959.618676
BUX,2017.04.28.,32956.300552
BUX,2017.05.02.,32902.616304
BUX,2017.05.03.,32077.717186
BUX,2017.05.04.,32289.850368
BUX,2017.05.05.,32864.042109
BUX,2017.05.08.,32844.670711
BUX,2017.05.09.,33509.985224
BUX,2017.05.10.,33666.279914
BUX,2017.05.11.,33858.880842
BUX,2017.05.12.,34435.531597
BUX,2017.05.15.,34462.022466
BUX,2017.05.16.,34078.468694
BUX,2017.05.17.,34146.487564
BUX,2017.05.18.,34528.85063
BUX,2017.05.19.,34835.798119
BUX,2017.05.22.,34875.750133
BUX,2017.05.23.,34730.940456
BUX,2017.05.24.,34251.206552
BUX,2017.05.25.,34349.107892
BUX,2017.05.26.,34358.933829
BUX,2017.05.29.,34138.105781
BUX,2017.05.30.,34321.141046
BUX,2017.05.31.,34551.902073
BUX,2017.06.01.,34762.464979
BUX,2017.06.02.,35150.438452
BUX,2017.06.06.,34926.993561
BUX,2017.06.07.,35021.751489
BUX,2017.06.08.,35270.945664
BUX,2017.06.09.,35411.005229
BUX,2017.06.12.,35334.476877
BUX,2017.06.13.,35588.701625
BUX,2017.06.14.,35985.8228
BUX,2017.06.15.,35534.500796
BUX,2017.06.16.,35512.470308
BUX,2017.06.19.,35948.411671
BUX,2017.06.20.,35989.688342
BUX,2017.06.21.,35945.226687
BUX,2017.06.22.,35779.269063
BUX,2017.06.23.,35599.50913
BUX,2017.06.26.,35739.108785
BUX,2017.06.27.,35645.770584
BUX,2017.06.28.,35455.968092
BUX,2017.06.29.,35130.27287
BUX,2017.06.30.,35205.424874
BUX,2017.07.03.,34780.879823
BUX,2017.07.04.,34889.564202
BUX,2017.07.05.,35298.135763
BUX,2017.07.06.,35615.000956
BUX,2017.07.07.,35503.685592
BUX,2017.07.10.,35724.916812
BUX,2017.07.11.,35749.571054
BUX,2017.07.12.,35872.464809
BUX,2017.07.13.,36143.36916
BUX,2017.07.14.,35915.417889
BUX,2017.07.17.,36140.653747
BUX,2017.07.18.,35904.219484
BUX,2017.07.19.,35789.27757
BUX,2017.07.20.,35424.340948
BUX,2017.07.21.,35633.911451
BUX,2017.07.24.,35362.832353
BUX,2017.07.25.,35286.140612
BUX,2017.07.26.,35564.90424
BUX,2017.07.27.,35828.695126
BUX,2017.07.28.,35750.651145
BUX,2017.07.31.,35769.873453
BUX,2017.08.01.,35786.524415
BUX,2017.08.02.,36041.130941
BUX,2017.08.03.,36416.07494
BUX,2017.08.04.,36678.215695
BUX,2017.08.07.,36941.603048
BUX,2017.08.08.,36771.269276
BUX,2017.08.09.,36578.469999
BUX,2017.08.10.,36821.437603
BUX,2017.08.11.,36812.236555
BUX,2017.08.14.,36803.024046
BUX,2017.08.15.,36775.936593
BUX,2017.08.16.,36892.087099
BUX,2017.08.17.,37187.288741
BUX,2017.08.18.,36969.146037
BUX,2017.08.21.,37097.848807
BUX,2017.08.22.,37622.465265
BUX,2017.08.23.,37753.218955
BUX,2017.08.24.,37954.411801
BUX,2017.08.25.,38011.33215
BUX,2017.08.28.,38097.59164
BUX,2017.08.29.,37639.622443
BUX,2017.08.30.,37903.875096
BUX,2017.08.31.,38092.257806
BUX,2017.09.01.,37719.896829
BUX,2017.09.04.,37465.255267
BUX,2017.09.05.,37736.100773
BUX,2017.09.06.,37878.861159
BUX,2017.09.07.,37783.50774
BUX,2017.09.08.,37596.74984
BUX,2017.09.11.,37895.850285
BUX,2017.09.12.,38076.877144
BUX,2017.09.13.,38119.0872
BUX,2017.09.14.,38243.202174
BUX,2017.09.15.,38325.927822
BUX,2017.09.18.,38387.216196
BUX,2017.09.19.,38176.082864
BUX,2017.09.20.,38108.036703
BUX,2017.09.21.,38109.212192
BUX,2017.09.22.,38178.630541
BUX,2017.09.25.,38107.867192
BUX,2017.09.26.,37319.239156
BUX,2017.09.27.,37244.296022
BUX,2017.09.28.,37191.646814
BUX,2017.09.29.,37290.647755
BUX,2017.10.02.,37751.847492
BUX,2017.10.03.,37908.573835
BUX,2017.10.04.,37923.23591
BUX,2017.10.05.,37876.473119
BUX,2017.10.06.,37941.817458
BUX,2017.10.09.,38008.754487
BUX,2017.10.10.,38031.665565
BUX,2017.10.11.,38453.122981
BUX,2017.10.12.,38772.075882
BUX,2017.10.13.,38894.877926
BUX,2017.10.16.,39119.887559
BUX,2017.10.17.,38909.781953
BUX,2017.10.18.,39081.765754
BUX,2017.10.19.,39098.20729
BUX,2017.10.20.,39132.619232
BUX,2017.10.24.,39411.364531
BUX,2017.10.25.,39840.91793
BUX,2017.10.26.,39889.602006
BUX,2017.10.27.,39667.129663
BUX,2017.10.30.,39881.22406
BUX,2017.10.31.,39611.642316
BUX,2017.11.02.,40149.862222
BUX,2017.11.03.,39762.673767
BUX,2017.11.06.,40115.770911
BUX,2017.11.07.,39809.002351
BUX,2017.11.08.,40122.068176
BUX,2017.11.09.,40273.664692
BUX,2017.11.10.,39435.242872
BUX,2017.11.13.,39253.998967
BUX,2017.11.14.,39140.436611
BUX,2017.11.15.,38615.106819
BUX,2017.11.16.,38982.299922
BUX,2017.11.17.,39279.753339
BUX,2017.11.20.,39359.277288
BUX,2017.11.21.,39554.047946
BUX,2017.11.22.,40131.366228
BUX,2017.11.23.,39962.724017
BUX,2017.11.24.,39709.004104
BUX,2017.11.27.,39424.293202
BUX,2017.11.28.,39242.183686
BUX,2017.11.29.,38819.25505
BUX,2017.11.30.,38673.726863
BUX,2017.12.01.,38188.805615
BUX,2017.12.04.,37805.365204
BUX,2017.12.05.,37558.764139
BUX,2017.12.06.,37591.525958
BUX,2017.12.07.,38348.196137
BUX,2017.12.08.,38232.561084
BUX,2017.12.11.,37575.746274
BUX,2017.12.12.,38018.255516
BUX,2017.12.13.,38228.161707
BUX,2017.12.14.,38616.18593
BUX,2017.12.15.,38657.374053
BUX,2017.12.18.,38744.179007
BUX,2017.12.19.,38807.093912
BUX,2017.12.20.,38846.598044
BUX,2017.12.21.,39140.219286
BUX,2017.12.22.,39027.545701
BUX,2017.12.27.,39190.992326
BUX,2017.12.28.,39178.800481
BUX,2017.12.29.,39377.306104
BUX,2018.01.02.,39443.568095
BUX,2018.01.03.,39604.400064
BUX,2018.01.04.,39850.004241
BUX,2018.01.05.,39995.163954
BUX,2018.01.08.,40104.028366
BUX,2018.01.09.,39869.562333
BUX,2018.01.10.,39651.230149
BUX,2018.01.11.,39772.748797
BUX,2018.01.12.,39877.863461
BUX,2018.01.15.,39579.106161
BUX,2018.01.16.,39684.159589
BUX,2018.01.17.,39543.255197
BUX,2018.01.18.,39663.918828
BUX,2018.01.19.,40021.892515
BUX,2018.01.22.,41002.38815
BUX,2018.01.23.,41516.41304
BUX,2018.01.24.,40979.766656
BUX,2018.01.25.,40431.647332
BUX,2018.01.26.,40785.87462
BUX,2018.01.29.,40500.123029
BUX,2018.01.30.,39926.419434
BUX,2018.01.31.,40188.511823
BUX,2018.02.01.,40238.26927
