Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;;85;;50;125
"2016-01-01 00:00:00";1940;88,8;46,7;182,9;113;7,9
"2016-01-02 00:00:00";1149;12,6;29,9;49,2;83;4,9
"2016-01-03 00:00:00";785;8,4;18,0;30,8;32;4,5
"2016-01-04 00:00:00";895;27,8;28,5;71,1;46;8,0
"2016-01-05 00:00:00";931;44,9;38,1;107,0;62;7,1
"2016-01-06 00:00:00";870;19,4;28,2;58,0;56;4,0
"2016-01-07 00:00:00";691;15,4;29,5;53,1;32;3,6
"2016-01-08 00:00:00";807;59,6;43,6;135,1;38;4,0
"2016-01-09 00:00:00";691;19,0;29,8;59,0;39;5,1
"2016-01-10 00:00:00";464;16,6;25,9;51,3;17;5,9
"2016-01-11 00:00:00";569;56,2;38,7;124,9;23;6,8
"2016-01-12 00:00:00";341;28,7;34,5;78,5;12;4,8
"2016-01-13 00:00:00";356;33,6;31,3;82,9;13;4,5
"2016-01-14 00:00:00";589;55,0;38,6;123,0;27;7,8
"2016-01-15 00:00:00";553;40,2;34,5;96,2;23;5,2
"2016-01-16 00:00:00";517;30,9;28,6;75,9;28;4,6
"2016-01-17 00:00:00";319;5,1;8,1;15,9;15;5,4
"2016-01-18 00:00:00";457;10,1;20,8;36,4;30;5,6
"2016-01-19 00:00:00";766;43,4;41,8;108,4;48;6,5
"2016-01-20 00:00:00";847;55,8;48,2;133,8;57;12,3
"2016-01-21 00:00:00";1030;64,2;55,5;153,9;68;7,1
"2016-01-22 00:00:00";1817;;;;121;8,5
"2016-01-23 00:00:00";1659;;;;121;9,2
"2016-01-24 00:00:00";890;;;;70;11,6
"2016-01-25 00:00:00";745;;;;57;11,8
"2016-01-26 00:00:00";857;;;;75;7,2
"2016-01-27 00:00:00";823;;;;40;6,5
"2016-01-28 00:00:00";970;82,7;61,6;188,5;49;5,1
