Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"2015-02-10 00:00:00";556;15,2;30,6;54,0;28;2,6
"2015-02-11 00:00:00";918;39,6;47,6;108,3;48;3,7
"2015-02-12 00:00:00";1202;72,6;64,4;175,7;70;6,4
"2015-02-13 00:00:00";866;30,5;59,2;105,9;69;7,6
"2015-02-14 00:00:00";839;21,7;54,0;87,4;68;9,7
"2015-02-15 00:00:00";1024;32,0;60,6;109,6;68;7,4
"2015-02-16 00:00:00";552;15,6;31,3;55,2;42;6,8
"2015-02-17 00:00:00";349;17,4;29,9;56,5;19;4,8
"2015-02-18 00:00:00";753;59,9;61,8;153,7;45;6,7
"2015-02-19 00:00:00";619;61,8;56,2;151,0;54;7,1
"2015-02-20 00:00:00";1143;67,7;66,5;170,4;84;8,5
"2015-02-21 00:00:00";760;23,6;50,8;86,9;73;19,1
"2015-02-22 00:00:00";700;21,3;42,9;75,5;58;14,4
"2015-02-23 00:00:00";708;43,7;49,2;116,2;40;8,6
"2015-02-24 00:00:00";539;38,6;38,4;97,6;38;9,5
"2015-02-25 00:00:00";420;18,1;23,3;51,1;29;7,1
"2015-02-26 00:00:00";435;20,3;26,4;57,5;18;5,6
"2015-02-27 00:00:00";439;27,6;31,2;73,5;29;3,8
"2015-02-28 00:00:00";353;9,9;23,0;38,1;24;2,4
"2015-03-01 00:00:00";461;21,5;32,5;65,4;36;4,8
"2015-03-02 00:00:00";383;33,5;39,9;91,3;28;4,7
"2015-03-03 00:00:00";234;20,3;30,8;62,0;13;2,5
"2015-03-04 00:00:00";339;28,4;37,6;81,1;19;3,1
"2015-03-05 00:00:00";302;14,1;25,9;47,6;20;2,6
"2015-03-06 00:00:00";273;10,5;19,9;36,1;17;2,9
"2015-03-07 00:00:00";607;10,8;29,0;45,6;34;4,9
"2015-03-08 00:00:00";1139;57,6;59,8;148,1;58;5,4
"2015-03-09 00:00:00";1172;49,3;66,1;141,7;69;6,4
"2015-03-10 00:00:00";1283;65,6;70,2;170,8;83;7,7
"2015-03-11 00:00:00";550;22,2;31,1;65,2;58;7,9
"2015-03-12 00:00:00";356;7,9;19,8;32,0;29;4,4
"2015-03-13 00:00:00";336;10,6;21,2;37,5;22;4,2
"2015-03-14 00:00:00";548;12,3;21,1;39,9;19;4,1
"2015-03-15 00:00:00";575;5,6;20,9;29,5;31;3,5
"2015-03-16 00:00:00";461;14,4;30,0;52,1;30;3,6
"2015-03-17 00:00:00";412;10,4;25,6;41,6;30;3,1
"2015-03-18 00:00:00";395;9,5;20,8;35,4;22;2,7
"2015-03-19 00:00:00";493;9,7;25,1;39,9;29;5,6
"2015-03-20 00:00:00";558;15,8;36,3;60,5;30;5,2
"2015-03-21 00:00:00";656;19,5;46,1;75,9;33;6,9
"2015-03-22 00:00:00";512;7,1;20,7;31,5;34;11,7
"2015-03-23 00:00:00";732;31,8;34,5;83,3;27;6,5
"2015-03-24 00:00:00";1117;47,0;63,8;135,9;72;11,1
"2015-03-25 00:00:00";667;18,6;41,2;69,7;48;9,1
"2015-03-26 00:00:00";638;31,0;50,6;98,1;54;8,6
"2015-03-27 00:00:00";484;19,9;43,3;73,8;57;7,1
"2015-03-28 00:00:00";219;2,4;9,9;13,5;41;5,3
"2015-03-29 00:00:00";280;6,0;19,4;28,6;19;5,4
"2015-03-30 00:00:00";335;20,9;34,7;66,8;17;8,5
"2015-03-31 00:00:00";335;22,7;34,9;69,7;12;5,9
"2015-04-01 00:00:00";259;7,8;18,3;30,3;29;5,6
"2015-04-02 00:00:00";295;10,3;20,7;36,5;11;5,1
"2015-04-03 00:00:00";476;17,8;29,5;56,9;14;5,5
"2015-04-04 00:00:00";511;20,9;30,5;62,6;18;5,9
"2015-04-05 00:00:00";380;2,5;10,3;14,1;15;5,6
"2015-04-06 00:00:00";367;2,3;9,4;12,9;18;5,2
"2015-04-07 00:00:00";389;3,9;14,9;20,8;30;3,7
"2015-04-08 00:00:00";449;6,5;23,9;33,9;16;4,3
"2015-04-09 00:00:00";395;4,7;24,2;31,4;19;4,3
"2015-04-10 00:00:00";683;44,8;61,4;130,1;33;7,1
"2015-04-11 00:00:00";801;45,5;62,3;132,1;46;8,5
"2015-04-12 00:00:00";612;20,8;39,5;71,3;41;3,4
"2015-04-13 00:00:00";362;14,7;31,0;53,5;29;2,8
"2015-04-14 00:00:00";313;7,4;24,4;35,7;20;2,5
"2015-04-15 00:00:00";432;29,2;49,1;94,0;30;3,6
"2015-04-16 00:00:00";388;24,1;49,2;86,3;30;3,9
"2015-04-17 00:00:00";354;13,8;40,9;62,1;33;4,4
"2015-04-18 00:00:00";295;3,0;15,6;20,2;16;3,9
"2015-04-19 00:00:00";330;6,5;23,4;33,5;14;4,8
"2015-04-20 00:00:00";365;21,5;28,0;61,0;23;5,4
"2015-04-21 00:00:00";326;6,6;24,4;34,6;25;5,5
"2015-04-22 00:00:00";475;20,9;39,2;71,3;27;6,2
"2015-04-23 00:00:00";718;61,9;71,8;166,7;42;
"2015-04-24 00:00:00";437;24,8;56,5;94,5;36;
"2015-04-25 00:00:00";460;23,3;58,9;94,6;39;
"2015-04-26 00:00:00";295;6,6;34,4;44,4;25;
"2015-04-27 00:00:00";358;23,8;52,1;88,5;30;
"2015-04-28 00:00:00";294;13,1;44,4;64,5;22;
"2015-04-29 00:00:00";228;3,9;17,7;23,7;36;
"2015-04-30 00:00:00";315;7,5;29,3;40,9;17;
"2015-05-01 00:00:00";333;10,7;39,0;55,4;19;
"2015-05-02 00:00:00";294;9,9;24,6;39,8;11;
"2015-05-03 00:00:00";341;4,9;29,4;36,9;18;
"2015-05-04 00:00:00";369;13,4;37,8;58,5;20;
"2015-05-05 00:00:00";395;15,1;40,9;64,1;25;
"2015-05-06 00:00:00";392;12,8;48,6;68,2;32;
"2015-05-07 00:00:00";337;5,0;27,1;34,8;17;
"2015-05-08 00:00:00";430;12,0;38,0;56,4;19;
"2015-05-09 00:00:00";364;5,2;28,2;36,2;19;
"2015-05-10 00:00:00";342;3,3;21,8;26,9;17;
"2015-05-11 00:00:00";284;3,9;18,6;24,6;13;
"2015-05-12 00:00:00";432;21,4;46,6;79,4;20;
"2015-05-13 00:00:00";423;20,7;53,5;85,2;25;
"2015-05-14 00:00:00";361;18,0;34,7;62,3;21;
"2015-05-15 00:00:00";324;9,8;36,0;51,1;18;
"2015-05-16 00:00:00";365;10,7;42,8;59,2;20;
"2015-05-17 00:00:00";328;11,4;34,4;51,9;20;
"2015-05-18 00:00:00";326;7,0;37,4;48,2;22;
"2015-05-19 00:00:00";376;14,4;50,0;72,1;30;
"2015-05-20 00:00:00";309;8,3;42,4;55,2;25;
"2015-05-21 00:00:00";329;12,0;45,3;63,7;29;
"2015-05-22 00:00:00";236;7,9;20,2;32,4;10;
"2015-05-23 00:00:00";280;10,7;24,3;40,8;14;
"2015-05-24 00:00:00";214;3,0;12,5;17,1;13;
"2015-05-25 00:00:00";256;7,9;26,0;38,1;13;
"2015-05-26 00:00:00";321;19,6;37,8;67,9;16;
"2015-05-27 00:00:00";177;4,0;13,9;20,0;9;
"2015-05-28 00:00:00";250;8,9;27,8;41,4;16;
"2015-05-29 00:00:00";364;27,2;55,4;97,0;26;
"2015-05-30 00:00:00";335;16,7;54,3;79,9;23;
"2015-05-31 00:00:00";262;6,6;31,3;41,5;19;
"2015-06-01 00:00:00";360;24,6;58,1;95,7;31;
"2015-06-02 00:00:00";377;23,9;67,2;103,9;42;
"2015-06-03 00:00:00";397;35,9;60,8;115,8;42;
"2015-06-04 00:00:00";289;13,8;38,9;60,1;35;
"2015-06-05 00:00:00";244;4,9;29,2;36,8;22;
"2015-06-06 00:00:00";297;7,2;37,9;48,9;25;
"2015-06-07 00:00:00";292;5,9;34,4;43,5;29;
"2015-06-08 00:00:00";326;11,4;43,6;61,0;33;
"2015-06-09 00:00:00";302;7,8;38,1;50,0;31;
"2015-06-10 00:00:00";252;5,1;30,5;38,3;28;
"2015-06-11 00:00:00";307;7,6;42,0;53,7;31;
"2015-06-12 00:00:00";334;11,1;54,5;71,5;28;
"2015-06-13 00:00:00";313;8,2;46,0;58,6;30;
"2015-06-14 00:00:00";293;11,0;46,9;63,8;34;
"2015-06-15 00:00:00";264;13,5;44,6;65,3;29;
"2015-06-16 00:00:00";207;6,1;22,5;31,9;13;
"2015-06-17 00:00:00";211;6,6;28,6;38,8;16;
"2015-06-18 00:00:00";209;6,5;34,0;44,0;18;
"2015-06-19 00:00:00";239;16,2;44,4;69,2;22;
"2015-06-20 00:00:00";164;3,0;18,3;22,8;13;
"2015-06-21 00:00:00";180;3,0;21,3;26,0;11;
"2015-06-22 00:00:00";242;14,4;46,0;68,1;16;
"2015-06-23 00:00:00";215;13,1;35,2;55,3;24;
"2015-06-24 00:00:00";225;13,8;31,5;52,7;12;
"2015-06-25 00:00:00";201;7,2;23,1;34,1;17;
"2015-06-26 00:00:00";206;7,0;31,4;42,1;18;
"2015-06-27 00:00:00";228;5,4;35,6;43,9;22;
"2015-06-28 00:00:00";207;2,1;19,8;23,0;21;
"2015-06-29 00:00:00";205;5,4;31,2;39,5;18;
"2015-06-30 00:00:00";209;4,1;30,5;36,8;21;
"2015-07-01 00:00:00";211;4,5;31,8;38,7;18;
"2015-07-02 00:00:00";201;4,5;30,0;36,9;20;
"2015-07-03 00:00:00";202;5,2;33,0;41,0;17;
"2015-07-04 00:00:00";334;27,4;37,5;79,6;25;
"2015-07-05 00:00:00";325;19,0;41,7;70,8;29;
"2015-07-06 00:00:00";320;12,1;60,3;78,8;34;
"2015-07-07 00:00:00";336;11,1;57,2;74,3;42;
"2015-07-08 00:00:00";305;12,1;61,2;79,7;48;
"2015-07-09 00:00:00";277;17,3;41,4;67,9;18;
"2015-07-10 00:00:00";183;7,5;32,3;43,8;15;
"2015-07-11 00:00:00";215;11,1;37,3;54,3;20;
"2015-07-12 00:00:00";193;6,7;30,5;40,9;20;
"2015-07-13 00:00:00";281;15,7;42,4;66,5;22;
"2015-07-14 00:00:00";284;16,5;43,4;68,6;19;
"2015-07-15 00:00:00";258;15,5;37,7;61,4;18;
"2015-07-16 00:00:00";317;8,9;39,6;53,2;19;
"2015-07-17 00:00:00";377;16,0;52,8;77,4;27;
"2015-07-18 00:00:00";334;9,4;26,1;40,6;25;
"2015-07-19 00:00:00";359;10,0;31,2;46,5;27;
"2015-07-20 00:00:00";346;13,9;29,6;50,9;27;
"2015-07-21 00:00:00";270;9,7;40,5;55,4;22;
"2015-07-22 00:00:00";;;;;;
"2015-07-23 00:00:00";;;;;;
"2015-07-24 00:00:00";;;;;;
"2015-07-25 00:00:00";;;;;;
"2015-07-26 00:00:00";;;;;;
"2015-07-27 00:00:00";;;;;;
"2015-07-28 00:00:00";;;;;;
"2015-07-29 00:00:00";;;;;;
"2015-07-30 00:00:00";;;;;;
"2015-07-31 00:00:00";;;;;17;
"2015-08-01 00:00:00";303;15,2;32,4;55,8;23;
"2015-08-02 00:00:00";233;4,4;24,3;31,1;23;
"2015-08-03 00:00:00";248;7,3;24,6;35,8;28;
"2015-08-04 00:00:00";352;18,4;38,6;66,9;33;
"2015-08-05 00:00:00";300;10,3;29,7;45,5;32;
"2015-08-06 00:00:00";251;5,3;27,7;35,8;26;
"2015-08-07 00:00:00";302;7,6;33,8;45,5;27;
"2015-08-08 00:00:00";361;9,2;34,5;48,6;32;
"2015-08-09 00:00:00";379;10,5;37,2;53,2;35;
"2015-08-10 00:00:00";380;12,1;45,5;64,0;34;
"2015-08-11 00:00:00";343;7,5;43,6;55,0;32;
"2015-08-12 00:00:00";371;7,1;43,6;54,5;38;
"2015-08-13 00:00:00";334;4,5;31,8;38,7;40;
"2015-08-14 00:00:00";341;4,2;31,5;37,9;37;
"2015-08-15 00:00:00";392;8,3;41,7;54,4;41;
"2015-08-16 00:00:00";374;5,0;29,7;37,3;45;
"2015-08-17 00:00:00";340;13,8;36,9;58,0;28;
"2015-08-18 00:00:00";280;14,5;29,4;51,7;16;
"2015-08-19 00:00:00";324;27,3;24,9;66,8;14;
"2015-08-20 00:00:00";194;;;;11;
"2015-08-21 00:00:00";221;;;;13;
"2015-08-22 00:00:00";220;;;;16;
"2015-08-23 00:00:00";323;;;;22;
"2015-08-24 00:00:00";427;;;;34;
"2015-08-25 00:00:00";377;;;;31;
"2015-08-26 00:00:00";341;18,8;39,6;68,4;29;
"2015-08-27 00:00:00";413;32,2;51,8;101,1;39;
"2015-08-28 00:00:00";526;42,4;65,1;130,1;52;
"2015-08-29 00:00:00";526;38,9;49,1;108,9;42;
"2015-08-30 00:00:00";415;21,9;39,0;72,7;38;
"2015-08-31 00:00:00";463;28,5;56,6;100,3;46;
"2015-09-01 00:00:00";549;41,9;68,9;133,1;51;
"2015-09-02 00:00:00";417;23,1;49,7;85,2;42;
"2015-09-03 00:00:00";305;7,7;23,9;35,7;;
"2015-09-04 00:00:00";383;20,9;37,9;70,0;;
"2015-09-05 00:00:00";289;6,3;18,0;27,6;21;
"2015-09-06 00:00:00";227;5,2;12,1;20,1;11;
"2015-09-07 00:00:00";305;24,8;29,3;67,3;16;
"2015-09-08 00:00:00";341;25,8;36,4;76,0;19;
"2015-09-09 00:00:00";361;29,5;36,0;81,2;24;
"2015-09-10 00:00:00";335;17,4;23,6;50,4;19;
"2015-09-11 00:00:00";357;26,0;35,9;75,8;21;
"2015-09-12 00:00:00";301;18,9;30,4;59,4;24;
"2015-09-13 00:00:00";353;27,5;29,2;71,4;25;
"2015-09-14 00:00:00";324;26,3;36,0;76,3;31;
"2015-09-15 00:00:00";357;26,5;43,7;84,4;38;
"2015-09-16 00:00:00";327;23,1;44,1;79,5;38;
"2015-09-17 00:00:00";338;26,3;50,5;90,9;53;
"2015-09-18 00:00:00";480;38,7;58,4;117,7;60;
"2015-09-19 00:00:00";299;13,6;23,8;44,6;48;
"2015-09-20 00:00:00";203;3,6;9,9;15,4;13;
"2015-09-21 00:00:00";210;7,4;19,9;31,2;14;
"2015-09-22 00:00:00";297;18,0;31,9;59,4;21;
"2015-09-23 00:00:00";433;34,1;40,3;92,6;35;
"2015-09-24 00:00:00";331;11,4;28,0;45,5;37;
"2015-09-25 00:00:00";418;30,5;32,5;79,3;33;
"2015-09-26 00:00:00";229;4,6;12,8;19,9;9;
"2015-09-27 00:00:00";181;3,6;7,1;12,6;10;
"2015-09-28 00:00:00";212;10,6;15,5;31,7;12;
"2015-09-29 00:00:00";195;11,9;17,6;35,8;12;
"2015-09-30 00:00:00";184;9,8;15,8;30,8;13;
"2015-10-01 00:00:00";321;18,8;27,5;56,4;19;
"2015-10-02 00:00:00";732;66,4;42,4;144,2;42;
"2015-10-03 00:00:00";853;73,8;44,3;157,5;48;
"2015-10-04 00:00:00";415;17,7;33,8;61,0;34;
"2015-10-05 00:00:00";592;44,3;43,1;111,0;32;
"2015-10-06 00:00:00";482;29,3;34,9;79,8;27;
"2015-10-07 00:00:00";332;10,5;21,3;37,4;25;
"2015-10-08 00:00:00";439;31,3;23,6;71,6;24;
"2015-10-09 00:00:00";390;30,4;32,3;78,9;25;
"2015-10-10 00:00:00";273;12,9;15,7;35,6;32;
"2015-10-11 00:00:00";245;6,4;9,9;19,7;16;
"2015-10-12 00:00:00";425;44,2;34,2;101,9;14;
"2015-10-13 00:00:00";452;34,2;33,5;86,0;35;
"2015-10-14 00:00:00";460;28,9;21,7;66,0;21;
"2015-10-15 00:00:00";574;32,3;27,7;77,2;29;
"2015-10-16 00:00:00";513;35,5;31,5;85,9;30;
"2015-10-17 00:00:00";446;38,7;32,5;91,8;16;
"2015-10-18 00:00:00";494;27,3;28,5;70,3;26;
"2015-10-19 00:00:00";376;21,0;19,4;51,6;24;
"2015-10-20 00:00:00";468;36,6;30,1;86,3;13;
"2015-10-21 00:00:00";727;58,8;41,4;131,6;40;
"2015-10-22 00:00:00";717;38,1;35,4;93,9;37;
"2015-10-23 00:00:00";990;64,2;37,8;136,4;46;
"2015-10-24 00:00:00";1152;97,3;39,9;189,1;60;
"2015-10-25 00:00:00";1367;85,0;43,7;174,0;72;
"2015-10-26 00:00:00";734;28,8;34,0;78,1;46;
"2015-10-27 00:00:00";731;23,7;33,7;70,1;41;
"2015-10-28 00:00:00";884;32,3;37,6;87,2;61;
"2015-10-29 00:00:00";781;31,6;38,5;86,9;58;
"2015-10-30 00:00:00";890;57,9;48,1;136,9;75;
"2015-10-31 00:00:00";657;38,6;44,4;103,6;59;
"2015-11-01 00:00:00";1742;105,9;43,0;205,5;100;
"2015-11-02 00:00:00";1902;144,0;64,0;284,8;114;
"2015-11-03 00:00:00";933;38,4;45,7;104,6;68;
"2015-11-04 00:00:00";1324;74,0;65,1;178,6;93;
"2015-11-05 00:00:00";1873;152,0;81,3;314,5;136;
"2015-11-06 00:00:00";1109;66,6;58,0;160,1;86;
"2015-11-07 00:00:00";794;30,6;37,9;84,8;54;
"2015-11-08 00:00:00";1027;35,4;28,3;82,6;67;
"2015-11-09 00:00:00";843;48,1;30,2;104,0;46;
"2015-11-10 00:00:00";531;60,5;37,5;130,3;25;
"2015-11-11 00:00:00";725;89,2;38,6;175,4;39;
"2015-11-12 00:00:00";586;69,7;33,9;140,7;27;
"2015-11-13 00:00:00";859;88,8;38,7;174,9;37;
"2015-11-14 00:00:00";449;27,5;23,9;66,1;19;
"2015-11-15 00:00:00";337;17,8;21,5;48,9;17;
"2015-11-16 00:00:00";528;31,2;31,6;79,5;25;
"2015-11-17 00:00:00";603;69,3;40,4;146,7;37;
"2015-11-18 00:00:00";453;42,6;35,8;101,1;33;
"2015-11-19 00:00:00";473;57,4;40,6;128,7;30;
"2015-11-20 00:00:00";411;39,1;34,9;94,9;27;
"2015-11-21 00:00:00";271;10,1;23,5;39,0;20;2,6
"2015-11-22 00:00:00";290;13,9;21,6;43,0;13;3,6
"2015-11-23 00:00:00";618;84,4;42,8;172,2;34;6,2
"2015-11-24 00:00:00";768;52,9;35,9;117,1;39;5,9
"2015-11-25 00:00:00";564;26,7;34,0;75,0;35;5,7
"2015-11-26 00:00:00";438;17,5;25,9;52,7;25;5,3
"2015-11-27 00:00:00";343;18,4;20,3;48,6;20;4,7
"2015-11-28 00:00:00";460;33,0;25,9;76,4;27;4,2
"2015-11-29 00:00:00";371;20,2;26,8;57,8;18;3,9
"2015-11-30 00:00:00";379;40,9;38,7;101,4;18;3,4
"2015-12-01 00:00:00";539;43,3;37,8;104,3;24;3,5
"2015-12-02 00:00:00";744;99,0;53,6;205,5;38;4,3
"2015-12-03 00:00:00";550;48,2;31,0;104,9;34;3,0
"2015-12-04 00:00:00";992;67,7;36,1;139,9;59;3,8
"2015-12-05 00:00:00";464;36,5;33,3;89,3;35;3,6
"2015-12-06 00:00:00";400;23,6;27,8;64,0;15;3,1
"2015-12-07 00:00:00";529;42,5;35,4;100,5;22;3,5
"2015-12-08 00:00:00";551;36,3;33,0;88,7;30;3,1
"2015-12-09 00:00:00";605;45,4;36,8;106,4;35;4,4
"2015-12-10 00:00:00";636;30,1;28,1;74,3;33;4,7
"2015-12-11 00:00:00";585;45,5;30,1;99,8;25;4,0
"2015-12-12 00:00:00";537;36,1;35,5;90,8;30;5,3
"2015-12-13 00:00:00";531;22,3;26,4;60,6;38;10,7
"2015-12-14 00:00:00";794;35,8;34,6;89,6;50;5,3
"2015-12-15 00:00:00";802;60,6;36,0;128,9;47;5,2
"2015-12-16 00:00:00";659;34,0;34,3;86,4;49;6,0
"2015-12-17 00:00:00";515;;;;34;11,1
"2015-12-18 00:00:00";688;;;;47;8,4
"2015-12-19 00:00:00";657;20,9;28,5;60,6;51;5,3
"2015-12-20 00:00:00";791;38,4;32,3;91,2;57;5,6
"2015-12-21 00:00:00";527;46,5;33,6;104,9;25;4,8
"2015-12-22 00:00:00";707;50,6;39,3;116,8;29;2,8
"2015-12-23 00:00:00";807;57,9;46,8;135,6;48;8,6
"2015-12-24 00:00:00";678;19,5;26,2;56,2;44;4,9
"2015-12-25 00:00:00";557;14,2;21,7;43,5;18;2,3
"2015-12-26 00:00:00";534;17,1;21,1;47,3;16;2,9
"2015-12-27 00:00:00";582;15,9;26,3;50,8;32;6,6
"2015-12-28 00:00:00";615;29,2;26,6;71,4;21;2,3
"2015-12-29 00:00:00";409;12,4;17,8;36,7;17;2,6
"2015-12-30 00:00:00";446;12,4;22,9;41,9;20;3,7
"2015-12-31 00:00:00";892;56,7;37,4;124,4;36;3,4
