Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;;85;;50;125
"2010-01-05 00:00:00";;;;;;
"2010-01-07 00:00:00";;;;;;
"2010-01-08 00:00:00";624;18,7;23,1;51,9;24;
"2010-01-09 00:00:00";694;15,0;27,4;50,4;32;
"2010-01-10 00:00:00";463;10,9;23,4;40,1;20;
"2010-01-11 00:00:00";754;45,7;28,2;98,4;37;
"2010-01-12 00:00:00";702;18,0;28,8;56,4;32;
"2010-01-13 00:00:00";633;18,3;25,2;53,3;32;
"2010-01-14 00:00:00";903;32,3;31,4;80,9;34;
"2010-01-15 00:00:00";1319;21,5;26,1;59,1;36;
"2010-01-16 00:00:00";1392;12,8;20,5;40,1;30;
"2010-01-17 00:00:00";971;10,3;22,2;37,9;33;
"2010-01-18 00:00:00";958;22,8;31,1;66,1;51;
"2010-01-19 00:00:00";1613;40,7;39,3;101,7;51;
"2010-01-20 00:00:00";1228;20,1;32,6;63,3;31;
"2010-01-21 00:00:00";720;22,8;33,6;68,6;35;
"2010-01-22 00:00:00";517;13,8;26,7;47,8;31;
"2010-01-23 00:00:00";783;11,5;34,3;52,0;33;
"2010-01-24 00:00:00";1489;29,0;48,3;92,7;85;
"2010-01-25 00:00:00";1131;35,7;58,2;113,0;75;
"2010-01-26 00:00:00";1182;17,4;40,7;67,3;49;
"2010-01-27 00:00:00";626;26,8;44,3;85,5;43;
"2010-01-28 00:00:00";798;39,8;49,7;110,9;50;
"2010-01-29 00:00:00";884;39,7;56,4;117,2;75;
"2010-01-30 00:00:00";655;15,2;35,4;58,7;23;
"2010-01-31 00:00:00";492;6,0;23,9;33,1;22;
"2010-02-01 00:00:00";812;31,6;51,8;100,2;40;
"2010-02-02 00:00:00";2446;66,4;75,3;177,2;71;
"2010-02-03 00:00:00";876;35,8;52,2;107,0;35;
"2010-02-04 00:00:00";1139;32,6;55,4;105,4;58;
"2010-02-05 00:00:00";742;11,9;29,6;47,9;36;
"2010-02-06 00:00:00";675;9,8;31,1;46,1;35;
"2010-02-07 00:00:00";515;6,1;20,5;29,9;29;
"2010-02-08 00:00:00";694;11,7;31,4;49,3;41;
"2010-02-09 00:00:00";1130;30,4;51,0;97,7;78;
"2010-02-10 00:00:00";661;13,3;29,2;49,6;41;
"2010-02-11 00:00:00";750;15,2;33,9;57,2;23;
"2010-02-12 00:00:00";1204;43,6;47,7;114,5;56;
"2010-02-13 00:00:00";593;5,7;22,2;30,9;39;
"2010-02-14 00:00:00";788;16,1;34,2;58,9;40;
"2010-02-15 00:00:00";724;21,4;42,8;75,6;46;
"2010-02-16 00:00:00";740;28,8;49,1;93,3;53;
"2010-02-17 00:00:00";988;16,4;42,4;67,5;56;
"2010-02-18 00:00:00";1283;53,8;50,6;133,1;58;
"2010-02-19 00:00:00";757;34,4;40,5;93,3;40;
"2010-02-20 00:00:00";674;20,4;31,3;62,5;23;
"2010-02-21 00:00:00";496;11,1;24,5;41,5;16;
"2010-02-22 00:00:00";544;24,3;39,0;76,4;24;
"2010-02-23 00:00:00";766;36,5;49,8;105,9;36;
"2010-02-24 00:00:00";705;30,4;39,8;86,4;30;
"2010-02-25 00:00:00";635;14,3;31,0;52,9;28;
"2010-02-26 00:00:00";583;28,2;39,6;82,8;29;18,4
"2010-02-27 00:00:00";473;10,3;24,0;39,8;14;13,0
"2010-02-28 00:00:00";624;13,6;26,5;47,4;16;10,0
"2010-03-01 00:00:00";507;30,3;40,4;86,9;29;9,4
"2010-03-02 00:00:00";458;13,2;32,4;52,6;22;6,3
"2010-03-03 00:00:00";483;21,8;36,0;69,4;21;7,0
"2010-03-04 00:00:00";612;22,8;36,0;71,0;34;8,7
"2010-03-05 00:00:00";435;6,8;20,7;31,1;21;10,8
"2010-03-06 00:00:00";528;7,0;24,5;35,2;23;9,7
"2010-03-07 00:00:00";620;7,1;26,4;37,2;30;5,6
"2010-03-08 00:00:00";503;13,8;26,1;47,4;27;4,6
"2010-03-09 00:00:00";459;10,6;23,1;39,4;26;4,1
"2010-03-10 00:00:00";454;14,4;23,9;46,0;24;2,7
"2010-03-11 00:00:00";831;42,8;52,2;117,7;26;3,0
"2010-03-12 00:00:00";;;;;;6,0
"2010-03-13 00:00:00";534;19,2;34,1;63,5;31;6,2
"2010-03-14 00:00:00";434;8,2;18,9;31,4;11;2,5
"2010-03-15 00:00:00";549;15,9;24,6;48,9;17;4,4
"2010-03-16 00:00:00";509;29,3;40,4;85,4;18;7,3
"2010-03-17 00:00:00";602;62,4;57,1;152,8;29;8,7
"2010-03-18 00:00:00";634;47,6;48,3;121,3;33;7,0
"2010-03-19 00:00:00";;;;;;14,1
"2010-03-20 00:00:00";;;;;;4,5
"2010-03-21 00:00:00";529;14,6;37,1;59,5;26;3,3
"2010-03-22 00:00:00";487;28,9;32,1;76,4;25;3,9
"2010-03-23 00:00:00";535;16,7;33,3;58,9;31;3,7
"2010-03-24 00:00:00";465;20,2;42,8;73,8;35;3,3
"2010-03-25 00:00:00";870;62,9;66,3;162,8;63;7,9
"2010-03-26 00:00:00";498;29,5;46,6;91,8;39;7,5
"2010-03-27 00:00:00";474;23,7;37,7;74,1;24;5,9
"2010-03-28 00:00:00";578;10,8;26,0;42,6;;2,9
"2010-03-29 00:00:00";481;30,5;39,2;85,9;23;2,8
"2010-03-30 00:00:00";464;24,6;44,4;82,0;26;6,3
"2010-03-31 00:00:00";507;32,4;46,0;95,7;27;7,3
"2010-04-01 00:00:00";502;21,8;33,3;66,8;21;3,4
"2010-04-02 00:00:00";467;23,5;34,8;70,8;19;2,7
"2010-04-03 00:00:00";487;15,7;29,2;53,3;21;3,1
"2010-04-04 00:00:00";432;7,5;22,3;33,8;18;3,3
"2010-04-05 00:00:00";522;8,7;23,2;36,6;19;3,1
"2010-04-06 00:00:00";414;5,8;15,5;24,4;9;2,0
"2010-04-07 00:00:00";484;9,4;20,4;34,9;16;2,2
"2010-04-08 00:00:00";575;17,2;37,3;63,7;34;4,5
"2010-04-09 00:00:00";693;37,3;52,2;109,5;47;5,9
"2010-04-10 00:00:00";440;3,9;16,0;22,0;16;4,7
"2010-04-11 00:00:00";452;3,2;13,0;18,0;14;5,0
"2010-04-12 00:00:00";522;16,8;27,3;53,1;26;5,0
"2010-04-13 00:00:00";465;19,0;28,7;57,9;26;5,2
"2010-04-14 00:00:00";532;21,2;36,0;68,5;19;5,7
"2010-04-15 00:00:00";493;20,8;41,0;73,0;14;5,2
"2010-04-16 00:00:00";725;29,7;38,5;84,0;27;5,0
"2010-04-17 00:00:00";719;14,2;32,6;54,3;33;5,9
"2010-04-18 00:00:00";542;6,9;26,5;37,0;31;
"2010-04-19 00:00:00";688;25,2;43,7;82,3;27;
"2010-04-20 00:00:00";745;4,2;21,9;28,3;30;
"2010-04-21 00:00:00";550;31,4;38,5;86,6;48;
"2010-04-22 00:00:00";684;19,4;33,0;62,8;26;
"2010-04-23 00:00:00";473;24,3;41,3;78,6;32;
"2010-04-24 00:00:00";516;5,1;27,2;35,0;31;
"2010-04-25 00:00:00";399;2,0;13,1;16,1;29;
"2010-04-26 00:00:00";720;46,5;54,2;125,5;45;
"2010-04-27 00:00:00";462;25,5;37,0;76,1;36;
"2010-04-28 00:00:00";432;8,4;27,2;40,1;16;
"2010-04-29 00:00:00";493;26,2;39,5;79,6;27;
"2010-04-30 00:00:00";497;26,5;54,9;95,6;33;4,3
"2010-05-01 00:00:00";473;8,9;38,4;51,9;31;8,0
"2010-05-02 00:00:00";483;13,2;36,9;57,2;29;3,5
"2010-05-03 00:00:00";485;22,8;42,2;77,1;36;
"2010-05-04 00:00:00";557;31,7;52,9;101,4;44;
"2010-05-05 00:00:00";620;26,9;40,3;81,6;46;
"2010-05-06 00:00:00";488;25,8;31,4;70,9;27;
"2010-05-07 00:00:00";512;31,7;48,4;97,1;19;4,0
"2010-05-08 00:00:00";445;12,4;28,3;47,4;24;3,9
"2010-05-09 00:00:00";440;12,3;30,5;49,4;17;3,9
"2010-05-10 00:00:00";489;36,4;46,6;102,4;24;4,6
"2010-05-11 00:00:00";460;30,0;45,8;91,8;28;5,3
"2010-05-12 00:00:00";463;25,0;37,2;75,6;28;5,2
"2010-05-13 00:00:00";492;30,8;38,6;85,8;28;6,3
"2010-05-14 00:00:00";516;32,2;44,8;94,1;25;4,5
"2010-05-15 00:00:00";406;9,3;17,9;32,2;19;4,4
"2010-05-16 00:00:00";389;6,2;12,5;22,1;7;4,2
"2010-05-17 00:00:00";402;7,7;16,2;27,9;8;4,5
"2010-05-18 00:00:00";454;19,4;25,1;54,9;10;4,6
"2010-05-19 00:00:00";456;13,4;24,1;44,6;10;4,9
"2010-05-20 00:00:00";590;25,2;36,2;74,8;22;5,0
"2010-05-21 00:00:00";462;12,3;26,3;45,1;22;5,1
"2010-05-22 00:00:00";399;4,7;13,3;20,5;20;5,9
"2010-05-23 00:00:00";411;4,2;15,6;22,0;18;4,7
"2010-05-24 00:00:00";402;8,8;17,1;30,6;16;5,1
"2010-05-25 00:00:00";474;20,2;32,5;63,5;19;5,2
"2010-05-26 00:00:00";501;20,5;34,3;65,7;24;5,1
"2010-05-27 00:00:00";471;30,5;42,7;89,6;29;5,7
"2010-05-28 00:00:00";485;15,3;33,0;56,4;23;5,4
