Date;"CO (ug/m3)";"NO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"SO2 (ug/m3)"
"Limit values";-;;85;;50;125
"2012-01-01 00:00:00";441;15,3;19,6;43,1;23;3,9
"2012-01-02 00:00:00";443;26,1;30,1;70,1;21;11,9
"2012-01-03 00:00:00";853;59,1;33,3;123,9;47;7,6
"2012-01-04 00:00:00";576;29,2;28,2;72,9;26;9,1
"2012-01-05 00:00:00";468;33,2;27,5;78,4;15;5,1
"2012-01-06 00:00:00";599;24,5;29,8;67,4;17;4,2
"2012-01-07 00:00:00";671;30,4;24,0;70,7;25;4,6
"2012-01-08 00:00:00";587;14,3;22,3;44,3;24;2,5
"2012-01-09 00:00:00";882;29,4;27,0;72,0;31;3,4
"2012-01-10 00:00:00";832;57,5;33,0;121,2;30;3,6
"2012-01-11 00:00:00";758;44,5;29,6;97,7;30;3,4
"2012-01-12 00:00:00";584;48,2;30,0;103,9;29;2,8
"2012-01-13 00:00:00";207;17,9;24,7;52,2;16;3,3
"2012-01-14 00:00:00";177;8,6;18,7;31,8;11;2,3
"2012-01-15 00:00:00";206;8,3;19,3;32,0;12;2,1
"2012-01-16 00:00:00";255;9,5;20,8;35,3;16;2,3
"2012-01-17 00:00:00";623;51,8;35,6;115,1;39;3,0
"2012-01-18 00:00:00";546;49,4;39,5;115,2;42;3,5
"2012-01-19 00:00:00";295;48,0;37,6;111,2;30;3,1
"2012-01-20 00:00:00";356;69,6;51,7;158,4;22;2,9
"2012-01-21 00:00:00";392;49,0;41,7;116,8;22;2,6
"2012-01-22 00:00:00";238;17,5;24,5;51,4;13;2,5
"2012-01-23 00:00:00";263;24,9;31,9;70,1;11;2,3
"2012-01-24 00:00:00";517;47,8;36,9;110,3;29;2,2
"2012-01-25 00:00:00";262;9,0;17,2;31,0;19;4,4
"2012-01-26 00:00:00";327;11,8;20,8;39,0;23;4,0
"2012-01-27 00:00:00";524;17,9;34,7;62,1;44;7,4
"2012-01-28 00:00:00";769;18,8;38,7;67,5;62;4,7
"2012-01-29 00:00:00";579;8,9;25,0;38,6;47;10,8
"2012-01-30 00:00:00";419;16,6;27,6;53,1;26;3,8
"2012-01-31 00:00:00";508;14,3;26,2;48,2;32;3,5
"2012-02-01 00:00:00";488;16,2;27,7;52,6;34;3,9
"2012-02-02 00:00:00";425;14,5;24,3;46,5;31;10,0
"2012-02-03 00:00:00";540;13,9;25,1;46,4;47;11,9
"2012-02-04 00:00:00";534;7,3;19,6;30,8;44;12,8
"2012-02-05 00:00:00";622;7,5;22,2;33,7;56;30,3
"2012-02-06 00:00:00";678;14,3;27,7;49,6;56;26,7
"2012-02-07 00:00:00";625;11,3;24,8;42,1;47;20,0
"2012-02-08 00:00:00";1201;51,8;77,8;157,2;96;17,1
"2012-02-09 00:00:00";1460;31,6;77,3;125,7;130;21,3
"2012-02-10 00:00:00";1147;25,4;59,7;98,6;88;19,4
"2012-02-11 00:00:00";710;9,1;30,7;44,7;43;13,4
"2012-02-12 00:00:00";795;7,4;31,3;42,6;48;14,7
"2012-02-13 00:00:00";912;27,4;57,7;99,8;56;8,8
"2012-02-14 00:00:00";1290;54,3;88,6;171,9;111;7,1
"2012-02-15 00:00:00";872;24,0;49,4;86,2;52;11,5
"2012-02-16 00:00:00";858;7,4;28,7;40,1;42;10,5
"2012-02-17 00:00:00";1164;56,3;67,8;154,2;79;10,2
"2012-02-18 00:00:00";1005;22,3;49,7;83,8;54;5,4
"2012-02-19 00:00:00";800;11,1;32,6;49,7;27;7,7
"2012-02-20 00:00:00";;;;;;
"2012-02-21 00:00:00";1117;79,2;58,7;180,1;36;5,8
"2012-02-22 00:00:00";2062;132,7;97,4;300,8;86;6,5
"2012-02-23 00:00:00";1440;56,4;75,9;162,1;82;8,3
"2012-02-24 00:00:00";615;44,7;59,1;126,9;60;13,0
"2012-02-25 00:00:00";381;49,9;38,0;113,9;19;7,6
"2012-02-26 00:00:00";361;25,0;36,4;74,0;18;4,6
"2012-02-27 00:00:00";190;6,1;18,3;27,0;14;4,2
"2012-02-28 00:00:00";240;16,9;28,0;53,3;18;3,8
"2012-02-29 00:00:00";387;14,8;29,6;51,7;22;3,8
"2012-03-01 00:00:00";461;31,8;44,4;92,5;29;5,2
"2012-03-02 00:00:00";478;31,4;39,1;86,6;49;4,5
"2012-03-03 00:00:00";208;3,8;13,2;18,4;17;3,4
"2012-03-04 00:00:00";297;4,5;19,6;25,9;17;3,7
"2012-03-05 00:00:00";443;13,5;36,5;56,5;28;3,9
"2012-03-06 00:00:00";426;13,8;32,0;52,5;25;3,4
"2012-03-07 00:00:00";664;23,7;39,5;75,2;37;4,2
"2012-03-08 00:00:00";669;26,5;48,9;89,1;53;9,4
"2012-03-09 00:00:00";655;17,1;56,2;82,0;59;7,8
"2012-03-10 00:00:00";754;42,7;45,1;110,2;57;7,4
"2012-03-11 00:00:00";597;12,3;33,4;51,9;46;3,8
"2012-03-12 00:00:00";443;12,6;36,2;55,1;25;4,6
"2012-03-13 00:00:00";1084;64,6;50,9;149,6;49;5,5
"2012-03-14 00:00:00";490;31,1;39,8;87,2;29;4,7
"2012-03-15 00:00:00";;33,2;32,3;82,8;23;4,2
"2012-03-16 00:00:00";;62,8;60,6;156,5;41;7,5
"2012-03-17 00:00:00";;22,6;42,8;77,0;39;7,5
"2012-03-18 00:00:00";;25,2;36,6;75,0;46;5,3
"2012-03-19 00:00:00";;23,5;34,7;70,5;30;3,1
"2012-03-20 00:00:00";;34,7;38,8;91,7;28;4,0
"2012-03-21 00:00:00";;127,4;70,2;265,3;66;5,5
"2012-03-22 00:00:00";;18,4;39,9;67,8;59;4,7
"2012-03-23 00:00:00";;57,4;45,6;133,2;55;4,3
"2012-03-24 00:00:00";;10,0;41,3;56,3;46;6,2
"2012-03-25 00:00:00";;4,0;21,0;26,9;;5,1
"2012-03-26 00:00:00";;5,8;16,6;25,1;;2,1
"2012-03-27 00:00:00";;13,4;30,2;50,5;24;3,8
"2012-03-28 00:00:00";;12,6;25,5;44,5;20;2,6
"2012-03-29 00:00:00";;24,4;29,4;66,5;28;3,4
"2012-03-30 00:00:00";;16,6;29,0;54,1;16;2,4
"2012-03-31 00:00:00";;8,7;14,7;27,7;19;2,1
"2012-04-01 00:00:00";;6,0;15,2;24,1;9;2,1
"2012-04-02 00:00:00";;33,0;33,1;83,3;19;3,2
"2012-04-03 00:00:00";;32,9;49,6;99,6;31;9,2
"2012-04-04 00:00:00";;81,2;66,1;190,2;50;8,1
"2012-04-05 00:00:00";;39,0;44,8;104,2;40;4,4
"2012-04-06 00:00:00";;10,3;22,1;37,6;30;3,4
"2012-04-07 00:00:00";;12,5;22,0;40,9;24;2,2
"2012-04-08 00:00:00";;2,5;9,0;12,5;19;2,0
"2012-04-09 00:00:00";;8,8;20,9;34,2;24;2,9
